DTRI_ID	TF_Symbol_Human	Target_Symbol_Human	TF_Entrez_ID_Human	Target_Entrez_ID_Human	TF_Entrez_ID	Target_Entrez_ID	PubMed_ID	Database	Mode	tf_species	target_species
etri_16185	MYCN	ABCB1	4613	5243	4613	5243	7923112	TRRUST	repression	human	human
etri_16186	MYCN	PHB	4613	5245	4613	5245	16093321	HTRIdb_LC	unknown	human	human
etri_16187	MYCN	FGFRL1	4613	53834	4613	53834	16093321	HTRIdb_LC	unknown	human	human
etri_16188	MYCN	SSH1	4613	54434	4613	54434	16093321	HTRIdb_LC	unknown	human	human
etri_16189	MYCN	LRRN3	4613	54674	4613	54674	21908575	TRRUST	repression	human	human
etri_16190	MYCN	PPP2R2C	4613	5522	4613	5522	16093321	HTRIdb_LC	unknown	human	human
etri_16191	MYCN	MCM10	4613	55388	4613	55388	17826980	TRRUST	activation	human	human
etri_16192	MYCN	ANO2	4613	57101	4613	57101	16093321	HTRIdb_LC	unknown	human	human
etri_16193	MYCN	MIR202	4613	574448	4613	574448	24337320	TRRUST	unknown	human	human
etri_16194	MYCN	BAX	4613	581	4613	581	19885598	TRRUST	activation	human	human
etri_16195	MYCN	SLC25A19	4613	60386	4613	60386	16093321	HTRIdb_LC	unknown	human	human
etri_16196	MYCN	MMS19	4613	64210	4613	64210	16093321	HTRIdb_LC	unknown	human	human
etri_16197	MYCN	BMI1	4613	648	4613	648	21856782	TRRUST	activation	human	human
etri_16198	MYCN	SKP2	4613	6502	4613	6502	17495526	TRRUST	repression	human	human
etri_16199	MYCN	SLC1A2	4613	6506	4613	6506	16093321	HTRIdb_LC	unknown	human	human
etri_16200	MYCN	BTC	4613	685	4613	685	16093321	HTRIdb_LC	unknown	human	human
etri_16201	MYCN	TJP1	4613	7082	4613	7082	16093321	HTRIdb_LC	unknown	human	human
etri_16202	MYCN	ICAM5	4613	7087	4613	7087	16093321	HTRIdb_LC	unknown	human	human
etri_16203	MYCN	TP53	4613	7157	4613	7157	19885598	TRRUST	activation	human	human
etri_16203	MYCN	TP53	4613	7157	4613	7157	20145147	HTRIdb_LC	unknown	human	human
etri_16203	MYCN	TP53	4613	7157	4613	7157	21862876	TRRUST	both	human	human
etri_16204	MYCN	UVRAG	4613	7405	4613	7405	16093321	HTRIdb_LC	unknown	human	human
etri_16205	MYCN	XRCC2	4613	7516	4613	7516	16093321	HTRIdb_LC	unknown	human	human
etri_16206	MYCN	XRCC3	4613	7517	4613	7517	16093321	HTRIdb_LC	unknown	human	human
etri_16207	MYCN	GALNT14	4613	79623	4613	79623	16093321	HTRIdb_LC	unknown	human	human
etri_16208	MYCN	HMGA2	4613	8091	4613	8091	16093321	HTRIdb_LC	unknown	human	human
etri_16209	MYCN	EOMES	4613	8320	4613	8320	16093321	HTRIdb_LC	unknown	human	human
etri_16210	MYCN	FZD7	4613	8324	4613	8324	16093321	HTRIdb_LC	unknown	human	human
etri_16211	MYCN	CALN1	4613	83698	4613	83698	16093321	HTRIdb_LC	unknown	human	human
etri_16212	MYCN	MAD1L1	4613	8379	4613	8379	16093321	HTRIdb_LC	unknown	human	human
etri_16213	MYCN	MCM8	4613	84515	4613	84515	17826980	HTRIdb_LC	unknown	human	human
etri_16213	MYCN	MCM8	4613	84515	4613	84515	17826980	TRRUST	activation	human	human
etri_16214	MYCN	OASL	4613	8638	4613	8638	16093321	HTRIdb_LC	unknown	human	human
etri_16215	MYCN	SDR42E1	4613	93517	4613	93517	16093321	HTRIdb_LC	unknown	human	human
etri_16216	MYCN	TP53INP1	4613	94241	4613	94241	17495526	TRRUST	repression	human	human
etri_16217	MYCN	HAND2	4613	9464	4613	9464	29379199	ENdb	unknown	human	human
etri_16218	MYCN	CREB5	4613	9586	4613	9586	16093321	HTRIdb_LC	unknown	human	human
etri_16219	MYCN	CD44	4613	960	4613	960	19885598	TRRUST	activation	human	human
etri_16220	GADD45B	GADD45B	4616	4616	4616	4616	25263592	ENdb	unknown	human	human
etri_16221	MYF6	ACACB	4618	32	4618	32	11076940	HTRIdb_LC	unknown	human	human
etri_16221	MYF6	ACACB	4618	32	4618	32	11076940	TRRUST	unknown	human	human
etri_16222	ZFHX3	CDKN1A	463	1026	463	1026	14978340	TRRUST	activation	human	human
etri_16222	ZFHX3	CDKN1A	463	1026	463	1026	15750593	TRRUST	activation	human	human
etri_16222	ZFHX3	CDKN1A	463	1026	463	1026	20599712	TRRUST	activation	human	human
etri_16223	ZFHX3	AFP	463	174	463	174	14654895	TRRUST	repression	human	human
etri_16223	ZFHX3	AFP	463	174	463	174	15750593	TRRUST	repression	human	human
etri_16224	ZFHX3	MUC5AC	463	4586	463	4586	17330845	HTRIdb_LC	unknown	human	human
etri_16224	ZFHX3	MUC5AC	463	4586	463	4586	17330845	TRRUST	repression	human	human
etri_16225	ZFHX3	MYB	463	4602	463	4602	15750593	TRRUST	repression	human	human
etri_16226	MYOD1	HBEGF	4654	1839	4654	1839	22641673	TRRUST	activation	human	human
etri_05441	MYOD1	ACACB	4654	32	4654	32	11076940	HTRIdb_LC	unknown	human	human
etri_05441	MYOD1	ACACB	4654	32	4654	32	11076940	TRRUST	unknown	human	human
etri_16227	MYOD1	SLC9A2	4654	6549	4654	6549	11254504	TRRUST	unknown	human	human
etri_16228	MYOG	ACACB	4656	32	4656	32	11076940	HTRIdb_LC	unknown	human	human
etri_16228	MYOG	ACACB	4656	32	4656	32	11076940	TRRUST	unknown	human	human
etri_05504	MYOG	MYEF2	4656	50804	4656	50804	1656214	TRRUST	activation	human	human
etri_16229	ATF1	CFTR	466	1080	466	1080	10075672	TRRUST	activation	human	human
etri_16230	ATF1	CGA	466	1081	466	1081	10341006	TRRUST	unknown	human	human
etri_16231	ATF1	CYP11B1	466	1584	466	1584	11014212	TRRUST	unknown	human	human
etri_16231	ATF1	CYP11B1	466	1584	466	1584	11196473	TRRUST	unknown	human	human
etri_16232	ATF1	CYP11B2	466	1585	466	1585	11196473	TRRUST	unknown	human	human
etri_16233	ATF1	ERBB2	466	2064	466	2064	10698518	TRRUST	unknown	human	human
etri_16234	ATF1	FLT1	466	2321	466	2321	7499271	TRRUST	unknown	human	human
etri_16235	ATF1	FOS	466	2353	466	2353	18641343	InnateDB	unknown	human	human
etri_16236	ATF1	FTH1	466	2495	466	2495	17565989	TRRUST	both	human	human
etri_16237	ATF1	GABPA	466	2551	466	2551	10585419	TRRUST	unknown	human	human
etri_16238	ATF1	IFNG	466	3458	466	3458	18641343	CytReg	unknown	human	human
etri_16238	ATF1	IFNG	466	3458	466	3458	18641343	InnateDB	unknown	human	human
etri_16239	ATF1	IL10	466	3586	466	3586	10540320	CytReg	activation	human	human
etri_16239	ATF1	IL10	466	3586	466	3586	10540320	TRRUST	activation	human	human
etri_16240	ATF1	KIR2DL4	466	3805	466	3805	22467658	InnateDB	unknown	human	human
etri_16241	ATF1	KIR3DL1	466	3811	466	3811	16818466	InnateDB	unknown	human	human
etri_16242	ATF1	LDHA	466	3939	466	3939	9632793	TRRUST	unknown	human	human
etri_16243	ATF1	CIITA	466	4261	466	4261	12391222	InnateDB	unknown	human	human
etri_16244	ATF1	MITF	466	4286	466	4286	12966428	TRRUST	activation	human	human
etri_16244	ATF1	MITF	466	4286	466	4286	20068147	TRRUST	unknown	human	human
etri_16245	ATF1	MUC2	466	4583	466	4583	16227528	TRRUST	unknown	human	human
etri_16246	ATF1	NTS	466	4922	466	4922	7791794	TRRUST	unknown	human	human
etri_16247	ATF1	PCSK1	466	5122	466	5122	8999965	TRRUST	activation	human	human
etri_16248	ATF1	PLAUR	466	5329	466	5329	12369939	TRRUST	unknown	human	human
etri_16249	ATF1	BCL2	466	596	466	596	10542244	HTRIdb_LC	unknown	human	human
etri_16249	ATF1	BCL2	466	596	466	596	10542244	TRRUST	unknown	human	human
etri_16250	ATF1	SLC20A1	466	6574	466	6574	11722845	TRRUST	activation	human	human
etri_16251	ATF1	TGFB2	466	7042	466	7042	11776974	CytReg	activation	human	human
etri_16251	ATF1	TGFB2	466	7042	466	7042	11776974	HTRIdb_LC	unknown	human	human
etri_16251	ATF1	TGFB2	466	7042	466	7042	11776974	TRRUST	activation	human	human
etri_16252	ATF1	TH	466	7054	466	7054	11108136	TRRUST	unknown	human	human
etri_16253	ATF1	TNF	466	7124	466	7124	11259437	CytReg	unknown	human	human
etri_16254	ATF1	TOP2A	466	7153	466	7153	12104051	TRRUST	unknown	human	human
etri_16255	ATF1	UGT8	466	7368	466	7368	15229398	HTRIdb_LC	unknown	human	human
etri_16256	ATF1	YWHAZ	466	7534	466	7534	24690670	InnateDB	unknown	human	human
etri_16257	ATF1	CXCR4	466	7852	466	7852	17130833	InnateDB	unknown	human	human
etri_16258	ATF1	USP7	466	7874	466	7874	7642633	TRRUST	unknown	human	human
etri_16259	ATF1	MAP1LC3B	466	81631	466	81631	20514020	TRRUST	activation	human	human
etri_16260	ATF1	HIST2H4A	466	8370	466	8370	7779811	HTRIdb_LC	unknown	human	human
etri_16261	ATF1	CCNA1	466	8900	466	8900	12044952	TRRUST	repression	human	human
etri_16262	ATF1	SLC22A8	466	9376	466	9376	16809478	TRRUST	unknown	human	human
etri_16263	NAB1	MSLN	4664	10232	4664	10232	23025254	TRRUST	unknown	human	human
etri_16264	NAB2	CSF1R	4665	1436	4665	1436	30008316	ENdb	unknown	human	human
etri_16265	NAB2	RBL2	4665	5934	4665	5934	22431919	TRRUST	activation	human	human
etri_16266	NAB2	CD84	4665	8832	4665	8832	30008316	ENdb	unknown	human	human
etri_16267	NAB2	BCAR1	4665	9564	4665	9564	22431919	TRRUST	activation	human	human
etri_01129	ATF3	CSF1	467	1435	467	1435	24994901	CytReg	unknown	human	human
etri_16268	ATF3	DDIT3	467	1649	467	1649	22753726	TRRUST	activation	human	human
etri_16269	ATF3	AK4	467	205	467	205	23002211	TRRUST	unknown	human	human
etri_16270	ATF3	GCLC	467	2729	467	2729	15629866	TFactS	repression	human	human
etri_16271	ATF3	ID1	467	3397	467	3397	20565867	TRRUST	repression	human	human
etri_01130	ATF3	IFNB1	467	3456	467	3456	26416280	CytReg	repression	human	human
etri_01131	ATF3	IFNG	467	3458	467	3458	20304822	CytReg	activation	human	human
etri_01131	ATF3	IFNG	467	3458	467	3458	20304822	TRRUST	activation	human	human
etri_01131	ATF3	IFNG	467	3458	467	3458	24951825	CytReg	activation	human	human
etri_01133	ATF3	IL1B	467	3553	467	3553	24951825	CytReg	activation	human	human
etri_01134	ATF3	IL6	467	3569	467	3569	16688168	CytReg	repression	human	human
etri_01134	ATF3	IL6	467	3569	467	3569	17785797	CytReg	repression	human	human
etri_01134	ATF3	IL6	467	3569	467	3569	18942706	CytReg	repression	human	human
etri_01134	ATF3	IL6	467	3569	467	3569	20351107	CytReg	repression	human	human
etri_01134	ATF3	IL6	467	3569	467	3569	24317040	CytReg	repression	human	human
etri_01134	ATF3	IL6	467	3569	467	3569	24951825	CytReg	unknown	human	human
etri_16272	ATF3	IL10	467	3586	467	3586	20351107	CytReg	activation	human	human
etri_01132	ATF3	IL12B	467	3593	467	3593	16688168	CytReg	repression	human	human
etri_01132	ATF3	IL12B	467	3593	467	3593	17785797	CytReg	repression	human	human
etri_01132	ATF3	IL12B	467	3593	467	3593	24317040	CytReg	repression	human	human
etri_01132	ATF3	IL12B	467	3593	467	3593	26416280	CytReg	repression	human	human
etri_16273	ATF3	CD82	467	3732	467	3732	21454613	TRRUST	unknown	human	human
etri_16274	ATF3	LDLR	467	3949	467	3949	21294679	HTRIdb_LC	unknown	human	human
etri_16274	ATF3	LDLR	467	3949	467	3949	21294679	TRRUST	repression	human	human
etri_16275	ATF3	LIF	467	3976	467	3976	28577574	CytReg	activation	human	human
etri_16276	ATF3	MMP1	467	4312	467	4312	18802113	InnateDB	unknown	human	human
etri_16277	ATF3	MMP2	467	4313	467	4313	11792711	TRRUST	repression	human	human
etri_16277	ATF3	MMP2	467	4313	467	4313	15102941	TRRUST	repression	human	human
etri_16278	ATF3	ASNS	467	440	467	440	12881527	TRRUST	activation	human	human
etri_16278	ATF3	ASNS	467	440	467	440	15385533	TRRUST	unknown	human	human
etri_16278	ATF3	ASNS	467	440	467	440	18840095	HTRIdb_LC	unknown	human	human
etri_16278	ATF3	ASNS	467	440	467	440	18840095	InnateDB	unknown	human	human
etri_16279	ATF3	ADIPOR1	467	51094	467	51094	20696134	TRRUST	repression	human	human
etri_16280	ATF3	PENK	467	5179	467	5179	7935470	TRRUST	unknown	human	human
etri_16281	ATF3	CCL3	467	6348	467	6348	26416280	CytReg	repression	human	human
etri_16282	ATF3	CCL4	467	6351	467	6351	16982098	CytReg	repression	human	human
etri_16282	ATF3	CCL4	467	6351	467	6351	24607962	CytReg	activation	human	human
etri_16283	ATF3	CCL5	467	6352	467	6352	10760799	CytReg	unknown	human	human
etri_16283	ATF3	CCL5	467	6352	467	6352	10760799	HTRIdb_LC	unknown	human	human
etri_16283	ATF3	CCL5	467	6352	467	6352	10760799	TRRUST	unknown	human	human
etri_16284	ATF3	SELE	467	6401	467	6401	10964678	TRRUST	repression	human	human
etri_16285	ATF3	SLC11A1	467	6556	467	6556	21300803	InnateDB	unknown	human	human
etri_01139	ATF3	TNF	467	7124	467	7124	16688168	CytReg	repression	human	human
etri_01139	ATF3	TNF	467	7124	467	7124	24317040	CytReg	repression	human	human
etri_01139	ATF3	TNF	467	7124	467	7124	24951825	CytReg	activation	human	human
etri_16286	ATF3	TP53	467	7157	467	7157	22991139	TRRUST	unknown	human	human
etri_16287	ATF3	ADIPOR2	467	79602	467	79602	20696134	TRRUST	repression	human	human
etri_16288	ATF3	GDF15	467	9518	467	9518	15670751	TRRUST	activation	human	human
etri_16289	ATF3	PCLAF	467	9768	467	9768	19219066	TRRUST	unknown	human	human
etri_16290	ATF4	SIGMAR1	468	10280	468	10280	22079628	TRRUST	activation	human	human
etri_16291	ATF4	NDC80	468	10403	468	10403	17822787	TRRUST	activation	human	human
etri_16292	ATF4	CEBPB	468	1051	468	1051	16026328	HTRIdb_LC	unknown	human	human
etri_16292	ATF4	CEBPB	468	1051	468	1051	16026328	TRRUST	activation	human	human
etri_16293	ATF4	DDIT3	468	1649	468	1649	16246168	TRRUST	activation	human	human
etri_16293	ATF4	DDIT3	468	1649	468	1649	17276738	TRRUST	activation	human	human
etri_16293	ATF4	DDIT3	468	1649	468	1649	17455323	TRRUST	unknown	human	human
etri_16293	ATF4	DDIT3	468	1649	468	1649	20020050	TRRUST	activation	human	human
etri_16293	ATF4	DDIT3	468	1649	468	1649	20038797	InnateDB	unknown	human	human
etri_16293	ATF4	DDIT3	468	1649	468	1649	21044953	TRRUST	activation	human	human
etri_16293	ATF4	DDIT3	468	1649	468	1649	21966512	TRRUST	activation	human	human
etri_16293	ATF4	DDIT3	468	1649	468	1649	22691366	TRRUST	unknown	human	human
etri_16294	ATF4	F7	468	2155	468	2155	22848420	TRRUST	unknown	human	human
etri_16295	ATF4	SIRT2	468	22933	468	22933	21801305	TRRUST	repression	human	human
etri_16296	ATF4	SIRT1	468	23411	468	23411	21801305	TRRUST	repression	human	human
etri_16296	ATF4	SIRT1	468	23411	468	23411	22363646	TRRUST	activation	human	human
etri_16297	ATF4	FGF21	468	26291	468	26291	22233381	TRRUST	activation	human	human
etri_16298	ATF4	NUPR1	468	26471	468	26471	19946894	TRRUST	activation	human	human
etri_16299	ATF4	DISC1	468	27185	468	27185	12812986	TRRUST	unknown	human	human
etri_16300	ATF4	CXCL3	468	2921	468	2921	16931790	CytReg	activation	human	human
tri_0754	ATF4	HSPA5	468	3309	468	3309	16205636	TRRUST	repression	human	human
etri_16301	ATF4	APOE	468	348	468	348	22028770	TRRUST	activation	human	human
etri_16302	ATF4	IGFBP1	468	3484	468	3484	16687408	TRRUST	activation	human	human
etri_16303	ATF4	IL2	468	3558	468	3558	9417115	InnateDB	unknown	human	human
etri_01149	ATF4	IL6	468	3569	468	3569	16931790	CytReg	activation	human	human
etri_01149	ATF4	IL6	468	3569	468	3569	16931790	TRRUST	unknown	human	human
etri_01149	ATF4	IL6	468	3569	468	3569	23990363	CytReg	activation	human	human
etri_16304	ATF4	CXCL8	468	3576	468	3576	16931790	CytReg	activation	human	human
etri_16304	ATF4	CXCL8	468	3576	468	3576	16931790	TRRUST	unknown	human	human
etri_16305	ATF4	IL18	468	3606	468	3606	21692767	CytReg	unknown	human	human
etri_16306	ATF4	IRF7	468	3665	468	3665	21148039	TRRUST	repression	human	human
tri_0755	ATF4	MCL1	468	4170	468	4170	22128141	TRRUST	unknown	human	human
tri_0756	ATF4	ASNS	468	440	468	440	11960987	HTRIdb_LC	unknown	human	human
tri_0756	ATF4	ASNS	468	440	468	440	11960987	TRRUST	activation	human	human
tri_0756	ATF4	ASNS	468	440	468	440	15385533	TRRUST	unknown	human	human
tri_0756	ATF4	ASNS	468	440	468	440	16164412	TRRUST	activation	human	human
tri_0756	ATF4	ASNS	468	440	468	440	17276738	TRRUST	activation	human	human
tri_0756	ATF4	ASNS	468	440	468	440	18840095	HTRIdb_LC	unknown	human	human
tri_0756	ATF4	ASNS	468	440	468	440	18840095	InnateDB	unknown	human	human
tri_0756	ATF4	ASNS	468	440	468	440	23403946	TRRUST	unknown	human	human
etri_16309	ATF4	ATF3	468	467	468	467	16246168	TRRUST	activation	human	human
etri_16309	ATF4	ATF3	468	467	468	467	21801305	TRRUST	activation	human	human
etri_16309	ATF4	ATF3	468	467	468	467	22819556	TRRUST	unknown	human	human
etri_01152	ATF4	DDR2	468	4921	468	4921	20564243	TRRUST	activation	human	human
etri_16310	ATF4	IL23A	468	51561	468	51561	26174742	CytReg	activation	human	human
etri_16311	ATF4	PLAU	468	5328	468	5328	18829529	TRRUST	activation	human	human
etri_16312	ATF4	DDIT4	468	54541	468	54541	19059405	TRRUST	activation	human	human
etri_16312	ATF4	DDIT4	468	54541	468	54541	19439225	TRRUST	activation	human	human
etri_16313	ATF4	PTGS2	468	5743	468	5743	21244365	TRRUST	unknown	human	human
etri_01153	ATF4	TRIB3	468	57761	468	57761	15775988	TRRUST	activation	human	human
etri_01153	ATF4	TRIB3	468	57761	468	57761	18408768	InnateDB	unknown	human	human
etri_01153	ATF4	TRIB3	468	57761	468	57761	20592469	TRRUST	unknown	human	human
etri_01153	ATF4	TRIB3	468	57761	468	57761	21220698	TRRUST	unknown	human	human
etri_16314	ATF4	S100P	468	6286	468	6286	19073601	TRRUST	unknown	human	human
etri_01141	ATF4	BGLAP	468	632	468	632	21866569	TRRUST	unknown	human	human
etri_16315	ATF4	CCL2	468	6347	468	6347	16931790	CytReg	activation	human	human
etri_16315	ATF4	CCL2	468	6347	468	6347	16931790	TRRUST	unknown	human	human
etri_16316	ATF4	VEGFA	468	7422	468	7422	15788408	TRRUST	activation	human	human
etri_16316	ATF4	VEGFA	468	7422	468	7422	18451308	TRRUST	unknown	human	human
etri_16316	ATF4	VEGFA	468	7422	468	7422	18829529	TRRUST	activation	human	human
etri_16316	ATF4	VEGFA	468	7422	468	7422	22915762	TRRUST	unknown	human	human
etri_16316	ATF4	VEGFA	468	7422	468	7422	23908598	TRRUST	unknown	human	human
etri_16317	ATF4	CA9	468	768	468	768	19564335	TRRUST	unknown	human	human
etri_16318	ATF4	CHAC1	468	79094	468	79094	21737788	TRRUST	activation	human	human
etri_16319	ATF4	MAP1LC3B	468	81631	468	81631	20038797	InnateDB	unknown	human	human
etri_16319	ATF4	MAP1LC3B	468	81631	468	81631	20038797	TRRUST	activation	human	human
etri_16319	ATF4	MAP1LC3B	468	81631	468	81631	20514020	TRRUST	activation	human	human
etri_16320	ATF4	TNFSF11	468	8600	468	8600	25811130	CytReg	activation	human	human
etri_16321	ATF4	HRK	468	8739	468	8739	23090478	TRRUST	activation	human	human
etri_16322	ATF4	TNFRSF10B	468	8795	468	8795	21044953	TRRUST	unknown	human	human
etri_16323	ATF4	ATG5	468	9474	468	9474	20038797	TRRUST	activation	human	human
etri_01145	ATF4	FGF19	468	9965	468	9965	23205607	TRRUST	activation	human	human
etri_01156	ATM	CDKN1A	472	1026	472	1026	12420214	TRRUST	unknown	human	human
etri_16324	ATM	GADD45A	472	1647	472	1647	20164679	TRRUST	activation	human	human
etri_16325	ATM	DUSP1	472	1843	472	1843	17178844	TRRUST	activation	human	human
etri_16326	ATM	APLF	472	200558	472	200558	18077224	TRRUST	unknown	human	human
etri_16327	ATM	KLRK1	472	22914	472	22914	19767562	TRRUST	activation	human	human
etri_16328	ATM	FOXM1	472	2305	472	2305	21518729	TRRUST	activation	human	human
etri_16329	ATM	IGF1R	472	3480	472	3480	11172010	TRRUST	unknown	human	human
etri_16330	ATM	FAS	472	355	472	355	19502594	TRRUST	activation	human	human
etri_16331	ATM	MCL1	472	4170	472	4170	20164679	TRRUST	activation	human	human
etri_16332	ATM	MTF1	472	4520	472	4520	12926986	TRRUST	unknown	human	human
etri_16333	ATM	PCNA	472	5111	472	5111	22362778	TRRUST	unknown	human	human
etri_16334	ATM	PMAIP1	472	5366	472	5366	20368352	TRRUST	repression	human	human
etri_16335	ATM	PBK	472	55872	472	55872	15220931	TRRUST	unknown	human	human
etri_16336	ATM	BAX	472	581	472	581	16214353	TRRUST	activation	human	human
etri_16337	ATM	PVR	472	5817	472	5817	21406724	TRRUST	both	human	human
etri_16338	ATM	BCL2	472	596	472	596	16214353	TRRUST	repression	human	human
etri_16339	ATM	SLC2A1	472	6513	472	6513	20676049	TRRUST	repression	human	human
etri_16340	ATM	SP1	472	6667	472	6667	11466608	TRRUST	repression	human	human
etri_16340	ATM	SP1	472	6667	472	6667	12926986	TRRUST	unknown	human	human
etri_16341	ATM	TERF1	472	7013	472	7013	17694070	TRRUST	repression	human	human
etri_16342	ATM	VEGFA	472	7422	472	7422	20676049	TRRUST	repression	human	human
etri_16343	ATM	TNFRSF10B	472	8795	472	8795	19351839	TRRUST	repression	human	human
etri_16344	ATM	CFLAR	472	8837	472	8837	19351839	TRRUST	activation	human	human
etri_16344	ATM	CFLAR	472	8837	472	8837	20876284	TRRUST	repression	human	human
etri_16345	ATOH1	MUC2	474	4583	474	4583	17000673	TRRUST	activation	human	human
etri_01162	ATOH1	HES6	474	55502	474	55502	17826772	TRRUST	activation	human	human
etri_16346	NEUROD1	IGFBP2	4760	3485	4760	3485	19679880	HTRIdb_LC	unknown	human	human
tri_0761	NEUROD1	INS	4760	3630	4760	3630	10545951	TRRUST	unknown	human	human
tri_0761	NEUROD1	INS	4760	3630	4760	3630	16461554	TRRUST	unknown	human	human
etri_16347	NEUROD1	SCT	4760	6343	4760	6343	15118068	HTRIdb_LC	unknown	human	human
etri_16348	NEUROD2	CDKN2A	4761	1029	4761	1029	19340300	HTRIdb_LC	unknown	human	human
etri_16349	NF1	DDB1	4763	1642	4763	1642	12527763	TRRUST	unknown	human	human
etri_16350	NF1	DDB2	4763	1643	4763	1643	12527763	TRRUST	unknown	human	human
etri_16351	NF1	AFP	4763	174	4763	174	7549116	TRRUST	repression	human	human
etri_16352	NF1	FOS	4763	2353	4763	2353	9562250	TRRUST	activation	human	human
etri_16353	NF1	GNRH1	4763	2796	4763	2796	15319450	TRRUST	unknown	human	human
etri_16354	NF1	HSD11B2	4763	3291	4763	3291	17551100	TRRUST	unknown	human	human
etri_16355	NF1	MBP	4763	4155	4763	4155	9765312	TRRUST	unknown	human	human
etri_16356	NF1	MSH2	4763	4436	4763	4436	19639020	TRRUST	unknown	human	human
etri_16357	NF1	MYC	4763	4609	4763	4609	9562250	TRRUST	activation	human	human
etri_16358	NF1	PLAT	4763	5327	4763	5327	15044208	TRRUST	repression	human	human
etri_16359	NF1	PPP2R2D	4763	55844	4763	55844	22539979	TRRUST	unknown	human	human
etri_16360	NF1	SFTPB	4763	6439	4763	6439	7580940	TRRUST	unknown	human	human
etri_16361	NF1	SP3	4763	6670	4763	6670	18342022	TFactS	activation	human	human
etri_16361	NF1	SP3	4763	6670	4763	6670	18342022	TRRUST	unknown	human	human
etri_16362	NF1	SSTR2	4763	6752	4763	6752	11208729	ORegAnno_LC	unknown	human	human
etri_16363	NF1	TP53	4763	7157	4763	7157	10634504	TRRUST	activation	human	human
etri_16363	NF1	TP53	4763	7157	4763	7157	8816507	TRRUST	activation	human	human
etri_16364	NFATC1	TNFSF13B	4772	10673	4772	10673	16497967	CytReg	activation	human	human
etri_05578	NFATC1	CSF2	4772	1437	4772	1437	11509589	CytReg	activation	human	human
etri_05578	NFATC1	CSF2	4772	1437	4772	1437	16498406	CytReg	unknown	human	human
etri_05578	NFATC1	CSF2	4772	1437	4772	1437	16498406	InnateDB	unknown	human	human
etri_16365	NFATC1	CTSK	4772	1513	4772	1513	15304486	InnateDB	unknown	human	human
etri_05579	NFATC1	CX3CR1	4772	1524	4772	1524	15347678	InnateDB	unknown	human	human
etri_16366	NFATC1	CYP2E1	4772	1571	4772	1571	20723539	TRRUST	activation	human	human
etri_16367	NFATC1	EGR3	4772	1960	4772	1960	9819402	TRRUST	unknown	human	human
etri_16368	NFATC1	APOBEC3F	4772	200316	4772	200316	21078663	InnateDB	unknown	human	human
etri_16369	NFATC1	CD40LG	4772	959	4772	21947	11254715	InnateDB	unknown	human	mouse
etri_16370	NFATC1	ICAM1	4772	3383	4772	3383	19351910	HTRIdb_LC	unknown	human	human
etri_16370	NFATC1	ICAM1	4772	3383	4772	3383	19351910	TRRUST	activation	human	human
etri_05581	NFATC1	IFNG	4772	3458	4772	3458	12836278	TRRUST	unknown	human	human
etri_05581	NFATC1	IFNG	4772	3458	4772	3458	12842891	CytReg	activation	human	human
etri_05581	NFATC1	IFNG	4772	3458	4772	3458	9374532	CytReg	unknown	human	human
etri_16371	NFATC1	IL1RN	4772	3557	4772	3557	16553947	CytReg	unknown	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	10656874	CytReg	activation	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	12560487	CytReg	activation	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	12560487	TRRUST	unknown	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	15005855	CytReg	unknown	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	16498406	CytReg	unknown	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	16498406	InnateDB	unknown	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	17179947	CytReg	unknown	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	17513763	CytReg	unknown	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	18769450	CytReg	unknown	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	19181930	CytReg	activation	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	20557936	InnateDB	unknown	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	21832163	CytReg	unknown	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	7730629	CytReg	activation	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	7739550	CytReg	unknown	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	8543769	CytReg	activation	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	8631809	CytReg	activation	human	human
etri_05586	NFATC1	IL2	4772	3558	4772	3558	8660843	CytReg	unknown	human	human
etri_16372	NFATC1	IL3	4772	3562	4772	3562	16498406	CytReg	unknown	human	human
etri_16372	NFATC1	IL3	4772	3562	4772	3562	16498406	InnateDB	unknown	human	human
etri_05588	NFATC1	IL4	4772	3565	4772	3565	10623828	CytReg	activation	human	human
etri_05588	NFATC1	IL4	4772	3565	4772	3565	11781715	CytReg	unknown	human	human
etri_05588	NFATC1	IL4	4772	3565	4772	3565	12374808	CytReg	activation	human	human
etri_05588	NFATC1	IL4	4772	3565	4772	3565	12594266	CytReg	unknown	human	human
