TF_Symbol	TF_Entrez_ID	Species	Lambert	SFARI_Score	SFARI_Syndomic	GO_Neurodev	Neurodev_TF	N_Candidate_Paper	N_Paper_Total
DMP1	1758	human	FALSE	0	0	FALSE	FALSE	8	1001
E2F7	144455	human	TRUE	0	0	FALSE	FALSE	8	130
ELF5	2001	human	TRUE	0	0	FALSE	FALSE	8	185
ELL	8178	human	FALSE	0	0	FALSE	FALSE	8	1804
HLF	3131	human	TRUE	0	0	FALSE	FALSE	8	937
HOXB13	10481	human	TRUE	0	0	FALSE	FALSE	8	304
ING4	51147	human	FALSE	0	0	FALSE	FALSE	8	206
IRAK1	3654	human	FALSE	0	0	FALSE	FALSE	8	882
KDM4A	9682	human	FALSE	0	0	FALSE	FALSE	8	225
KMT2D	8085	human	FALSE	0	0	FALSE	FALSE	8	515
MXI1	4601	human	TRUE	0	0	FALSE	FALSE	8	196
NR2F6	2063	human	TRUE	0	0	FALSE	FALSE	8	57
NRIP1	8204	human	FALSE	0	0	FALSE	FALSE	8	217
PA2G4	5036	human	TRUE	0	0	FALSE	FALSE	8	140
PEG3	5178	human	TRUE	0	0	FALSE	FALSE	8	469
PIAS2	9063	human	FALSE	0	0	FALSE	FALSE	8	92
RUNX1T1	862	human	FALSE	0	0	FALSE	FALSE	8	454
SFPQ	6421	human	FALSE	0	0	FALSE	FALSE	8	165
SIX2	10736	human	TRUE	0	0	FALSE	FALSE	8	286
SMARCB1	6598	human	FALSE	0	0	FALSE	FALSE	8	1129
TET1	80312	human	TRUE	0	0	FALSE	FALSE	8	928
TFEB	7942	human	TRUE	0	0	FALSE	FALSE	8	999
XPC	7508	human	FALSE	0	0	FALSE	FALSE	8	1214
ATP6V1E2	90423	human	FALSE	0	0	FALSE	FALSE	7	8
DMTF1	9988	human	TRUE	0	0	FALSE	FALSE	7	52
DUX4	100288687	human	FALSE	0	0	FALSE	FALSE	7	370
EHF	26298	human	TRUE	0	0	FALSE	FALSE	7	691
FUBP1	8880	human	FALSE	0	0	FALSE	FALSE	7	175
GABPB1	2553	human	FALSE	0	0	FALSE	FALSE	7	52
HMGB2	3148	human	FALSE	0	0	FALSE	FALSE	7	244
KDM2A	22992	human	TRUE	0	0	FALSE	FALSE	7	149
KHDRBS1	10657	human	FALSE	0	0	FALSE	FALSE	7	250
KIAA0100	9703	human	FALSE	0	0	FALSE	FALSE	7	8
LMNA	4000	human	FALSE	0	0	FALSE	FALSE	7	1670
LYL1	4066	human	TRUE	0	0	FALSE	FALSE	7	98
MLLT3	4300	human	FALSE	0	0	FALSE	FALSE	7	181
MYF6	4618	human	TRUE	0	0	FALSE	FALSE	7	135
NCOA4	8031	human	FALSE	0	0	FALSE	FALSE	7	226
NEUROG1	4762	human	TRUE	0	0	FALSE	FALSE	7	371
NR2E3	10002	human	TRUE	0	0	FALSE	FALSE	7	236
PAX4	5078	human	TRUE	0	0	FALSE	FALSE	7	368
PLAGL2	5326	human	TRUE	0	0	FALSE	FALSE	7	71
POU4F2	5458	human	TRUE	0	0	FALSE	FALSE	7	135
SETD1A	9739	human	FALSE	0	0	FALSE	FALSE	7	127
SHOX2	6474	human	TRUE	0	0	FALSE	FALSE	7	192
SKP1	6500	human	FALSE	0	0	FALSE	FALSE	7	1315
SMARCA5	8467	human	FALSE	0	0	FALSE	FALSE	7	172
SMARCC1	6599	human	FALSE	0	0	FALSE	FALSE	7	112
TEAD2	8463	human	TRUE	0	0	FALSE	FALSE	7	85
TET3	200424	human	TRUE	0	0	FALSE	FALSE	7	413
TGFB1I1	7041	human	FALSE	0	0	FALSE	FALSE	7	183
VSX2	338917	human	TRUE	0	0	FALSE	FALSE	7	168
ZFPM1	161882	human	TRUE	0	0	FALSE	FALSE	7	146
ZHX2	22882	human	TRUE	0	0	FALSE	FALSE	7	81
CBX5	23468	human	FALSE	0	0	FALSE	FALSE	6	47
CBX8	57332	human	FALSE	0	0	FALSE	FALSE	6	73
CDC73	79577	human	FALSE	0	0	FALSE	FALSE	6	370
DDB2	1643	human	FALSE	0	0	FALSE	FALSE	6	387
DEK	7913	human	FALSE	0	0	FALSE	FALSE	6	435
DNMT3L	29947	human	FALSE	0	0	FALSE	FALSE	6	309
EGR4	1961	human	TRUE	0	0	FALSE	FALSE	6	84
ELF2	1998	human	TRUE	0	0	FALSE	FALSE	6	116
FOXQ1	94234	human	TRUE	0	0	FALSE	FALSE	6	142
HDGF	3068	human	FALSE	0	0	FALSE	FALSE	6	241
HES6	55502	human	TRUE	0	0	FALSE	FALSE	6	116
HEXIM1	10614	human	FALSE	0	0	FALSE	FALSE	6	197
HOXA11	3207	human	TRUE	0	0	FALSE	FALSE	6	333
HOXA13	3209	human	TRUE	0	0	FALSE	FALSE	6	288
HOXC13	3229	human	TRUE	0	0	FALSE	FALSE	6	133
KDM5A	5927	human	FALSE	0	0	FALSE	FALSE	6	181
MAML1	9794	human	FALSE	0	0	FALSE	FALSE	6	190
MCM3	4172	human	FALSE	0	0	FALSE	FALSE	6	318
MYBBP1A	10514	human	FALSE	0	0	FALSE	FALSE	6	92
NAB1	4664	human	FALSE	0	0	FALSE	FALSE	6	87
PELP1	27043	human	FALSE	0	0	FALSE	FALSE	6	130
PIAS4	51588	human	FALSE	0	0	FALSE	FALSE	6	146
PLAGL1	5325	human	TRUE	0	0	FALSE	FALSE	6	257
PRRX1	5396	human	TRUE	0	0	FALSE	FALSE	6	309
RB1CC1	9821	human	FALSE	0	0	FALSE	FALSE	6	207
RFX2	5990	human	TRUE	0	0	FALSE	FALSE	6	56
RPS3	6188	human	FALSE	0	0	FALSE	FALSE	6	333
RREB1	6239	human	TRUE	0	0	FALSE	FALSE	6	135
SIM2	6493	human	TRUE	0	0	FALSE	FALSE	6	126
SIRT3	23410	human	FALSE	0	0	FALSE	FALSE	6	1585
SMURF2	64750	human	FALSE	0	0	FALSE	FALSE	6	314
SOX18	54345	human	TRUE	0	0	FALSE	FALSE	6	203
SPIC	121599	human	TRUE	0	0	FALSE	FALSE	6	148
TAF4	6874	human	FALSE	0	0	FALSE	FALSE	6	100
TCF21	6943	human	TRUE	0	0	FALSE	FALSE	6	216
ZFPM2	23414	human	TRUE	0	0	FALSE	FALSE	6	183
ZFX	7543	human	TRUE	0	0	FALSE	FALSE	6	322
ZNF202	7753	human	TRUE	0	0	FALSE	FALSE	6	29
ANKRD1	27063	human	FALSE	0	0	FALSE	FALSE	5	178
ARID3A	1820	human	TRUE	0	0	FALSE	FALSE	5	110
ARNTL2	56938	human	TRUE	0	0	FALSE	FALSE	5	87
BRD7	29117	human	FALSE	0	0	FALSE	FALSE	5	116
CBX7	23492	human	FALSE	0	0	FALSE	FALSE	5	140
CDX4	1046	human	TRUE	0	0	FALSE	FALSE	5	111
CSF2	1437	human	FALSE	0	0	FALSE	FALSE	5	374
DLX4	1748	human	TRUE	0	0	FALSE	FALSE	5	117
E4F1	1877	human	TRUE	0	0	FALSE	FALSE	5	39
FOXE1	2304	human	TRUE	0	0	FALSE	FALSE	5	249
FOXF1	2294	human	TRUE	0	0	FALSE	FALSE	5	280
FOXI1	2299	human	TRUE	0	0	FALSE	FALSE	5	126
FOXL1	2300	human	TRUE	0	0	FALSE	FALSE	5	107
FOXN1	8456	human	TRUE	0	0	FALSE	FALSE	5	407
GNRH1	2796	human	FALSE	0	0	FALSE	FALSE	5	343
HAND1	9421	human	TRUE	0	0	FALSE	FALSE	5	279
HLTF	6596	human	FALSE	0	0	FALSE	FALSE	5	154
HNRNPA1	3178	human	FALSE	0	0	FALSE	FALSE	5	376
HOXA7	3204	human	TRUE	0	0	FALSE	FALSE	5	181
HSPB1	3315	human	FALSE	0	0	FALSE	FALSE	5	1753
IKZF3	22806	human	TRUE	0	0	FALSE	FALSE	5	224
ILK	3611	human	FALSE	0	0	FALSE	FALSE	5	1478
KLF12	11278	human	TRUE	0	0	FALSE	FALSE	5	81
KLF8	11279	human	TRUE	0	0	FALSE	FALSE	5	109
KMT2B	9757	human	TRUE	0	0	FALSE	FALSE	5	113
MAP3K1	4214	human	FALSE	0	0	FALSE	FALSE	5	880
MEF2B	100271849	human	TRUE	0	0	FALSE	FALSE	5	108
MEOX1	4222	human	TRUE	0	0	FALSE	FALSE	5	71
MXD1	4084	human	TRUE	0	0	FALSE	FALSE	5	188
NEAT1	283131	human	FALSE	0	0	FALSE	FALSE	5	631
NR2C1	7181	human	TRUE	0	0	FALSE	FALSE	5	66
OGG1	4968	human	FALSE	0	0	FALSE	FALSE	5	1453
PAX9	5083	human	TRUE	0	0	FALSE	FALSE	5	409
PCGF2	7703	human	TRUE	0	0	FALSE	FALSE	5	74
PPARGC1B	133522	human	FALSE	0	0	FALSE	FALSE	5	208
RAF1	5894	human	FALSE	0	0	FALSE	FALSE	5	1034
RCOR2	283248	human	FALSE	0	0	FALSE	FALSE	5	57
SAFB	6294	human	TRUE	0	0	FALSE	FALSE	5	94
SIN3B	23309	human	FALSE	0	0	FALSE	FALSE	5	92
SMARCE1	6605	human	FALSE	0	0	FALSE	FALSE	5	109
SOX7	83595	human	TRUE	0	0	FALSE	FALSE	5	191
TBX4	9496	human	TRUE	0	0	FALSE	FALSE	5	180
TLE3	7090	human	FALSE	0	0	FALSE	FALSE	5	85
TSC22D3	1831	human	FALSE	0	0	FALSE	FALSE	5	196
TSG101	7251	human	FALSE	0	0	FALSE	FALSE	5	717
UTF1	8433	human	FALSE	0	0	FALSE	FALSE	5	112
VEZF1	7716	human	TRUE	0	0	FALSE	FALSE	5	53
ZNF24	7572	human	TRUE	0	0	FALSE	FALSE	5	30
ZNF423	23090	human	TRUE	0	0	FALSE	FALSE	5	55
AES	166	human	FALSE	0	0	FALSE	FALSE	4	NA
AFF3	3899	human	FALSE	0	0	FALSE	FALSE	4	93
BAG1	573	human	FALSE	0	0	FALSE	FALSE	4	344
BARX2	8538	human	TRUE	0	0	FALSE	FALSE	4	41
BHLHE41	79365	human	TRUE	0	0	FALSE	FALSE	4	109
CCNT1	904	human	FALSE	0	0	FALSE	FALSE	4	229
CENPB	1059	human	TRUE	0	0	FALSE	FALSE	4	195
COPS5	10987	human	FALSE	0	0	FALSE	FALSE	4	315
CREB3	10488	human	TRUE	0	0	FALSE	FALSE	4	150
CREB3L3	84699	human	TRUE	0	0	FALSE	FALSE	4	83
CTNNBIP1	56998	human	FALSE	0	0	FALSE	FALSE	4	82
DMAP1	55929	human	FALSE	0	0	FALSE	FALSE	4	146
DMRT1	1761	human	TRUE	0	0	FALSE	FALSE	4	745
DSPP	1834	human	FALSE	0	0	FALSE	FALSE	4	730
E2F8	79733	human	TRUE	0	0	FALSE	FALSE	4	101
EAF1	85403	human	FALSE	0	0	FALSE	FALSE	4	49
EAPP	55837	human	FALSE	0	0	FALSE	FALSE	4	65
EIF2AK2	5610	human	FALSE	0	0	FALSE	FALSE	4	157
FLT1	2321	human	FALSE	0	0	FALSE	FALSE	4	2004
FOXD1	2297	human	TRUE	0	0	FALSE	FALSE	4	199
FOXK2	3607	human	TRUE	0	0	FALSE	FALSE	4	44
GCGR	2642	human	FALSE	0	0	FALSE	FALSE	4	243
GCM2	9247	human	TRUE	0	0	FALSE	FALSE	4	150
GTF3A	2971	human	TRUE	0	0	FALSE	FALSE	4	12
HBE1	3046	human	FALSE	0	0	FALSE	FALSE	4	69
HEYL	26508	human	TRUE	0	0	FALSE	FALSE	4	517
HIF3A	64344	human	TRUE	0	0	FALSE	FALSE	4	179
HIST3H3	8290	human	FALSE	0	0	FALSE	FALSE	4	3
HOXC11	3227	human	TRUE	0	0	FALSE	FALSE	4	59
HSPA8	3312	human	FALSE	0	0	FALSE	FALSE	4	880
HTATIP2	10553	human	FALSE	0	0	FALSE	FALSE	4	101
IRF6	3664	human	TRUE	0	0	FALSE	FALSE	4	403
KDM8	79831	human	FALSE	0	0	FALSE	FALSE	4	43
L3MBTL1	26013	human	TRUE	0	0	FALSE	FALSE	4	58
MTA2	9219	human	FALSE	0	0	FALSE	FALSE	4	141
MTF2	22823	human	TRUE	0	0	FALSE	FALSE	4	64
NKX3-2	579	human	TRUE	0	0	FALSE	FALSE	4	103
NME2	4831	human	FALSE	0	0	FALSE	FALSE	4	785
NR1D2	9975	human	TRUE	0	0	FALSE	FALSE	4	115
PAG1	55824	human	FALSE	0	0	FALSE	FALSE	4	221
PAWR	5074	human	FALSE	0	0	FALSE	FALSE	4	46
PBRM1	55193	human	FALSE	0	0	FALSE	FALSE	4	328
PCBP2	5094	human	FALSE	0	0	FALSE	FALSE	4	182
PCGF6	84108	human	TRUE	0	0	FALSE	FALSE	4	61
PIR	8544	human	FALSE	0	0	FALSE	FALSE	4	2291
POU2F3	25833	human	TRUE	0	0	FALSE	FALSE	4	56
POU4F3	5459	human	TRUE	0	0	FALSE	FALSE	4	147
PRDM2	7799	human	TRUE	0	0	FALSE	FALSE	4	163
PREB	10113	human	TRUE	0	0	FALSE	FALSE	4	258
PRLR	5618	human	FALSE	0	0	FALSE	FALSE	4	849
PSMC5	5705	human	FALSE	0	0	FALSE	FALSE	4	138
RFXANK	8625	human	FALSE	0	0	FALSE	FALSE	4	72
RPTOR	57521	human	FALSE	0	0	FALSE	FALSE	4	430
RTF1	23168	human	FALSE	0	0	FALSE	FALSE	4	86
RUVBL2	10856	human	FALSE	0	0	FALSE	FALSE	4	187
SIX6	4990	human	TRUE	0	0	FALSE	FALSE	4	162
SLA2	84174	human	FALSE	0	0	FALSE	FALSE	4	126
SMYD1	150572	human	FALSE	0	0	FALSE	FALSE	4	77
SP8	221833	human	TRUE	0	0	FALSE	FALSE	4	198
SUB1	10923	human	FALSE	0	0	FALSE	FALSE	4	215
TGIF1	7050	human	TRUE	0	0	FALSE	FALSE	4	202
TRIB3	57761	human	FALSE	0	0	FALSE	FALSE	4	370
TRIM22	10346	human	FALSE	0	0	FALSE	FALSE	4	117
TRIM24	8805	human	FALSE	0	0	FALSE	FALSE	4	120
TTF2	8458	human	FALSE	0	0	FALSE	FALSE	4	68
UBTF	7343	human	FALSE	0	0	FALSE	FALSE	4	32
ZNF217	7764	human	TRUE	0	0	FALSE	FALSE	4	170
ZNF224	7767	human	TRUE	0	0	FALSE	FALSE	4	29
ZNF350	59348	human	TRUE	0	0	FALSE	FALSE	4	97
ZNF384	171017	human	TRUE	0	0	FALSE	FALSE	4	61
AEBP2	121536	human	TRUE	0	0	FALSE	FALSE	3	38
AHRR	57491	human	TRUE	0	0	FALSE	FALSE	3	352
AIP	9049	human	FALSE	0	0	FALSE	FALSE	3	3730
ARID3B	10620	human	TRUE	0	0	FALSE	FALSE	3	41
ARID5B	84159	human	TRUE	0	0	FALSE	FALSE	3	131
ASCL2	430	human	TRUE	0	0	FALSE	FALSE	3	199
ASXL1	171023	human	FALSE	0	0	FALSE	FALSE	3	849
ATF7	11016	human	TRUE	0	0	FALSE	FALSE	3	44
BARD1	580	human	FALSE	0	0	FALSE	FALSE	3	508
BAZ2A	11176	human	TRUE	0	0	FALSE	FALSE	3	52
BDP1	55814	human	FALSE	0	0	FALSE	FALSE	3	74
BIN1	274	human	FALSE	0	0	FALSE	FALSE	3	454
BMP6	654	human	FALSE	0	0	FALSE	FALSE	3	823
BNC1	646	human	TRUE	0	0	FALSE	FALSE	3	96
BRIP1	83990	human	FALSE	0	0	FALSE	FALSE	3	351
CNBP	7555	human	FALSE	0	0	FALSE	FALSE	3	382
CNOT7	29883	human	FALSE	0	0	FALSE	FALSE	3	81
COP1	64326	human	FALSE	0	0	FALSE	FALSE	3	627
CREB3L1	90993	human	TRUE	0	0	FALSE	FALSE	3	132
CREB3L4	148327	human	TRUE	0	0	FALSE	FALSE	3	36
CSF1	1435	human	FALSE	0	0	FALSE	FALSE	3	623
DAB2	1601	human	FALSE	0	0	FALSE	FALSE	3	425
DDB1	1642	human	FALSE	0	0	FALSE	FALSE	3	635
DRAP1	10589	human	TRUE	0	0	FALSE	FALSE	3	36
EDN1	1906	human	FALSE	0	0	FALSE	FALSE	3	435
ERCC3	2071	human	FALSE	0	0	FALSE	FALSE	3	163
ETV3	2117	human	TRUE	0	0	FALSE	FALSE	3	24
EYA1	2138	human	FALSE	0	0	FALSE	FALSE	3	339
FEV	54738	human	TRUE	0	0	FALSE	FALSE	3	7658
FGF23	8074	human	FALSE	0	0	FALSE	FALSE	3	2457
FOXF2	2295	human	TRUE	0	0	FALSE	FALSE	3	120
GABPB2	126626	human	FALSE	0	0	FALSE	FALSE	3	25
GADD45B	4616	human	FALSE	0	0	FALSE	FALSE	3	394
GTF2H1	2965	human	FALSE	0	0	FALSE	FALSE	3	142
GTF2IRD1	9569	human	TRUE	0	0	FALSE	FALSE	3	89
H3F3B	3021	human	FALSE	0	0	FALSE	FALSE	3	64
HIVEP2	3097	human	TRUE	0	0	FALSE	FALSE	3	78
HOXA3	3200	human	TRUE	0	0	FALSE	FALSE	3	165
HOXB5	3215	human	TRUE	0	0	FALSE	FALSE	3	141
HOXC9	3225	human	TRUE	0	0	FALSE	FALSE	3	88
HOXD1	3231	human	FALSE	0	0	FALSE	FALSE	3	70
IKZF2	22807	human	TRUE	0	0	FALSE	FALSE	3	145
ING2	3622	human	FALSE	0	0	FALSE	FALSE	3	122
IRX1	79192	human	TRUE	0	0	FALSE	FALSE	3	99
KAT8	84148	human	FALSE	0	0	FALSE	FALSE	3	152
KHSRP	8570	human	FALSE	0	0	FALSE	FALSE	3	141
KIN	22944	human	TRUE	0	0	FALSE	FALSE	3	8751
LAPTM5	7805	human	FALSE	0	0	FALSE	FALSE	3	52
LIN28A	79727	human	TRUE	0	0	FALSE	FALSE	3	294
LIN28B	389421	human	TRUE	0	0	FALSE	FALSE	3	460
LRRFIP1	9208	human	FALSE	0	0	FALSE	FALSE	3	54
MAPK14	1432	human	FALSE	0	0	FALSE	FALSE	3	386
MCM5	4174	human	FALSE	0	0	FALSE	FALSE	3	304
MED15	51586	human	FALSE	0	0	FALSE	FALSE	3	120
MEOX2	4223	human	TRUE	0	0	FALSE	FALSE	3	141
MESP1	55897	human	TRUE	0	0	FALSE	FALSE	3	168
MGA	23269	human	TRUE	0	0	FALSE	FALSE	3	937
MIXL1	83881	human	TRUE	0	0	FALSE	FALSE	3	82
MTA3	57504	human	FALSE	0	0	FALSE	FALSE	3	105
MYBL1	4603	human	TRUE	0	0	FALSE	FALSE	3	125
NELFB	25920	human	FALSE	0	0	FALSE	FALSE	3	2
NPAS4	266743	human	TRUE	0	0	FALSE	FALSE	3	175
NSD3	54904	human	FALSE	0	0	FALSE	FALSE	3	75
NSMF	26012	human	FALSE	0	0	FALSE	FALSE	3	61
ONECUT2	9480	human	TRUE	0	0	FALSE	FALSE	3	68
PATZ1	23598	human	TRUE	0	0	FALSE	FALSE	3	73
PAX1	5075	human	TRUE	0	0	FALSE	FALSE	3	314
PHB2	11331	human	FALSE	0	0	FALSE	FALSE	3	183
PHF11	51131	human	FALSE	0	0	FALSE	FALSE	3	47
PRDM14	63978	human	TRUE	0	0	FALSE	FALSE	3	150
PRRX2	51450	human	TRUE	0	0	FALSE	FALSE	3	90
PTMA	5757	human	FALSE	0	0	FALSE	FALSE	3	168
RBBP7	5931	human	FALSE	0	0	FALSE	FALSE	3	89
RBM4	5936	human	FALSE	0	0	FALSE	FALSE	3	63
RBMX	27316	human	FALSE	0	0	FALSE	FALSE	3	58
RBPJL	11317	human	TRUE	0	0	FALSE	FALSE	3	13
RFXAP	5994	human	FALSE	0	0	FALSE	FALSE	3	63
RORB	6096	human	TRUE	0	0	FALSE	FALSE	3	101
RUVBL1	8607	human	FALSE	0	0	FALSE	FALSE	3	187
SAFB2	9667	human	TRUE	0	0	FALSE	FALSE	3	25
SCX	642658	human	TRUE	0	0	FALSE	FALSE	3	1092
SERTAD1	29950	human	FALSE	0	0	FALSE	FALSE	3	57
SMYD3	64754	human	TRUE	0	0	FALSE	FALSE	3	195
SNW1	22938	human	FALSE	0	0	FALSE	FALSE	3	59
SOHLH2	54937	human	TRUE	0	0	FALSE	FALSE	3	57
SOX15	6665	human	TRUE	0	0	FALSE	FALSE	3	61
SOX21	11166	human	TRUE	0	0	FALSE	FALSE	3	79
SS18	6760	human	FALSE	0	0	FALSE	FALSE	3	283
SSX1	6756	human	FALSE	0	0	FALSE	FALSE	3	268
SSX2	6757	human	FALSE	0	0	FALSE	FALSE	3	259
SUPT16H	11198	human	FALSE	0	0	FALSE	FALSE	3	52
TAF12	6883	human	FALSE	0	0	FALSE	FALSE	3	49
TAF9	6880	human	FALSE	0	0	FALSE	FALSE	3	95
TBXT	6862	human	TRUE	0	0	FALSE	FALSE	3	77
TDG	6996	human	FALSE	0	0	FALSE	FALSE	3	542
TOB1	10140	human	FALSE	0	0	FALSE	FALSE	3	179
TRERF1	55809	human	TRUE	0	0	FALSE	FALSE	3	19
UBE2D1	7321	human	FALSE	0	0	FALSE	FALSE	3	101
UPF1	5976	human	FALSE	0	0	FALSE	FALSE	3	573
ZBTB10	65986	human	TRUE	0	0	FALSE	FALSE	3	46
ZBTB7B	51043	human	TRUE	0	0	FALSE	FALSE	3	60
ZFP36L1	677	human	FALSE	0	0	FALSE	FALSE	3	111
ZFP42	132625	human	TRUE	0	0	FALSE	FALSE	3	98
ZFP64	55734	human	TRUE	0	0	FALSE	FALSE	3	20
ZNF274	10782	human	TRUE	0	0	FALSE	FALSE	3	12
ZNF385A	25946	human	TRUE	0	0	FALSE	FALSE	3	7
ZNF76	7629	human	TRUE	0	0	FALSE	FALSE	3	13
AFF4	27125	human	FALSE	0	0	FALSE	FALSE	2	77
ALX4	60529	human	TRUE	0	0	FALSE	FALSE	2	157
ARL6IP5	10550	human	FALSE	0	0	FALSE	FALSE	2	90
ATOH7	220202	human	TRUE	0	0	FALSE	FALSE	2	185
BATF2	116071	human	TRUE	0	0	FALSE	FALSE	2	45
BATF3	55509	human	TRUE	0	0	FALSE	FALSE	2	232
BCL6B	255877	human	TRUE	0	0	FALSE	FALSE	2	67
BHLHA15	168620	human	TRUE	0	0	FALSE	FALSE	2	66
BIRC2	329	human	FALSE	0	0	FALSE	FALSE	2	278
BRPF1	7862	human	FALSE	0	0	FALSE	FALSE	2	65
BUB3	9184	human	FALSE	0	0	FALSE	FALSE	2	295
CARF	79800	human	TRUE	0	0	FALSE	FALSE	2	173
CCAR1	55749	human	FALSE	0	0	FALSE	FALSE	2	62
CDC5L	988	human	TRUE	0	0	FALSE	FALSE	2	73
CDCA7L	55536	human	FALSE	0	0	FALSE	FALSE	2	30
CNOT8	9337	human	FALSE	0	0	FALSE	FALSE	2	128
CPEB1	64506	human	TRUE	0	0	FALSE	FALSE	2	218
CRABP2	1382	human	FALSE	0	0	FALSE	FALSE	2	155
CTR9	9646	human	FALSE	0	0	FALSE	FALSE	2	69
CUZD1	50624	human	FALSE	0	0	FALSE	FALSE	2	39
CXXC1	30827	human	TRUE	0	0	FALSE	FALSE	2	60
DDX58	23586	human	FALSE	0	0	FALSE	FALSE	2	1153
DMRT2	10655	human	TRUE	0	0	FALSE	FALSE	2	83
DPF3	8110	human	TRUE	0	0	FALSE	FALSE	2	30
ECD	11319	human	FALSE	0	0	FALSE	FALSE	2	9991
EDF1	8721	human	FALSE	0	0	FALSE	FALSE	2	46
ESX1	80712	human	TRUE	0	0	FALSE	FALSE	2	73
ETV7	51513	human	TRUE	0	0	FALSE	FALSE	2	44
FOXJ3	22887	human	TRUE	0	0	FALSE	FALSE	2	22
FOXK1	221937	human	TRUE	0	0	FALSE	FALSE	2	104
FXR1	8087	human	FALSE	0	0	FALSE	FALSE	2	190
G3BP1	10146	human	FALSE	0	0	FALSE	FALSE	2	292
GATA5	140628	human	TRUE	0	0	FALSE	FALSE	2	241
GCFC2	6936	human	FALSE	0	0	FALSE	FALSE	2	23
GLIS3	169792	human	TRUE	0	0	FALSE	FALSE	2	148
GTF2A1	2957	human	FALSE	0	0	FALSE	FALSE	2	8
GTF2F1	2962	human	FALSE	0	0	FALSE	FALSE	2	7
H19	283120	human	FALSE	0	0	FALSE	FALSE	2	NA
H2AFY	9555	human	FALSE	0	0	FALSE	FALSE	2	29
H3F3A	3020	human	FALSE	0	0	FALSE	FALSE	2	283
HAVCR2	84868	human	FALSE	0	0	FALSE	FALSE	2	796
HES4	57801	human	TRUE	0	0	FALSE	FALSE	2	53
HES7	84667	human	TRUE	0	0	FALSE	FALSE	2	112
HINFP	25988	human	TRUE	0	0	FALSE	FALSE	2	31
HIST4H4	121504	human	FALSE	0	0	FALSE	FALSE	2	7
HLX	3142	human	TRUE	0	0	FALSE	FALSE	2	121
HMG20B	10362	human	TRUE	0	0	FALSE	FALSE	2	25
HNRNPR	10236	human	FALSE	0	0	FALSE	FALSE	2	27
HOPX	84525	human	FALSE	0	0	FALSE	FALSE	2	133
HOXB9	3219	human	TRUE	0	0	FALSE	FALSE	2	136
HOXC4	3221	human	TRUE	0	0	FALSE	FALSE	2	77
HOXC6	3223	human	TRUE	0	0	FALSE	FALSE	2	171
HOXD11	3237	human	TRUE	0	0	FALSE	FALSE	2	126
HOXD8	3234	human	TRUE	0	0	FALSE	FALSE	2	61
IFIH1	64135	human	FALSE	0	0	FALSE	FALSE	2	983
IRX3	79191	human	TRUE	0	0	FALSE	FALSE	2	198
IRX4	50805	human	TRUE	0	0	FALSE	FALSE	2	65
ISX	91464	human	TRUE	0	0	FALSE	FALSE	2	78
JMJD6	23210	human	FALSE	0	0	FALSE	FALSE	2	140
KCNH2	3757	human	FALSE	0	0	FALSE	FALSE	2	1807
KDM4D	55693	human	FALSE	0	0	FALSE	FALSE	2	60
KPNA2	3838	human	FALSE	0	0	FALSE	FALSE	2	207
LCOR	84458	human	TRUE	0	0	FALSE	FALSE	2	49
LHX9	56956	human	TRUE	0	0	FALSE	FALSE	2	109
LITAF	9516	human	FALSE	0	0	FALSE	FALSE	2	251
MAFF	23764	human	TRUE	0	0	FALSE	FALSE	2	429
MAPK8	5599	human	FALSE	0	0	FALSE	FALSE	2	257
MED14	9282	human	FALSE	0	0	FALSE	FALSE	2	59
MKX	283078	human	TRUE	0	0	FALSE	FALSE	2	52
MLLT10	8028	human	FALSE	0	0	FALSE	FALSE	2	130
MXD3	83463	human	TRUE	0	0	FALSE	FALSE	2	29
MXD4	10608	human	FALSE	0	0	FALSE	FALSE	2	21
MYSM1	114803	human	TRUE	0	0	FALSE	FALSE	2	46
MYT1	4661	human	TRUE	0	0	FALSE	FALSE	2	290
NEUROD4	58158	human	TRUE	0	0	FALSE	FALSE	2	61
NKRF	55922	human	TRUE	0	0	FALSE	FALSE	2	71
NKX2-3	159296	human	TRUE	0	0	FALSE	FALSE	2	96
NKX2-8	26257	human	TRUE	0	0	FALSE	FALSE	2	26
NR6A1	2649	human	TRUE	0	0	FALSE	FALSE	2	130
OSR2	116039	human	TRUE	0	0	FALSE	FALSE	2	80
OVOL1	5017	human	TRUE	0	0	FALSE	FALSE	2	67
PBX4	80714	human	TRUE	0	0	FALSE	FALSE	2	56
PHF10	55274	human	FALSE	0	0	FALSE	FALSE	2	31
PLCG1	5335	human	FALSE	0	0	FALSE	FALSE	2	221
PNN	5411	human	FALSE	0	0	FALSE	FALSE	2	834
PRDM10	56980	human	TRUE	0	0	FALSE	FALSE	2	26
PUF60	22827	human	FALSE	0	0	FALSE	FALSE	2	48
QSOX1	5768	human	FALSE	0	0	FALSE	FALSE	2	83
RBCK1	10616	human	TRUE	0	0	FALSE	FALSE	2	86
REPIN1	29803	human	TRUE	0	0	FALSE	FALSE	2	48
RPS6KA5	9252	human	FALSE	0	0	FALSE	FALSE	2	19
RXRG	6258	human	TRUE	0	0	FALSE	FALSE	2	88
SALL2	6297	human	TRUE	0	0	FALSE	FALSE	2	61
SIM1	6492	human	TRUE	0	0	FALSE	FALSE	2	253
SIRT5	23408	human	FALSE	0	0	FALSE	FALSE	2	300
