DTRI_ID	Experiment_ID	TF_Symbol_Human	Target_Symbol_Human	TF_Entrez_ID_Human	Target_Entrez_ID_Human	TF_Entrez_ID	Target_Entrez_ID	PubMed_ID	TF_Species	Target_Species	Experiment_Type	Context_Type	Cell_Type	Age	TFBS	Mode
tri_0953	exp_0814	LEF1	PTGS2	51176	5743	16842	19225	17945188	mouse	mouse	binding	primary_cell	CL_0000138	P4	distal	not_applicable
tri_0953	exp_3138	LEF1	PTGS2	51176	5743	16842	19225	19783677	mouse	mouse	binding	primary_cell	CL_0000138	P4	unknown	not_applicable
tri_0953	exp_0816	LEF1	PTGS2	51176	5743	16842	19225	17945188	mouse	mouse	perturbation	primary_cell	CL_0000138	P4	not_applicable	activation
tri_0953	exp_3139	LEF1	PTGS2	51176	5743	16842	19225	19783677	mouse	mouse	perturbation	primary_cell	CL_0000138	P4	not_applicable	activation
tri_0953	exp_0815	LEF1	PTGS2	51176	5743	16842	19225	17945188	mouse	mouse	reporter	primary_cell	CL_0000138	P4	distal	activation
tri_0723	exp_3639	MYC	Mir122	4609	387231	17869	387231	24038073	mouse	mouse	binding	primary_tissue	UBERON_0002107	unknown	unknown	not_applicable
tri_0723	exp_3640	MYC	Mir122	4609	387231	17869	387231	24038073	mouse	mouse	perturbation	primary_tissue	UBERON_0002107	unknown	not_applicable	repression
tri_0730	exp_2558	MYC	BCAT1	4609	586	17869	12035	1340466	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_0730	exp_2560	MYC	BCAT1	4609	586	17869	12035	1340466	mouse	mouse	perturbation	cell_line	CLO_0002949	not_applicable	not_applicable	activation
tri_0730	exp_2559	MYC	BCAT1	4609	586	17869	12035	1340466	mouse	mouse	reporter	cell_line	CLO_0000924	not_applicable	unknown	activation
tri_0738	exp_2425	MYC	CAV1	4609	857	17869	12389	11258956	mouse	mouse	perturbation	cell_line	CLO_0008172	not_applicable	not_applicable	repression
tri_0738	exp_2423	MYC	CAV1	4609	857	17869	12389	11258956	mouse	mouse	reporter	cell_line	CLO_0008172	not_applicable	proximal	repression
tri_0722	exp_1751	MYC	RHOA	4609	387	4609	387	20383141	human	human	binding	cell_line	CLO_0008395	not_applicable	unknown	not_applicable
tri_0722	exp_1755	MYC	RHOA	4609	387	4609	387	20383141	human	human	perturbation	cell_line	CLO_0007634	not_applicable	not_applicable	activation
tri_0722	exp_1753	MYC	RHOA	4609	387	17869	387	20383141	mouse	human	perturbation	cell_line	CLO_0007634	not_applicable	not_applicable	activation
tri_0722	exp_1752	MYC	RHOA	4609	387	17869	387	20383141	mouse	human	reporter	cell_line	CLO_0051650	not_applicable	unknown	activation
tri_0733	exp_1586	MYC	SNAI1	4609	6615	4609	6615	18978814	human	human	binding	cell_line	CLO_0007634	not_applicable	proximal	not_applicable
tri_0733	exp_1585	MYC	SNAI1	4609	6615	4609	6615	18978814	human	human	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	activation
tri_0733	exp_3028	MYC	SNAI1	4609	6615	17869	20613	18978814	mouse	mouse	binding	cell_line	CLO_0008186	not_applicable	proximal	not_applicable
tri_0733	exp_3027	MYC	SNAI1	4609	6615	17869	20613	18978814	mouse	mouse	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	activation
tri_0711	exp_2237	MYC	CCAT1	4609	100507056	4609	100507056	26225650	human	human	binding	cell_line	CLO_0052821	not_applicable	unknown	not_applicable
tri_0711	exp_2238	MYC	CCAT1	4609	100507056	4609	100507056	26225650	human	human	perturbation	cell_line	CLO_0003704	not_applicable	not_applicable	activation
tri_0711	exp_2239	MYC	CCAT1	4609	100507056	4609	100507056	26225650	human	human	perturbation	cell_line	CLO_0052821	not_applicable	not_applicable	activation
tri_0714	exp_1623	MYC	PDCD10	4609	11235	4609	11235	19442737	human	human	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_0714	exp_1625	MYC	PDCD10	4609	11235	4609	11235	19442737	human	human	perturbation	cell_line	CLO_0003599	not_applicable	not_applicable	activation
tri_0714	exp_1624	MYC	PDCD10	4609	11235	4609	11235	19442737	human	human	reporter	cell_line	CLO_0003599	not_applicable	unknown	activation
tri_0715	exp_1549	MYC	CTPS1	4609	1503	4609	1503	18628958	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_0715	exp_1550	MYC	CTPS1	4609	1503	4609	1503	18628958	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_0716	exp_1547	MYC	ADSL	4609	158	4609	158	18628958	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_0716	exp_1548	MYC	ADSL	4609	158	4609	158	18628958	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_0717	exp_1559	MYC	DHODH	4609	1723	4609	1723	18628958	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_0717	exp_1560	MYC	DHODH	4609	1723	4609	1723	18628958	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_0717	exp_2991	MYC	DHODH	4609	1723	17869	56749	18628958	mouse	mouse	perturbation	primary_cell	CL_0000182	P11	not_applicable	activation
tri_0718	exp_1561	MYC	GART	4609	2618	4609	2618	18628958	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_0718	exp_1562	MYC	GART	4609	2618	4609	2618	18628958	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_0719	exp_2304	MYC	TMEM173	4609	340061	4609	340061	27835584	human	human	binding	cell_line	CLO_0003684	not_applicable	unknown	not_applicable
tri_0719	exp_2307	MYC	TMEM173	4609	340061	4609	340061	27835584	human	human	perturbation	cell_line	CLO_0003684	not_applicable	not_applicable	activation
tri_0719	exp_2305	MYC	TMEM173	4609	340061	4609	340061	27835584	human	human	reporter	cell_line	CLO_0003684	not_applicable	unknown	activation
tri_0719	exp_2306	MYC	TMEM173	4609	340061	4609	340061	27835584	human	human	reporter	cell_line	CLO_0001230	not_applicable	unknown	activation
tri_0720	exp_1563	MYC	IMPDH1	4609	3614	4609	3614	18628958	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_0720	exp_1564	MYC	IMPDH1	4609	3614	4609	3614	18628958	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_0720	exp_2992	MYC	IMPDH1	4609	3614	17869	23917	18628958	mouse	mouse	perturbation	primary_cell	CL_0000182	P11	not_applicable	activation
tri_0721	exp_1565	MYC	IMPDH2	4609	3615	4609	3615	18628958	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_0721	exp_1566	MYC	IMPDH2	4609	3615	4609	3615	18628958	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_0721	exp_2993	MYC	IMPDH2	4609	3615	17869	23918	18628958	mouse	mouse	perturbation	primary_cell	CL_0000182	P11	not_applicable	activation
tri_0724	exp_1545	MYC	ATIC	4609	471	4609	471	18628958	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_0724	exp_1546	MYC	ATIC	4609	471	4609	471	18628958	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_0726	exp_0120	MYC	NOP16	4609	51491	4609	51491	18373870	human	human	binding	cell_line	CLO_0007606	not_applicable	proximal	not_applicable
tri_0726	exp_0121	MYC	NOP16	4609	51491	4609	51491	18373870	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0726	exp_0123	MYC	NOP16	4609	51491	4609	51491	18373870	human	human	perturbation	cell_line	CLO_0007606	not_applicable	not_applicable	activation
tri_0726	exp_0122	MYC	NOP16	4609	51491	4609	51491	18373870	human	human	reporter	cell_line	CLO_0007606	not_applicable	proximal	activation
tri_0727	exp_1551	MYC	PFAS	4609	5198	4609	5198	18628958	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_0727	exp_1552	MYC	PFAS	4609	5198	4609	5198	18628958	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_0728	exp_1626	MYC	SERPINI1	4609	5274	4609	5274	19442737	human	human	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_0728	exp_1628	MYC	SERPINI1	4609	5274	4609	5274	19442737	human	human	perturbation	cell_line	CLO_0003599	not_applicable	not_applicable	activation
tri_0728	exp_1627	MYC	SERPINI1	4609	5274	4609	5274	19442737	human	human	reporter	cell_line	CLO_0003599	not_applicable	unknown	activation
tri_0731	exp_1790	MYC	RAD51	4609	5888	4609	5888	20940401	human	human	binding	cell_line	CLO_0007986	not_applicable	unknown	not_applicable
tri_0731	exp_1791	MYC	RAD51	4609	5888	4609	5888	20940401	human	human	binding	cell_line	CLO_0001200	not_applicable	unknown	not_applicable
tri_0731	exp_1793	MYC	RAD51	4609	5888	4609	5888	20940401	human	human	perturbation	cell_line	CLO_0052064	not_applicable	not_applicable	activation
tri_0731	exp_1794	MYC	RAD51	4609	5888	4609	5888	20940401	human	human	perturbation	cell_line	CLO_0007986	not_applicable	not_applicable	activation
tri_0731	exp_1792	MYC	RAD51	4609	5888	4609	5888	20940401	human	human	perturbation	cell_line	CLO_0007599	not_applicable	not_applicable	activation
tri_0734	exp_2240	MYC	TBX3	4609	6926	4609	6926	26266831	human	human	binding	cell_line	CLO_0009210	not_applicable	proximal	not_applicable
tri_0734	exp_2243	MYC	TBX3	4609	6926	4609	6926	26266831	human	human	perturbation	cell_line	CLO_0009210	not_applicable	not_applicable	activation
tri_0734	exp_2241	MYC	TBX3	4609	6926	4609	6926	26266831	human	human	reporter	cell_line	CLO_0009210	not_applicable	proximal	activation
tri_0734	exp_2242	MYC	TBX3	4609	6926	4609	6926	26266831	human	human	reporter	cell_line	CLO_0002597	not_applicable	proximal	activation
tri_0929	exp_0932	LEF1	ENAM	51176	10117	16842	13801	20599763	mouse	mouse	binding	cell_line	CUSTOM_LS8_cell	not_applicable	proximal	not_applicable
tri_0929	exp_0934	LEF1	ENAM	51176	10117	16842	13801	20599763	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0929	exp_0935	LEF1	ENAM	51176	10117	16842	13801	20599763	mouse	mouse	reporter	cell_line	CUSTOM_LS8_cell	not_applicable	proximal	activation
tri_0929	exp_0936	LEF1	ENAM	51176	10117	16842	13801	20599763	mouse	mouse	reporter	cell_line	CLO_0007699	not_applicable	proximal	activation
tri_0930	exp_2931	LEF1	CDKN1A	51176	1026	16842	12575	18202148	mouse	mouse	binding	primary_tissue	UBERON_0000995	unknown	unknown	not_applicable
tri_0932	exp_0897	LEF1	COL1A1	51176	1277	16842	12842	19650108	mouse	mouse	perturbation	cell_line	CLO_0052294	not_applicable	not_applicable	repression
tri_0935	exp_0649	LEF1	MESP2	51176	145873	16842	17293	15545629	mouse	mouse	perturbation	primary_tissue	UBERON_0003059	E9.5	not_applicable	activation
tri_0938	exp_2512	LEF1	FGF3	51176	2248	16842	14174	12502739	mouse	mouse	perturbation	primary_tissue	UBERON_0003655	E14.5	not_applicable	activation
tri_0939	exp_2508	LEF1	FGF4	51176	2249	16842	14175	12502739	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	distal	not_applicable
tri_0939	exp_2510	LEF1	FGF4	51176	2249	16842	14175	12502739	mouse	mouse	perturbation	primary_tissue	UBERON_0003655	E14.5	not_applicable	activation
tri_0948	exp_0650	LEF1	NOTCH1	51176	4851	16842	18128	15545629	mouse	mouse	perturbation	primary_tissue	UBERON_0003059	E9.5	not_applicable	activation
tri_0956	exp_0018	LEF1	CELA2A	51176	63036	51176	63036	14594802	human	human	binding	cell_line	CLO_0009465	not_applicable	proximal	not_applicable
tri_0956	exp_0019	LEF1	CELA2A	51176	63036	51176	63036	14594802	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0956	exp_0021	LEF1	CELA2A	51176	63036	51176	63036	14594802	human	human	perturbation	cell_line	CLO_0003775	not_applicable	not_applicable	activation
tri_0956	exp_0022	LEF1	CELA2A	51176	63036	51176	63036	14594802	human	human	perturbation	cell_line	CLO_0009465	not_applicable	not_applicable	activation
tri_0956	exp_0020	LEF1	CELA2A	51176	63036	51176	63036	14594802	human	human	reporter	cell_line	CLO_0051650	not_applicable	proximal	activation
tri_0957	exp_0898	LEF1	BGLAP	51176	632	16842	12096	19650108	mouse	mouse	perturbation	cell_line	CLO_0052294	not_applicable	not_applicable	repression
tri_0958	exp_2511	LEF1	SHH	51176	6469	16842	20423	12502739	mouse	mouse	perturbation	primary_tissue	UBERON_0003655	E14.5	not_applicable	activation
tri_0959	exp_2513	LEF1	BMP4	51176	652	16842	12159	12502739	mouse	mouse	perturbation	primary_tissue	UBERON_0003655	E14.5	not_applicable	activation
tri_0960	exp_2248	LEF1	TYR	51176	7299	51176	7299	26580798	human	human	binding	cell_line	BTO_0005060	not_applicable	proximal	not_applicable
tri_0960	exp_2250	LEF1	TYR	51176	7299	51176	7299	26580798	human	human	perturbation	cell_line	BTO_0005060	not_applicable	not_applicable	activation
tri_0960	exp_2249	LEF1	TYR	51176	7299	51176	7299	26580798	human	human	reporter	cell_line	BTO_0005060	not_applicable	proximal	activation
tri_0961	exp_3553	LEF1	CXCR4	51176	7852	16842	12767	23257686	mouse	mouse	binding	primary_tissue	UBERON_0009952	E17.5	unknown	not_applicable
tri_0961	exp_3554	LEF1	CXCR4	51176	7852	16842	12767	23257686	mouse	mouse	reporter	cell_line	CLO_0002597	not_applicable	unknown	activation
tri_0963	exp_2174	LEF1	NR1I2	51176	8856	51176	8856	25265064	human	human	perturbation	cell_line	CLO_0003704	not_applicable	not_applicable	activation
tri_0963	exp_2173	LEF1	NR1I2	51176	8856	51176	8856	25265064	human	human	reporter	cell_line	CLO_0003704	not_applicable	proximal	activation
tri_0462	exp_1640	HIF1A	ACE	3091	1636	3091	1636	19592460	human	human	binding	cell_line	CL_0002591	not_applicable	proximal	not_applicable
tri_0462	exp_1641	HIF1A	ACE	3091	1636	3091	1636	19592460	human	human	perturbation	cell_line	CL_0002591	not_applicable	not_applicable	activation
tri_0462	exp_2386	HIF1A	ACE	3091	1636	3091	1636	19592460	human	human	reporter	cell_line	CLO_0002597	not_applicable	proximal	activation
tri_0463	exp_3299	HIF1A	EPO	3091	2056	15251	13856	21212189	mouse	mouse	perturbation	primary_tissue	UBERON_0000966	P15	not_applicable	repression
tri_0486	exp_1717	HIF1A	CXCR4	3091	7852	3091	7852	20007689	human	human	binding	cell_line	CLO_0052059	not_applicable	proximal	not_applicable
tri_0486	exp_1719	HIF1A	CXCR4	3091	7852	3091	7852	20007689	human	human	perturbation	cell_line	CLO_0052059	not_applicable	not_applicable	repression
tri_0486	exp_1718	HIF1A	CXCR4	3091	7852	3091	7852	20007689	human	human	reporter	cell_line	CLO_0052059	not_applicable	proximal	repression
tri_0487	exp_2203	HIF1A	VTCN1	3091	79679	3091	79679	25725157	human	human	binding	cell_line	CLO_0007606	not_applicable	proximal	not_applicable
tri_0487	exp_2205	HIF1A	VTCN1	3091	79679	3091	79679	25725157	human	human	perturbation	cell_line	CLO_0007606	not_applicable	not_applicable	activation
tri_0487	exp_2204	HIF1A	VTCN1	3091	79679	3091	79679	25725157	human	human	reporter	cell_line	CLO_0007606	not_applicable	proximal	activation
tri_0483	exp_1358	HIF1A	BNIP3	3091	664	3091	664	12879018	human	human	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_0483	exp_1359	HIF1A	BNIP3	3091	664	3091	664	12879018	human	human	perturbation	cell_line	CLO_0007606	not_applicable	not_applicable	activation
tri_0483	exp_2549	HIF1A	BNIP3	3091	664	3091	664	12879018	human	human	reporter	cell_line	CLO_0007606	not_applicable	proximal	activation
tri_0474	exp_3964	HIF1A	LDHA	3091	3939	15251	16828	9632793	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_0477	exp_2666	HIF1A	EGLN1	3091	54583	15251	112405	15563275	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_0477	exp_2665	HIF1A	EGLN1	3091	54583	15251	112405	15563275	mouse	mouse	perturbation	cell_line	CLO_2000042	not_applicable	not_applicable	activation
tri_0459	exp_1386	HIF1A	EGLN3	3091	112399	3091	112399	15823097	human	human	binding	cell_line	CLO_0003684	not_applicable	unknown	not_applicable
tri_0459	exp_1387	HIF1A	EGLN3	3091	112399	3091	112399	15823097	human	human	reporter	cell_line	CLO_0002421	not_applicable	unknown	activation
tri_0469	exp_1739	HIF1A	GYS1	3091	2997	15251	14936	20300197	mouse	mouse	binding	cell_line	CLO_0052294	not_applicable	proximal	not_applicable
tri_0469	exp_3193	HIF1A	GYS1	3091	2997	15251	14936	20300197	mouse	mouse	perturbation	cell_line	CLO_0052294	not_applicable	not_applicable	activation
tri_0480	exp_1373	HIF1A	RORA	3091	6095	3091	6095	15270719	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0480	exp_1374	HIF1A	RORA	3091	6095	3091	6095	15270719	human	human	reporter	cell_line	CLO_0003704	not_applicable	proximal	activation
tri_0485	exp_1326	HIF1A	CA9	3091	768	3091	768	11156414	human	human	reporter	cell_line	CLO_0002421	not_applicable	unknown	activation
tri_0479	exp_1642	HIF1A	ACE2	3091	59272	3091	59272	19592460	human	human	binding	cell_line	CL_0002591	not_applicable	unknown	not_applicable
tri_0479	exp_1643	HIF1A	ACE2	3091	59272	3091	59272	19592460	human	human	perturbation	cell_line	CL_0002591	not_applicable	not_applicable	repression
tri_0467	exp_1368	HIF1A	FAM162A	3091	26355	3091	26355	15082785	human	human	reporter	cell_line	CLO_0008395	not_applicable	unknown	activation
tri_0489	exp_1722	HIF1A	RECK	3091	8434	3091	8434	20080132	human	human	perturbation	cell_line	CLO_0001230	not_applicable	not_applicable	repression
tri_0489	exp_1721	HIF1A	RECK	3091	8434	3091	8434	20080132	human	human	reporter	cell_line	CLO_0001230	not_applicable	proximal	repression
tri_0489	exp_3168	HIF1A	RECK	3091	8434	15251	53614	20080132	mouse	mouse	binding	cell_line	CLO_0009284	not_applicable	proximal	not_applicable
tri_0465	exp_2847	HIF1A	BACE1	3091	23621	15251	23821	17303576	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_0465	exp_2848	HIF1A	BACE1	3091	23621	15251	23821	17303576	mouse	mouse	perturbation	cell_line	CLO_0008154	not_applicable	not_applicable	activation
tri_0460	exp_2637	HIF1A	CCN2	3091	1490	15251	14219	15315937	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0460	exp_2639	HIF1A	CCN2	3091	1490	15251	14219	15315937	mouse	mouse	perturbation	primary_cell	CL_0002306	P90	not_applicable	activation
tri_0457	exp_2328	HIF1A	SPRY2	3091	10253	3091	10253	28196140	human	human	binding	cell_line	CLO_0054294	not_applicable	proximal	not_applicable
tri_0457	exp_2329	HIF1A	SPRY2	3091	10253	3091	10253	28196140	human	human	perturbation	cell_line	CLO_0054294	not_applicable	not_applicable	repression
tri_0458	exp_1687	HIF1A	SEMA4D	3091	10507	3091	10507	19762474	human	human	binding	cell_line	BTO_0005040	not_applicable	proximal	not_applicable
tri_0458	exp_1688	HIF1A	SEMA4D	3091	10507	3091	10507	19762474	human	human	perturbation	cell_line	BTO_0005040	not_applicable	not_applicable	activation
tri_0461	exp_2073	HIF1A	CYP19A1	3091	1588	3091	1588	23566437	human	human	binding	primary_cell	CLO_0036934	unknown	proximal	not_applicable
tri_0461	exp_2075	HIF1A	CYP19A1	3091	1588	3091	1588	23566437	human	human	perturbation	cell_line	CLO_0007606	not_applicable	not_applicable	activation
tri_0461	exp_2074	HIF1A	CYP19A1	3091	1588	3091	1588	23566437	human	human	reporter	cell_line	CLO_0007606	not_applicable	proximal	activation
tri_0464	exp_0343	HIF1A	ATP13A2	3091	23400	3091	23400	22288903	human	human	binding	cell_line	CLO_0001230	not_applicable	proximal	not_applicable
tri_0464	exp_0345	HIF1A	ATP13A2	3091	23400	3091	23400	22288903	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0464	exp_0344	HIF1A	ATP13A2	3091	23400	3091	23400	22288903	human	human	reporter	cell_line	CLO_0001230	not_applicable	proximal	activation
tri_0466	exp_1942	HIF1A	GATA1	3091	2623	3091	2623	22050843	human	human	binding	cell_line	CLO_0007059	not_applicable	proximal	not_applicable
tri_0466	exp_1943	HIF1A	GATA1	3091	2623	3091	2623	22050843	human	human	perturbation	cell_line	CLO_0007059	not_applicable	not_applicable	activation
tri_0468	exp_3684	HIF1A	CD274	3091	29126	15251	60533	24778419	mouse	mouse	binding	cell_line	CUSTOM_MSC-1_cell	not_applicable	proximal	not_applicable
tri_0468	exp_3686	HIF1A	CD274	3091	29126	15251	60533	24778419	mouse	mouse	perturbation	cell_line	CUSTOM_MSC-1_cell	not_applicable	not_applicable	activation
tri_0470	exp_2336	HIF1A	HES1	3091	3280	15251	15205	28602625	mouse	mouse	binding	cell_line	CLO_0008302	not_applicable	proximal	not_applicable
tri_0470	exp_3898	HIF1A	HES1	3091	3280	15251	15205	28602625	mouse	mouse	perturbation	cell_line	CLO_0008302	not_applicable	not_applicable	activation
tri_0470	exp_3897	HIF1A	HES1	3091	3280	15251	15205	28602625	mouse	mouse	reporter	cell_line	CLO_0008302	not_applicable	proximal	activation
tri_0471	exp_3025	HIF1A	HSD3B2	3091	3284	15251	15492	18930903	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0471	exp_3026	HIF1A	HSD3B2	3091	3284	15251	15492	18930903	mouse	mouse	reporter	cell_line	CLO_0009366	not_applicable	proximal	activation
tri_0472	exp_1476	HIF1A	CXCR1	3091	3577	3091	3577	17533374	human	human	binding	cell_line	CLO_0008395	not_applicable	unknown	not_applicable
tri_0472	exp_1477	HIF1A	CXCR1	3091	3577	3091	3577	17533374	human	human	perturbation	cell_line	CLO_0008395	not_applicable	not_applicable	activation
tri_0473	exp_1478	HIF1A	CXCR2	3091	3579	3091	3579	17533374	human	human	binding	cell_line	CLO_0008395	not_applicable	unknown	not_applicable
tri_0473	exp_1479	HIF1A	CXCR2	3091	3579	3091	3579	17533374	human	human	perturbation	cell_line	CLO_0008395	not_applicable	not_applicable	activation
tri_0475	exp_0528	HIF1A	NOS1	3091	4842	3091	4842	26458913	human	human	binding	cell_line	EFO_0003072	not_applicable	proximal	not_applicable
tri_0475	exp_0529	HIF1A	NOS1	3091	4842	3091	4842	26458913	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0476	exp_1472	HIF1A	NTRK2	3091	4915	3091	4915	17374610	human	human	binding	cell_line	CLO_0007091	not_applicable	proximal	not_applicable
tri_0476	exp_1473	HIF1A	NTRK2	3091	4915	3091	4915	17374610	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0476	exp_1474	HIF1A	NTRK2	3091	4915	3091	4915	17374610	human	human	reporter	cell_line	CLO_0007091	not_applicable	proximal	activation
tri_0476	exp_1475	HIF1A	NTRK2	3091	4915	15251	4915	17374610	mouse	human	reporter	cell_line	CL_0000057	not_applicable	unknown	activation
tri_0478	exp_0369	HIF1A	PROX1	3091	5629	3091	5629	23395615	human	human	binding	cell_line	CLO_0009986	not_applicable	proximal	not_applicable
tri_0478	exp_0371	HIF1A	PROX1	3091	5629	3091	5629	23395615	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0478	exp_0375	HIF1A	PROX1	3091	5629	3091	5629	23395615	human	human	perturbation	cell_line	CLO_0009986	not_applicable	not_applicable	activation
tri_0478	exp_0373	HIF1A	PROX1	3091	5629	3091	5629	23395615	human	human	reporter	cell_line	CLO_0003684	not_applicable	proximal	activation
tri_0481	exp_1991	HIF1A	S100A8	3091	6279	3091	6279	22505354	human	human	binding	cell_line	CLO_0002022	not_applicable	proximal	not_applicable
tri_0481	exp_1993	HIF1A	S100A8	3091	6279	3091	6279	22505354	human	human	perturbation	cell_line	CLO_0002022	not_applicable	not_applicable	activation
tri_0481	exp_1992	HIF1A	S100A8	3091	6279	3091	6279	22505354	human	human	reporter	cell_line	CLO_0002022	not_applicable	proximal	activation
tri_0482	exp_1994	HIF1A	S100A9	3091	6280	3091	6280	22505354	human	human	binding	cell_line	CLO_0002022	not_applicable	proximal	not_applicable
tri_0482	exp_1996	HIF1A	S100A9	3091	6280	3091	6280	22505354	human	human	perturbation	cell_line	CLO_0002022	not_applicable	not_applicable	activation
tri_0482	exp_1995	HIF1A	S100A9	3091	6280	3091	6280	22505354	human	human	reporter	cell_line	CLO_0002022	not_applicable	proximal	activation
tri_0484	exp_2259	HIF1A	PRDX2	3091	7001	3091	7001	26837221	human	human	binding	cell_line	CLO_0003684	not_applicable	proximal	not_applicable
tri_0484	exp_2261	HIF1A	PRDX2	3091	7001	3091	7001	26837221	human	human	perturbation	cell_line	CLO_0003684	not_applicable	not_applicable	activation
tri_0484	exp_2260	HIF1A	PRDX2	3091	7001	3091	7001	26837221	human	human	reporter	cell_line	CLO_0003684	not_applicable	proximal	activation
tri_0488	exp_2062	HIF1A	ATRIP	3091	84126	3091	84126	23454212	human	human	binding	cell_line	CLO_0003704	not_applicable	proximal	not_applicable
tri_0488	exp_2065	HIF1A	ATRIP	3091	84126	3091	84126	23454212	human	human	perturbation	cell_line	CLO_0003684	not_applicable	not_applicable	activation
tri_0488	exp_2066	HIF1A	ATRIP	3091	84126	3091	84126	23454212	human	human	perturbation	cell_line	CLO_0003704	not_applicable	not_applicable	activation
tri_0488	exp_2063	HIF1A	ATRIP	3091	84126	3091	84126	23454212	human	human	reporter	cell_line	CLO_0003684	not_applicable	proximal	activation
tri_0488	exp_2064	HIF1A	ATRIP	3091	84126	3091	84126	23454212	human	human	reporter	cell_line	CLO_0003704	not_applicable	proximal	activation
tri_0911	exp_2919	PBX1	IL10	5087	3586	18514	3586	18093541	mouse	human	reporter	cell_line	CLO_0007043	not_applicable	proximal	activation
tri_0911	exp_2917	PBX1	IL10	5087	3586	18514	16153	18093541	mouse	mouse	binding	primary_cell	CL_0000581	E14.5	proximal	not_applicable
tri_0911	exp_2918	PBX1	IL10	5087	3586	18514	16153	18093541	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0911	exp_2920	PBX1	IL10	5087	3586	18514	16153	18093541	mouse	mouse	perturbation	cell_line	CLO_0008753	not_applicable	not_applicable	activation
tri_0896	exp_0212	PBX1	CFTR	5087	1080	5087	1080	19782160	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_0895	exp_0304	PBX1	CDKN2B	5087	1030	5087	1030	21746878	human	human	binding	cell_line	CLO_0007606	not_applicable	proximal	not_applicable
tri_0895	exp_0307	PBX1	CDKN2B	5087	1030	5087	1030	21746878	human	human	perturbation	cell_line	CLO_0003704	not_applicable	not_applicable	activation
tri_0928	exp_0309	PBX1	CDH1	5087	999	5087	999	21746878	human	human	binding	cell_line	CLO_0007606	not_applicable	proximal	not_applicable
tri_0928	exp_0311	PBX1	CDH1	5087	999	5087	999	21746878	human	human	perturbation	cell_line	CLO_0007606	not_applicable	not_applicable	activation
tri_0928	exp_0310	PBX1	CDH1	5087	999	5087	12550	21746878	human	mouse	reporter	cell_line	CLO_0003704	not_applicable	proximal	activation
tri_0928	exp_3915	PBX1	CDH1	5087	999	18514	12550	29437830	mouse	mouse	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	activation
tri_0924	exp_0201	PBX1	NANOG	5087	79923	5087	79923	19522013	human	human	binding	cell_line	CLO_0037280	not_applicable	proximal	not_applicable
