TF_Symbol	TF_Entrez_ID	Species	Lambert	SFARI_Score	SFARI_Syndomic	GO_Neurodev	Neurodev_TF	N_Candidate_Paper
ELF2	1998	human	TRUE	0	0	FALSE	FALSE	6
FOXQ1	94234	human	TRUE	0	0	FALSE	FALSE	6
HDGF	3068	human	FALSE	0	0	FALSE	FALSE	6
HES6	55502	human	TRUE	0	0	FALSE	FALSE	6
HEXIM1	10614	human	FALSE	0	0	FALSE	FALSE	6
HOXA11	3207	human	TRUE	0	0	FALSE	FALSE	6
HOXA13	3209	human	TRUE	0	0	FALSE	FALSE	6
HOXC13	3229	human	TRUE	0	0	FALSE	FALSE	6
KDM5A	5927	human	FALSE	0	0	FALSE	FALSE	6
MAML1	9794	human	FALSE	0	0	FALSE	FALSE	6
MCM3	4172	human	FALSE	0	0	FALSE	FALSE	6
MYBBP1A	10514	human	FALSE	0	0	FALSE	FALSE	6
NAB1	4664	human	FALSE	0	0	FALSE	FALSE	6
PELP1	27043	human	FALSE	0	0	FALSE	FALSE	6
PIAS4	51588	human	FALSE	0	0	FALSE	FALSE	6
PLAGL1	5325	human	TRUE	0	0	FALSE	FALSE	6
PRRX1	5396	human	TRUE	0	0	FALSE	FALSE	6
RB1CC1	9821	human	FALSE	0	0	FALSE	FALSE	6
RFX2	5990	human	TRUE	0	0	FALSE	FALSE	6
RPS3	6188	human	FALSE	0	0	FALSE	FALSE	6
RREB1	6239	human	TRUE	0	0	FALSE	FALSE	6
SIM2	6493	human	TRUE	0	0	FALSE	FALSE	6
SIRT3	23410	human	FALSE	0	0	FALSE	FALSE	6
SMURF2	64750	human	FALSE	0	0	FALSE	FALSE	6
SOX18	54345	human	TRUE	0	0	FALSE	FALSE	6
SPIC	121599	human	TRUE	0	0	FALSE	FALSE	6
TAF4	6874	human	FALSE	0	0	FALSE	FALSE	6
TCF21	6943	human	TRUE	0	0	FALSE	FALSE	6
ZFPM2	23414	human	TRUE	0	0	FALSE	FALSE	6
ZFX	7543	human	TRUE	0	0	FALSE	FALSE	6
ZNF202	7753	human	TRUE	0	0	FALSE	FALSE	6
ANKRD1	27063	human	FALSE	0	0	FALSE	FALSE	5
ARID3A	1820	human	TRUE	0	0	FALSE	FALSE	5
ARNTL2	56938	human	TRUE	0	0	FALSE	FALSE	5
BRD7	29117	human	FALSE	0	0	FALSE	FALSE	5
CBX7	23492	human	FALSE	0	0	FALSE	FALSE	5
CDX4	1046	human	TRUE	0	0	FALSE	FALSE	5
CSF2	1437	human	FALSE	0	0	FALSE	FALSE	5
DLX4	1748	human	TRUE	0	0	FALSE	FALSE	5
E4F1	1877	human	TRUE	0	0	FALSE	FALSE	5
FOXE1	2304	human	TRUE	0	0	FALSE	FALSE	5
FOXF1	2294	human	TRUE	0	0	FALSE	FALSE	5
FOXI1	2299	human	TRUE	0	0	FALSE	FALSE	5
FOXL1	2300	human	TRUE	0	0	FALSE	FALSE	5
FOXN1	8456	human	TRUE	0	0	FALSE	FALSE	5
GNRH1	2796	human	FALSE	0	0	FALSE	FALSE	5
HAND1	9421	human	TRUE	0	0	FALSE	FALSE	5
HLTF	6596	human	FALSE	0	0	FALSE	FALSE	5
HNRNPA1	3178	human	FALSE	0	0	FALSE	FALSE	5
HOXA7	3204	human	TRUE	0	0	FALSE	FALSE	5
HSPB1	3315	human	FALSE	0	0	FALSE	FALSE	5
IKZF3	22806	human	TRUE	0	0	FALSE	FALSE	5
ILK	3611	human	FALSE	0	0	FALSE	FALSE	5
KLF12	11278	human	TRUE	0	0	FALSE	FALSE	5
KLF8	11279	human	TRUE	0	0	FALSE	FALSE	5
KMT2B	9757	human	TRUE	0	0	FALSE	FALSE	5
MAP3K1	4214	human	FALSE	0	0	FALSE	FALSE	5
MEF2B	100271849	human	TRUE	0	0	FALSE	FALSE	5
MEOX1	4222	human	TRUE	0	0	FALSE	FALSE	5
MXD1	4084	human	TRUE	0	0	FALSE	FALSE	5
NEAT1	283131	human	FALSE	0	0	FALSE	FALSE	5
NR2C1	7181	human	TRUE	0	0	FALSE	FALSE	5
OGG1	4968	human	FALSE	0	0	FALSE	FALSE	5
PAX9	5083	human	TRUE	0	0	FALSE	FALSE	5
PCGF2	7703	human	TRUE	0	0	FALSE	FALSE	5
PPARGC1B	133522	human	FALSE	0	0	FALSE	FALSE	5
RAF1	5894	human	FALSE	0	0	FALSE	FALSE	5
RCOR2	283248	human	FALSE	0	0	FALSE	FALSE	5
SAFB	6294	human	TRUE	0	0	FALSE	FALSE	5
SIN3B	23309	human	FALSE	0	0	FALSE	FALSE	5
SMARCE1	6605	human	FALSE	0	0	FALSE	FALSE	5
SOX7	83595	human	TRUE	0	0	FALSE	FALSE	5
TBX4	9496	human	TRUE	0	0	FALSE	FALSE	5
TLE3	7090	human	FALSE	0	0	FALSE	FALSE	5
TSC22D3	1831	human	FALSE	0	0	FALSE	FALSE	5
TSG101	7251	human	FALSE	0	0	FALSE	FALSE	5
UTF1	8433	human	FALSE	0	0	FALSE	FALSE	5
VEZF1	7716	human	TRUE	0	0	FALSE	FALSE	5
ZNF24	7572	human	TRUE	0	0	FALSE	FALSE	5
ZNF423	23090	human	TRUE	0	0	FALSE	FALSE	5
AES	166	human	FALSE	0	0	FALSE	FALSE	4
AFF3	3899	human	FALSE	0	0	FALSE	FALSE	4
BAG1	573	human	FALSE	0	0	FALSE	FALSE	4
BARX2	8538	human	TRUE	0	0	FALSE	FALSE	4
BHLHE41	79365	human	TRUE	0	0	FALSE	FALSE	4
CCNT1	904	human	FALSE	0	0	FALSE	FALSE	4
CENPB	1059	human	TRUE	0	0	FALSE	FALSE	4
COPS5	10987	human	FALSE	0	0	FALSE	FALSE	4
CREB3	10488	human	TRUE	0	0	FALSE	FALSE	4
CREB3L3	84699	human	TRUE	0	0	FALSE	FALSE	4
CTNNBIP1	56998	human	FALSE	0	0	FALSE	FALSE	4
DMAP1	55929	human	FALSE	0	0	FALSE	FALSE	4
DMRT1	1761	human	TRUE	0	0	FALSE	FALSE	4
DSPP	1834	human	FALSE	0	0	FALSE	FALSE	4
E2F8	79733	human	TRUE	0	0	FALSE	FALSE	4
EAF1	85403	human	FALSE	0	0	FALSE	FALSE	4
EAPP	55837	human	FALSE	0	0	FALSE	FALSE	4
EIF2AK2	5610	human	FALSE	0	0	FALSE	FALSE	4
FLT1	2321	human	FALSE	0	0	FALSE	FALSE	4
FOXD1	2297	human	TRUE	0	0	FALSE	FALSE	4
FOXK2	3607	human	TRUE	0	0	FALSE	FALSE	4
GCGR	2642	human	FALSE	0	0	FALSE	FALSE	4
GCM2	9247	human	TRUE	0	0	FALSE	FALSE	4
GTF3A	2971	human	TRUE	0	0	FALSE	FALSE	4
HBE1	3046	human	FALSE	0	0	FALSE	FALSE	4
HEYL	26508	human	TRUE	0	0	FALSE	FALSE	4
HIF3A	64344	human	TRUE	0	0	FALSE	FALSE	4
HIST3H3	8290	human	FALSE	0	0	FALSE	FALSE	4
HOXC11	3227	human	TRUE	0	0	FALSE	FALSE	4
HSPA8	3312	human	FALSE	0	0	FALSE	FALSE	4
HTATIP2	10553	human	FALSE	0	0	FALSE	FALSE	4
IRF6	3664	human	TRUE	0	0	FALSE	FALSE	4
KDM8	79831	human	FALSE	0	0	FALSE	FALSE	4
L3MBTL1	26013	human	TRUE	0	0	FALSE	FALSE	4
MTA2	9219	human	FALSE	0	0	FALSE	FALSE	4
MTF2	22823	human	TRUE	0	0	FALSE	FALSE	4
NKX3-2	579	human	TRUE	0	0	FALSE	FALSE	4
NME2	4831	human	FALSE	0	0	FALSE	FALSE	4
NR1D2	9975	human	TRUE	0	0	FALSE	FALSE	4
PAG1	55824	human	FALSE	0	0	FALSE	FALSE	4
PAWR	5074	human	FALSE	0	0	FALSE	FALSE	4
PBRM1	55193	human	FALSE	0	0	FALSE	FALSE	4
PCBP2	5094	human	FALSE	0	0	FALSE	FALSE	4
PCGF6	84108	human	TRUE	0	0	FALSE	FALSE	4
PIR	8544	human	FALSE	0	0	FALSE	FALSE	4
POU2F3	25833	human	TRUE	0	0	FALSE	FALSE	4
POU4F3	5459	human	TRUE	0	0	FALSE	FALSE	4
PRDM2	7799	human	TRUE	0	0	FALSE	FALSE	4
PREB	10113	human	TRUE	0	0	FALSE	FALSE	4
PRLR	5618	human	FALSE	0	0	FALSE	FALSE	4
PSMC5	5705	human	FALSE	0	0	FALSE	FALSE	4
RFXANK	8625	human	FALSE	0	0	FALSE	FALSE	4
RPTOR	57521	human	FALSE	0	0	FALSE	FALSE	4
RTF1	23168	human	FALSE	0	0	FALSE	FALSE	4
RUVBL2	10856	human	FALSE	0	0	FALSE	FALSE	4
SIX6	4990	human	TRUE	0	0	FALSE	FALSE	4
SLA2	84174	human	FALSE	0	0	FALSE	FALSE	4
SMYD1	150572	human	FALSE	0	0	FALSE	FALSE	4
SP8	221833	human	TRUE	0	0	FALSE	FALSE	4
SUB1	10923	human	FALSE	0	0	FALSE	FALSE	4
TGIF1	7050	human	TRUE	0	0	FALSE	FALSE	4
TRIB3	57761	human	FALSE	0	0	FALSE	FALSE	4
TRIM22	10346	human	FALSE	0	0	FALSE	FALSE	4
TRIM24	8805	human	FALSE	0	0	FALSE	FALSE	4
TTF2	8458	human	FALSE	0	0	FALSE	FALSE	4
UBTF	7343	human	FALSE	0	0	FALSE	FALSE	4
ZNF217	7764	human	TRUE	0	0	FALSE	FALSE	4
ZNF224	7767	human	TRUE	0	0	FALSE	FALSE	4
ZNF350	59348	human	TRUE	0	0	FALSE	FALSE	4
ZNF384	171017	human	TRUE	0	0	FALSE	FALSE	4
AEBP2	121536	human	TRUE	0	0	FALSE	FALSE	3
AHRR	57491	human	TRUE	0	0	FALSE	FALSE	3
AIP	9049	human	FALSE	0	0	FALSE	FALSE	3
ARID3B	10620	human	TRUE	0	0	FALSE	FALSE	3
ARID5B	84159	human	TRUE	0	0	FALSE	FALSE	3
ASCL2	430	human	TRUE	0	0	FALSE	FALSE	3
ASXL1	171023	human	FALSE	0	0	FALSE	FALSE	3
ATF7	11016	human	TRUE	0	0	FALSE	FALSE	3
BARD1	580	human	FALSE	0	0	FALSE	FALSE	3
BAZ2A	11176	human	TRUE	0	0	FALSE	FALSE	3
BDP1	55814	human	FALSE	0	0	FALSE	FALSE	3
BIN1	274	human	FALSE	0	0	FALSE	FALSE	3
BMP6	654	human	FALSE	0	0	FALSE	FALSE	3
BNC1	646	human	TRUE	0	0	FALSE	FALSE	3
BRIP1	83990	human	FALSE	0	0	FALSE	FALSE	3
CNBP	7555	human	FALSE	0	0	FALSE	FALSE	3
CNOT7	29883	human	FALSE	0	0	FALSE	FALSE	3
COP1	64326	human	FALSE	0	0	FALSE	FALSE	3
CREB3L1	90993	human	TRUE	0	0	FALSE	FALSE	3
CREB3L4	148327	human	TRUE	0	0	FALSE	FALSE	3
CSF1	1435	human	FALSE	0	0	FALSE	FALSE	3
DAB2	1601	human	FALSE	0	0	FALSE	FALSE	3
DDB1	1642	human	FALSE	0	0	FALSE	FALSE	3
DRAP1	10589	human	TRUE	0	0	FALSE	FALSE	3
EDN1	1906	human	FALSE	0	0	FALSE	FALSE	3
ERCC3	2071	human	FALSE	0	0	FALSE	FALSE	3
ETV3	2117	human	TRUE	0	0	FALSE	FALSE	3
EYA1	2138	human	FALSE	0	0	FALSE	FALSE	3
FEV	54738	human	TRUE	0	0	FALSE	FALSE	3
FGF23	8074	human	FALSE	0	0	FALSE	FALSE	3
FOXF2	2295	human	TRUE	0	0	FALSE	FALSE	3
GABPB2	126626	human	FALSE	0	0	FALSE	FALSE	3
GADD45B	4616	human	FALSE	0	0	FALSE	FALSE	3
GTF2H1	2965	human	FALSE	0	0	FALSE	FALSE	3
GTF2IRD1	9569	human	TRUE	0	0	FALSE	FALSE	3
H3F3B	3021	human	FALSE	0	0	FALSE	FALSE	3
HIVEP2	3097	human	TRUE	0	0	FALSE	FALSE	3
HOXA3	3200	human	TRUE	0	0	FALSE	FALSE	3
HOXB5	3215	human	TRUE	0	0	FALSE	FALSE	3
HOXC9	3225	human	TRUE	0	0	FALSE	FALSE	3
HOXD1	3231	human	FALSE	0	0	FALSE	FALSE	3
IKZF2	22807	human	TRUE	0	0	FALSE	FALSE	3
ING2	3622	human	FALSE	0	0	FALSE	FALSE	3
IRX1	79192	human	TRUE	0	0	FALSE	FALSE	3
KAT8	84148	human	FALSE	0	0	FALSE	FALSE	3
KHSRP	8570	human	FALSE	0	0	FALSE	FALSE	3
KIN	22944	human	TRUE	0	0	FALSE	FALSE	3
LAPTM5	7805	human	FALSE	0	0	FALSE	FALSE	3
LIN28A	79727	human	TRUE	0	0	FALSE	FALSE	3
LIN28B	389421	human	TRUE	0	0	FALSE	FALSE	3
LRRFIP1	9208	human	FALSE	0	0	FALSE	FALSE	3
MAPK14	1432	human	FALSE	0	0	FALSE	FALSE	3
MCM5	4174	human	FALSE	0	0	FALSE	FALSE	3
MED15	51586	human	FALSE	0	0	FALSE	FALSE	3
MEOX2	4223	human	TRUE	0	0	FALSE	FALSE	3
MESP1	55897	human	TRUE	0	0	FALSE	FALSE	3
MGA	23269	human	TRUE	0	0	FALSE	FALSE	3
MIXL1	83881	human	TRUE	0	0	FALSE	FALSE	3
MTA3	57504	human	FALSE	0	0	FALSE	FALSE	3
MYBL1	4603	human	TRUE	0	0	FALSE	FALSE	3
NELFB	25920	human	FALSE	0	0	FALSE	FALSE	3
NPAS4	266743	human	TRUE	0	0	FALSE	FALSE	3
NSD3	54904	human	FALSE	0	0	FALSE	FALSE	3
NSMF	26012	human	FALSE	0	0	FALSE	FALSE	3
ONECUT2	9480	human	TRUE	0	0	FALSE	FALSE	3
PATZ1	23598	human	TRUE	0	0	FALSE	FALSE	3
PAX1	5075	human	TRUE	0	0	FALSE	FALSE	3
PHB2	11331	human	FALSE	0	0	FALSE	FALSE	3
PHF11	51131	human	FALSE	0	0	FALSE	FALSE	3
PRDM14	63978	human	TRUE	0	0	FALSE	FALSE	3
PRRX2	51450	human	TRUE	0	0	FALSE	FALSE	3
PTMA	5757	human	FALSE	0	0	FALSE	FALSE	3
RBBP7	5931	human	FALSE	0	0	FALSE	FALSE	3
RBM4	5936	human	FALSE	0	0	FALSE	FALSE	3
RBMX	27316	human	FALSE	0	0	FALSE	FALSE	3
RBPJL	11317	human	TRUE	0	0	FALSE	FALSE	3
RFXAP	5994	human	FALSE	0	0	FALSE	FALSE	3
RORB	6096	human	TRUE	0	0	FALSE	FALSE	3
RUVBL1	8607	human	FALSE	0	0	FALSE	FALSE	3
SAFB2	9667	human	TRUE	0	0	FALSE	FALSE	3
SCX	642658	human	TRUE	0	0	FALSE	FALSE	3
SERTAD1	29950	human	FALSE	0	0	FALSE	FALSE	3
SMYD3	64754	human	TRUE	0	0	FALSE	FALSE	3
SNW1	22938	human	FALSE	0	0	FALSE	FALSE	3
SOHLH2	54937	human	TRUE	0	0	FALSE	FALSE	3
SOX15	6665	human	TRUE	0	0	FALSE	FALSE	3
SOX21	11166	human	TRUE	0	0	FALSE	FALSE	3
SS18	6760	human	FALSE	0	0	FALSE	FALSE	3
SSX1	6756	human	FALSE	0	0	FALSE	FALSE	3
SSX2	6757	human	FALSE	0	0	FALSE	FALSE	3
SUPT16H	11198	human	FALSE	0	0	FALSE	FALSE	3
TAF12	6883	human	FALSE	0	0	FALSE	FALSE	3
TAF9	6880	human	FALSE	0	0	FALSE	FALSE	3
TBXT	6862	human	TRUE	0	0	FALSE	FALSE	3
TDG	6996	human	FALSE	0	0	FALSE	FALSE	3
TOB1	10140	human	FALSE	0	0	FALSE	FALSE	3
TRERF1	55809	human	TRUE	0	0	FALSE	FALSE	3
UBE2D1	7321	human	FALSE	0	0	FALSE	FALSE	3
UPF1	5976	human	FALSE	0	0	FALSE	FALSE	3
ZBTB10	65986	human	TRUE	0	0	FALSE	FALSE	3
ZBTB7B	51043	human	TRUE	0	0	FALSE	FALSE	3
ZFP36L1	677	human	FALSE	0	0	FALSE	FALSE	3
ZFP42	132625	human	TRUE	0	0	FALSE	FALSE	3
ZFP64	55734	human	TRUE	0	0	FALSE	FALSE	3
ZNF274	10782	human	TRUE	0	0	FALSE	FALSE	3
ZNF385A	25946	human	TRUE	0	0	FALSE	FALSE	3
ZNF76	7629	human	TRUE	0	0	FALSE	FALSE	3
AFF4	27125	human	FALSE	0	0	FALSE	FALSE	2
ALX4	60529	human	TRUE	0	0	FALSE	FALSE	2
ARL6IP5	10550	human	FALSE	0	0	FALSE	FALSE	2
ATOH7	220202	human	TRUE	0	0	FALSE	FALSE	2
BATF2	116071	human	TRUE	0	0	FALSE	FALSE	2
BATF3	55509	human	TRUE	0	0	FALSE	FALSE	2
BCL6B	255877	human	TRUE	0	0	FALSE	FALSE	2
BHLHA15	168620	human	TRUE	0	0	FALSE	FALSE	2
BIRC2	329	human	FALSE	0	0	FALSE	FALSE	2
BRPF1	7862	human	FALSE	0	0	FALSE	FALSE	2
BUB3	9184	human	FALSE	0	0	FALSE	FALSE	2
CARF	79800	human	TRUE	0	0	FALSE	FALSE	2
CCAR1	55749	human	FALSE	0	0	FALSE	FALSE	2
CDC5L	988	human	TRUE	0	0	FALSE	FALSE	2
CDCA7L	55536	human	FALSE	0	0	FALSE	FALSE	2
CNOT8	9337	human	FALSE	0	0	FALSE	FALSE	2
CPEB1	64506	human	TRUE	0	0	FALSE	FALSE	2
CRABP2	1382	human	FALSE	0	0	FALSE	FALSE	2
CTR9	9646	human	FALSE	0	0	FALSE	FALSE	2
CUZD1	50624	human	FALSE	0	0	FALSE	FALSE	2
CXXC1	30827	human	TRUE	0	0	FALSE	FALSE	2
DDX58	23586	human	FALSE	0	0	FALSE	FALSE	2
DMRT2	10655	human	TRUE	0	0	FALSE	FALSE	2
DPF3	8110	human	TRUE	0	0	FALSE	FALSE	2
ECD	11319	human	FALSE	0	0	FALSE	FALSE	2
EDF1	8721	human	FALSE	0	0	FALSE	FALSE	2
ESX1	80712	human	TRUE	0	0	FALSE	FALSE	2
ETV7	51513	human	TRUE	0	0	FALSE	FALSE	2
FOXJ3	22887	human	TRUE	0	0	FALSE	FALSE	2
FOXK1	221937	human	TRUE	0	0	FALSE	FALSE	2
FXR1	8087	human	FALSE	0	0	FALSE	FALSE	2
G3BP1	10146	human	FALSE	0	0	FALSE	FALSE	2
GATA5	140628	human	TRUE	0	0	FALSE	FALSE	2
GCFC2	6936	human	FALSE	0	0	FALSE	FALSE	2
GLIS3	169792	human	TRUE	0	0	FALSE	FALSE	2
GTF2A1	2957	human	FALSE	0	0	FALSE	FALSE	2
GTF2F1	2962	human	FALSE	0	0	FALSE	FALSE	2
H19	283120	human	FALSE	0	0	FALSE	FALSE	2
H2AFY	9555	human	FALSE	0	0	FALSE	FALSE	2
H3F3A	3020	human	FALSE	0	0	FALSE	FALSE	2
HAVCR2	84868	human	FALSE	0	0	FALSE	FALSE	2
HES4	57801	human	TRUE	0	0	FALSE	FALSE	2
HES7	84667	human	TRUE	0	0	FALSE	FALSE	2
HINFP	25988	human	TRUE	0	0	FALSE	FALSE	2
HIST4H4	121504	human	FALSE	0	0	FALSE	FALSE	2
HLX	3142	human	TRUE	0	0	FALSE	FALSE	2
HMG20B	10362	human	TRUE	0	0	FALSE	FALSE	2
HNRNPR	10236	human	FALSE	0	0	FALSE	FALSE	2
HOPX	84525	human	FALSE	0	0	FALSE	FALSE	2
HOXB9	3219	human	TRUE	0	0	FALSE	FALSE	2
HOXC4	3221	human	TRUE	0	0	FALSE	FALSE	2
HOXC6	3223	human	TRUE	0	0	FALSE	FALSE	2
HOXD11	3237	human	TRUE	0	0	FALSE	FALSE	2
HOXD8	3234	human	TRUE	0	0	FALSE	FALSE	2
IFIH1	64135	human	FALSE	0	0	FALSE	FALSE	2
IRX3	79191	human	TRUE	0	0	FALSE	FALSE	2
IRX4	50805	human	TRUE	0	0	FALSE	FALSE	2
ISX	91464	human	TRUE	0	0	FALSE	FALSE	2
JMJD6	23210	human	FALSE	0	0	FALSE	FALSE	2
KCNH2	3757	human	FALSE	0	0	FALSE	FALSE	2
KDM4D	55693	human	FALSE	0	0	FALSE	FALSE	2
KPNA2	3838	human	FALSE	0	0	FALSE	FALSE	2
LCOR	84458	human	TRUE	0	0	FALSE	FALSE	2
LHX9	56956	human	TRUE	0	0	FALSE	FALSE	2
LITAF	9516	human	FALSE	0	0	FALSE	FALSE	2
MAFF	23764	human	TRUE	0	0	FALSE	FALSE	2
MAPK8	5599	human	FALSE	0	0	FALSE	FALSE	2
MED14	9282	human	FALSE	0	0	FALSE	FALSE	2
MKX	283078	human	TRUE	0	0	FALSE	FALSE	2
MLLT10	8028	human	FALSE	0	0	FALSE	FALSE	2
MXD3	83463	human	TRUE	0	0	FALSE	FALSE	2
MXD4	10608	human	FALSE	0	0	FALSE	FALSE	2
MYSM1	114803	human	TRUE	0	0	FALSE	FALSE	2
MYT1	4661	human	TRUE	0	0	FALSE	FALSE	2
NEUROD4	58158	human	TRUE	0	0	FALSE	FALSE	2
NKRF	55922	human	TRUE	0	0	FALSE	FALSE	2
NKX2-3	159296	human	TRUE	0	0	FALSE	FALSE	2
NKX2-8	26257	human	TRUE	0	0	FALSE	FALSE	2
NR6A1	2649	human	TRUE	0	0	FALSE	FALSE	2
OSR2	116039	human	TRUE	0	0	FALSE	FALSE	2
OVOL1	5017	human	TRUE	0	0	FALSE	FALSE	2
PBX4	80714	human	TRUE	0	0	FALSE	FALSE	2
PHF10	55274	human	FALSE	0	0	FALSE	FALSE	2
PLCG1	5335	human	FALSE	0	0	FALSE	FALSE	2
PNN	5411	human	FALSE	0	0	FALSE	FALSE	2
PRDM10	56980	human	TRUE	0	0	FALSE	FALSE	2
PUF60	22827	human	FALSE	0	0	FALSE	FALSE	2
QSOX1	5768	human	FALSE	0	0	FALSE	FALSE	2
RBCK1	10616	human	TRUE	0	0	FALSE	FALSE	2
REPIN1	29803	human	TRUE	0	0	FALSE	FALSE	2
RPS6KA5	9252	human	FALSE	0	0	FALSE	FALSE	2
RXRG	6258	human	TRUE	0	0	FALSE	FALSE	2
SALL2	6297	human	TRUE	0	0	FALSE	FALSE	2
SIM1	6492	human	TRUE	0	0	FALSE	FALSE	2
SIRT5	23408	human	FALSE	0	0	FALSE	FALSE	2
SIX4	51804	human	TRUE	0	0	FALSE	FALSE	2
SNAI3	333929	human	TRUE	0	0	FALSE	FALSE	2
SNIP1	79753	human	FALSE	0	0	FALSE	FALSE	2
SOX14	8403	human	TRUE	0	0	FALSE	FALSE	2
SP5	389058	human	TRUE	0	0	FALSE	FALSE	2
SRRT	51593	human	FALSE	0	0	FALSE	FALSE	2
STAB1	23166	human	FALSE	0	0	FALSE	FALSE	2
TAF4B	6875	human	FALSE	0	0	FALSE	FALSE	2
TAF5	6877	human	FALSE	0	0	FALSE	FALSE	2
TARDBP	23435	human	FALSE	0	0	FALSE	FALSE	2
TBPL1	9519	human	TRUE	0	0	FALSE	FALSE	2
TBX18	9096	human	TRUE	0	0	FALSE	FALSE	2
TCFL5	10732	human	TRUE	0	0	FALSE	FALSE	2
TCP1	6950	human	FALSE	0	0	FALSE	FALSE	2
TFAP2E	339488	human	TRUE	0	0	FALSE	FALSE	2
TFCP2L1	29842	human	TRUE	0	0	FALSE	FALSE	2
TFDP3	51270	human	TRUE	0	0	FALSE	FALSE	2
THRAP3	9967	human	FALSE	0	0	FALSE	FALSE	2
TIAL1	7073	human	FALSE	0	0	FALSE	FALSE	2
TLX2	3196	human	TRUE	0	0	FALSE	FALSE	2
TOP2A	7153	human	FALSE	0	0	FALSE	FALSE	2
TRIM13	10206	human	FALSE	0	0	FALSE	FALSE	2
TRIM16	10626	human	FALSE	0	0	FALSE	FALSE	2
TRIM32	22954	human	FALSE	0	0	FALSE	FALSE	2
TRIP6	7205	human	FALSE	0	0	FALSE	FALSE	2
UBP1	7342	human	TRUE	0	0	FALSE	FALSE	2
UPF2	26019	human	FALSE	0	0	FALSE	FALSE	2
VAV1	7409	human	FALSE	0	0	FALSE	FALSE	2
VENTX	27287	human	TRUE	0	0	FALSE	FALSE	2
VSX1	30813	human	TRUE	0	0	FALSE	FALSE	2
ZBED6	100381270	human	TRUE	0	0	FALSE	FALSE	2
ZBTB3	79842	human	TRUE	0	0	FALSE	FALSE	2
ZBTB32	27033	human	TRUE	0	0	FALSE	FALSE	2
ZBTB38	253461	human	TRUE	0	0	FALSE	FALSE	2
ZFAT	57623	human	TRUE	0	0	FALSE	FALSE	2
ZNF175	7728	human	TRUE	0	0	FALSE	FALSE	2
ZNF205	7755	human	TRUE	0	0	FALSE	FALSE	2
ZNF219	51222	human	TRUE	0	0	FALSE	FALSE	2
ZNF239	8187	human	TRUE	0	0	FALSE	FALSE	2
ZNF263	10127	human	TRUE	0	0	FALSE	FALSE	2
ZNF322	79692	human	TRUE	0	0	FALSE	FALSE	2
ZNRD1	30834	human	FALSE	0	0	FALSE	FALSE	2
ZSCAN10	84891	human	TRUE	0	0	FALSE	FALSE	2
ACTRT1	139741	human	FALSE	0	0	FALSE	FALSE	1
ALX1	8092	human	TRUE	0	0	FALSE	FALSE	1
ALX3	257	human	TRUE	0	0	FALSE	FALSE	1
APOE	348	human	FALSE	0	0	FALSE	FALSE	1
BARX1	56033	human	TRUE	0	0	FALSE	FALSE	1
BBX	56987	human	TRUE	0	0	FALSE	FALSE	1
BCHE	590	human	FALSE	0	0	FALSE	FALSE	1
BCL9	607	human	FALSE	0	0	FALSE	FALSE	1
BNC2	54796	human	TRUE	0	0	FALSE	FALSE	1
BRF2	55290	human	FALSE	0	0	FALSE	FALSE	1
BTF3	689	human	FALSE	0	0	FALSE	FALSE	1
CBX2	84733	human	TRUE	0	0	FALSE	FALSE	1
CBX6	23466	human	FALSE	0	0	FALSE	FALSE	1
CD7	924	human	FALSE	0	0	FALSE	FALSE	1
CDH5	1003	human	FALSE	0	0	FALSE	FALSE	1
CORO2A	7464	human	FALSE	0	0	FALSE	FALSE	1
CREB5	9586	human	TRUE	0	0	FALSE	FALSE	1
CREBRF	153222	human	FALSE	0	0	FALSE	FALSE	1
CREBZF	58487	human	TRUE	0	0	FALSE	FALSE	1
CREG1	8804	human	FALSE	0	0	FALSE	FALSE	1
CSNK2B	1460	human	FALSE	0	0	FALSE	FALSE	1
CTF1	1489	human	FALSE	0	0	FALSE	FALSE	1
CXXC5	51523	human	TRUE	0	0	FALSE	FALSE	1
CYTH3	9265	human	FALSE	0	0	FALSE	FALSE	1
DACH2	117154	human	TRUE	0	0	FALSE	FALSE	1
DDX54	79039	human	FALSE	0	0	FALSE	FALSE	1
DEDD	9191	human	FALSE	0	0	FALSE	FALSE	1
DENND4A	10260	human	FALSE	0	0	FALSE	FALSE	1
DLAT	1737	human	FALSE	0	0	FALSE	FALSE	1
DMRTA1	63951	human	TRUE	0	0	FALSE	FALSE	1
DMRTB1	63948	human	TRUE	0	0	FALSE	FALSE	1
DNAJC2	27000	human	FALSE	0	0	FALSE	FALSE	1
DNTTIP1	116092	human	TRUE	0	0	FALSE	FALSE	1
DPF1	8193	human	TRUE	0	0	FALSE	FALSE	1
DPRX	503834	human	TRUE	0	0	FALSE	FALSE	1
DTX1	1840	human	FALSE	0	0	FALSE	FALSE	1
DUXA	503835	human	TRUE	0	0	FALSE	FALSE	1
EEA1	8411	human	TRUE	0	0	FALSE	FALSE	1
EIF1	10209	human	FALSE	0	0	FALSE	FALSE	1
ELANE	1991	human	FALSE	0	0	FALSE	FALSE	1
ELL3	80237	human	FALSE	0	0	FALSE	FALSE	1
ELP2	55250	human	FALSE	0	0	FALSE	FALSE	1
EMG1	10436	human	FALSE	0	0	FALSE	FALSE	1
ENOPH1	58478	human	FALSE	0	0	FALSE	FALSE	1
EPC1	80314	human	FALSE	0	0	FALSE	FALSE	1
