DTRI_ID	Experiment_ID	TF_Symbol_Human	Target_Symbol_Human	Experiment_Type	Method	TF_Source_Type
tri_19893	exp_0678	MEF2C	CALR	binding	emsa	unknown
tri_19895	exp_2610	MEF2C	CKM	binding	emsa	primary_tissue
tri_19896	exp_2865	MEF2C	DLX5	binding	emsa	unknown
tri_19897	exp_2868	MEF2C	DLX6	binding	emsa	unknown
tri_19904	exp_2831	MEF2C	MYH1	binding	emsa	cell_line
tri_19905	exp_2915	MEF2C	MYOG	binding	chip	not_applicable
tri_19906	exp_2890	MEF2C	MYOM1	binding	emsa	cell_line
tri_19907	exp_2893	MEF2C	MYOM2	binding	emsa	cell_line
tri_22792	exp_2719	AHR	EREG	binding	chip	not_applicable
tri_22793	exp_1928	AHR	FLG	binding	chip	not_applicable
tri_22794	exp_0663	AHR	NFE2L2	binding	chip	not_applicable
tri_22795	exp_0205	AHR	NCF1	binding	chip	not_applicable
tri_22795	exp_0206	AHR	NCF1	binding	emsa	cell_line
tri_22797	exp_2271	AHR	SLC7A5	binding	chip	not_applicable
tri_22798	exp_1997	AHR	CBR1	binding	emsa	cell_line
tri_23023	exp_3523	MEF2C	HCN4	binding	emsa	unknown
tri_23024	exp_2312	MEF2C	OLFM4	binding	chip	not_applicable
tri_23026	exp_0323	MEF2C	PTP4A3	binding	chip	not_applicable
tri_23026	exp_0324	MEF2C	PTP4A3	binding	emsa	cell_line
tri_23028	exp_2702	MEF2C	SMYD1	binding	emsa	cell_line
tri_23030	exp_3969	MEF2C	JCHAIN	binding	emsa	unknown
tri_23031	exp_2905	MEF2C	TNNI3K	binding	emsa	primary_tissue
tri_23033	exp_1431	MEF2C	BCO1	binding	emsa	cell_line
tri_23037	exp_3961	MEF2C	SLC2A4	binding	emsa	primary_tissue
tri_23038	exp_1080	MEF2C	MMP20	binding	chip	not_applicable
tri_23038	exp_1081	MEF2C	MMP20	binding	emsa	cell_line
tri_02241	exp_3210	HES1	ASCL1	binding	chip	not_applicable
tri_02241	exp_2946	HES1	ASCL1	binding	chip	not_applicable
tri_06809	exp_2009	HES1	CDKN1C	binding	chip	not_applicable
tri_06809	exp_3695	HES1	CDKN1C	binding	chip	not_applicable
tri_09537	exp_1375	HES1	E2F1	binding	emsa	unknown
tri_13927	exp_1703	HES1	MAP2	binding	chip	not_applicable
tri_13927	exp_1704	HES1	MAP2	binding	chip	not_applicable
tri_22968	exp_1103	HES1	COL1A1	binding	chip	not_applicable
tri_22968	exp_1101	HES1	COL1A1	binding	chip	not_applicable
tri_22969	exp_1104	HES1	COL1A2	binding	chip	not_applicable
tri_22969	exp_1102	HES1	COL1A2	binding	chip	not_applicable
tri_22971	exp_1733	HES1	DTX1	binding	chip	not_applicable
tri_22971	exp_1734	HES1	DTX1	binding	emsa	cell_line
tri_22972	exp_2169	HES1	FLT3	binding	chip	not_applicable
tri_22973	exp_1336	HES1	GAA	binding	emsa	unknown
tri_22974	exp_3744	HES1	BBC3	binding	chip	not_applicable
tri_22976	exp_3042	HES1	HES1	binding	chip	not_applicable
tri_22978	exp_1982	HES1	MIR199B	binding	chip	not_applicable
tri_22978	exp_1983	HES1	MIR199B	binding	chip	not_applicable
tri_22980	exp_1939	HES1	ATOH1	binding	chip	not_applicable
tri_22982	exp_2146	HES1	BNIP3	binding	chip	not_applicable
tri_00899	exp_2652	GATA2	IL13	binding	emsa	unknown
tri_02156	exp_1728	GATA2	HCRTR2	binding	chip	not_applicable
tri_02157	exp_1630	GATA2	MYC	binding	chip	not_applicable
tri_02160	exp_0185	GATA2	RNASE2	binding	chip	not_applicable
tri_02160	exp_0187	GATA2	RNASE2	binding	emsa	cell_line
tri_02161	exp_0173	GATA2	WT1	binding	chip	not_applicable
tri_02161	exp_0174	GATA2	WT1	binding	emsa	cell_line
tri_03068	exp_3172	SRF	ACTA2	binding	chip	not_applicable
tri_03068	exp_2381	SRF	ACTA2	binding	emsa	unknown
tri_03069	exp_2725	SRF	EGR1	binding	emsa	cell_line
tri_06715	exp_0427	GATA2	MS4A2	binding	chip	not_applicable
tri_06715	exp_0428	GATA2	MS4A2	binding	emsa	unknown
tri_07460	exp_0809	REST	BSX	binding	chip	not_applicable
tri_07495	exp_0421	GATA2	FCER1A	binding	chip	not_applicable
tri_08114	exp_1343	SRF	ACTC1	binding	emsa	unknown
tri_11774	exp_2640	REST	OPRM1	binding	chip	not_applicable
tri_11774	exp_2641	REST	OPRM1	binding	emsa	cell_line
tri_13625	exp_2845	GATA2	TSHB	binding	chip	not_applicable
tri_13625	exp_3038	GATA2	TSHB	binding	emsa	cell_line
tri_16331	exp_2913	REST	BDNF	binding	chip	not_applicable
tri_16332	exp_3434	REST	CACNA1H	binding	chip	not_applicable
tri_16338	exp_0277	REST	DYRK1A	binding	chip	not_applicable
tri_16338	exp_0278	REST	DYRK1A	binding	emsa	cell_line
tri_16340	exp_1361	REST	GJD2	binding	emsa	cell_line
tri_16343	exp_1411	REST	KCNN4	binding	emsa	cell_line
tri_16343	exp_1410	REST	KCNN4	binding	emsa	cell_line
tri_16351	exp_0377	REST	STAT1	binding	chip	not_applicable
tri_16351	exp_0378	REST	STAT1	binding	chip	not_applicable
tri_17267	exp_3212	SRF	TAGLN	binding	chip	not_applicable
tri_17267	exp_2468	SRF	TAGLN	binding	emsa	cell_line
tri_21172	exp_2687	REST	GRIN2B	binding	emsa	primary_cell
tri_21173	exp_3659	REST	NPAS4	binding	chip	not_applicable
tri_21173	exp_3658	REST	NPAS4	binding	chip	not_applicable
tri_21897	exp_0902	SRF	KCNMB1	binding	chip	not_applicable
tri_21897	exp_0903	SRF	KCNMB1	binding	emsa	unknown
tri_21899	exp_3213	SRF	MYH11	binding	chip	not_applicable
tri_21899	exp_3959	SRF	MYH11	binding	emsa	primary_tissue
tri_21900	exp_0717	SRF	MYLK	binding	emsa	cell_line
tri_21900	exp_0719	SRF	MYLK	binding	emsa	cell_line
tri_21900	exp_0718	SRF	MYLK	binding	emsa	primary_cell
tri_21901	exp_3588	SRF	MYOD1	binding	chip	not_applicable
tri_22877	exp_2278	GATA2	MICA	binding	chip	not_applicable
tri_22880	exp_3839	GATA2	DIO2	binding	chip	not_applicable
tri_22881	exp_0943	GATA2	KIT	binding	chip	not_applicable
tri_22881	exp_3844	GATA2	KIT	binding	chip	not_applicable
tri_22881	exp_0945	GATA2	KIT	binding	emsa	unknown
tri_22883	exp_1490	GATA2	PDE9A	binding	chip	not_applicable
tri_22884	exp_0339	GATA2	TP53	binding	chip	not_applicable
tri_22884	exp_0342	GATA2	TP53	binding	emsa	cell_line
tri_23209	exp_2584	REST	HTR1A	binding	emsa	unknown
tri_23210	exp_0885	REST	NEFM	binding	chip	not_applicable
tri_23211	exp_0882	REST	NEFH	binding	chip	not_applicable
tri_23212	exp_2689	REST	NTRK3	binding	emsa	cell_line
tri_23213	exp_0888	REST	INA	binding	chip	not_applicable
tri_23289	exp_1047	SRF	EGR3	binding	chip	not_applicable
tri_23289	exp_1048	SRF	EGR3	binding	emsa	cell_line
tri_23290	exp_3460	SRF	FOSB	binding	chip	not_applicable
tri_23291	exp_3186	SRF	ANK1	binding	emsa	cell_line
tri_23293	exp_0233	SRF	ZC3H12A	binding	chip	not_applicable
tri_23293	exp_0234	SRF	ZC3H12A	binding	emsa	cell_line
tri_00702	exp_0879	MAF	IL10	binding	chip	not_applicable
tri_00702	exp_0880	MAF	IL10	binding	emsa	primary_cell
tri_00753	exp_2790	MAF	IL4	binding	chip	not_applicable
tri_01532	exp_2877	PAX5	CD19	binding	chip	not_applicable
tri_01566	exp_0965	PAX5	CSF1R	binding	chip	not_applicable
tri_01566	exp_1430	PAX5	CSF1R	binding	chip	not_applicable
tri_01566	exp_0966	PAX5	CSF1R	binding	emsa	primary_cell
tri_01744	exp_3450	TCF3	not_applicable	binding	chip	not_applicable
tri_01744	exp_3313	TCF3	not_applicable	binding	emsa	cell_line
tri_01744	exp_3451	TCF3	not_applicable	binding	emsa	cell_line
tri_04006	exp_2488	PAX5	RAG2	binding	chip	not_applicable
tri_04006	exp_2489	PAX5	RAG2	binding	emsa	unknown
tri_05653	exp_2882	PAX5	CR2	binding	chip	not_applicable
tri_05656	exp_2884	PAX5	FCER2	binding	chip	not_applicable
tri_05658	exp_2886	TCF3	FCER2	binding	chip	not_applicable
tri_11812	exp_1313	TCF3	VPREB1	binding	emsa	unknown
tri_15667	exp_3967	PAX5	BLK	binding	emsa	cell_line
tri_17533	exp_2427	TCF3	CDH1	binding	emsa	unknown
tri_17535	exp_1608	TCF3	CDKN1A	binding	chip	not_applicable
tri_17535	exp_1609	TCF3	CDKN1A	binding	emsa	cell_line
tri_17540	exp_1883	TCF3	RAG1	binding	chip	not_applicable
tri_19829	exp_2743	MAF	CRYAA2	binding	chip	not_applicable
tri_19829	exp_2743	MAF	CRYAA	binding	chip	not_applicable
tri_19830	exp_2743	MAF	CRYAA2	binding	chip	not_applicable
tri_19830	exp_2743	MAF	CRYAA	binding	chip	not_applicable
tri_19833	exp_3397	MAF	MAF	binding	chip	not_applicable
tri_19834	exp_2519	MAF	PDX1	binding	chip	not_applicable
tri_19835	exp_0598	MAF	TP53	binding	emsa	unknown
tri_20722	exp_2495	PAX5	BLNK	binding	emsa	unknown
tri_20723	exp_3972	PAX5	CD72	binding	emsa	cell_line
tri_20724	exp_0753	PAX5	EBF1	binding	chip	not_applicable
tri_20724	exp_0754	PAX5	EBF1	binding	emsa	unknown
tri_20727	exp_3314	PAX5	not_applicable	binding	chip	not_applicable
tri_20730	exp_2921	PAX5	PRDX6	binding	chip	not_applicable
tri_20730	exp_2922	PAX5	PRDX6	binding	emsa	cell_line
tri_22057	exp_2647	TCF3	CCND3	binding	chip	not_applicable
tri_22058	exp_0640	TCF3	CD5	binding	chip	not_applicable
tri_22058	exp_0641	TCF3	CD5	binding	chip	not_applicable
tri_22058	exp_0642	TCF3	CD5	binding	emsa	unknown
tri_22071	exp_2552	TCF3	INSM1	binding	emsa	unknown
tri_22078	exp_0023	TCF3	NR0B2	binding	chip	not_applicable
tri_22078	exp_0024	TCF3	NR0B2	binding	emsa	unknown
tri_23014	exp_2588	MAF	GCG	binding	chip	not_applicable
tri_23015	exp_0105	MAF	ANPEP	binding	chip	not_applicable
tri_23015	exp_0106	MAF	ANPEP	binding	emsa	unknown
tri_23016	exp_2586	MAF	INS	binding	chip	not_applicable
tri_23016	exp_2587	MAF	INS	binding	chip	not_applicable
tri_23017	exp_3791	MAF	IRF4	binding	chip	not_applicable
tri_23018	exp_3007	MAF	G6PC2	binding	chip	not_applicable
tri_23018	exp_3006	MAF	G6PC2	binding	emsa	cell_line
tri_23102	exp_1601	PAX5	FDPS	binding	chip	not_applicable
tri_23103	exp_2175	PAX5	NR1I2	binding	chip	not_applicable
tri_23330	exp_3378	TCF3	LEFTY1	binding	chip	not_applicable
tri_23332	exp_1885	TCF3	RAG2	binding	chip	not_applicable
tri_06821	exp_2569	GLI1	BCL2	binding	emsa	unknown
tri_09338	exp_3953	GLI1	FOXA2	binding	emsa	unknown
tri_09379	exp_3271	GLI1	PTCH1	binding	chip	not_applicable
tri_09379	exp_2613	GLI1	PTCH1	binding	emsa	cell_line
tri_09401	exp_1637	GLI1	SPP1	binding	chip	not_applicable
tri_13690	exp_1096	GLI1	PDGFRA	binding	chip	not_applicable
tri_13695	exp_0092	GLI1	SOX9	binding	chip	not_applicable
tri_13695	exp_0093	GLI1	SOX9	binding	emsa	unknown
tri_19312	exp_3565	GLI1	HAS2	binding	chip	not_applicable
tri_19313	exp_0840	GLI1	NHLH1	binding	emsa	cell_line
tri_22891	exp_3270	GLI1	GLI1	binding	chip	not_applicable
tri_22892	exp_2254	GLI1	BIRC3	binding	chip	not_applicable
tri_22893	exp_0539	GLI1	AQP1	binding	chip	not_applicable
tri_22894	exp_2308	GLI1	NEK2	binding	chip	not_applicable
tri_22895	exp_1066	GLI1	TERT	binding	chip	not_applicable
tri_22896	exp_0293	GLI1	REG4	binding	chip	not_applicable
tri_22896	exp_0294	GLI1	REG4	binding	emsa	cell_line
tri_02643	exp_3951	NEUROD1	SCT	binding	emsa	cell_line
tri_11717	exp_2499	NEUROD1	INS	binding	chip	not_applicable
tri_11718	exp_0666	NEUROD1	NNAT	binding	chip	not_applicable
tri_11719	exp_0636	NEUROD1	PAX6	binding	emsa	cell_line
tri_11720	exp_1315	NEUROD1	PDX1	binding	chip	not_applicable
tri_11722	exp_2551	NEUROD1	INSM1	binding	emsa	unknown
tri_20209	exp_0625	NEUROD1	G6PC2	binding	chip	not_applicable
tri_20210	exp_3311	NEUROD1	INSM2	binding	chip	not_applicable
tri_20213	exp_3546	NEUROD1	ST18	binding	chip	not_applicable
tri_23084	exp_3016	NEUROD1	GNRHR	binding	emsa	cell_line
tri_23084	exp_3015	NEUROD1	GNRHR	binding	emsa	cell_line
tri_23085	exp_0927	NEUROD1	MAFA	binding	chip	not_applicable
tri_23085	exp_0928	NEUROD1	MAFA	binding	emsa	cell_line
tri_23086	exp_1689	NEUROD1	REG3A	binding	emsa	cell_line
tri_23087	exp_0117	NEUROD1	THRB	binding	chip	not_applicable
tri_23087	exp_0118	NEUROD1	THRB	binding	emsa	cell_line
tri_03162	exp_1438	NKX2-1	SFTPB	binding	emsa	unknown
tri_11816	exp_1434	NKX2-1	TG	binding	emsa	unknown
tri_11817	exp_1436	NKX2-1	TPO	binding	emsa	unknown
tri_16537	exp_2129	SATB2	UPF3B	binding	chip	not_applicable
tri_20436	exp_1340	NKX2-1	WNT7B	binding	emsa	cell_line
tri_22845	exp_3681	SATB2	DCC	binding	chip	not_applicable
tri_22846	exp_2286	SATB2	MEIS2	binding	chip	not_applicable
tri_22847	exp_2324	SATB2	MYC	binding	chip	not_applicable
tri_22850	exp_2322	SATB2	BCL2	binding	chip	not_applicable
tri_22851	exp_3385	SATB2	PERP	binding	chip	not_applicable
tri_22852	exp_0842	SATB2	BCL11B	binding	chip	not_applicable
tri_22852	exp_0845	SATB2	BCL11B	binding	chip	not_applicable
tri_22852	exp_0846	SATB2	BCL11B	binding	emsa	primary_tissue
tri_22856	exp_2326	SATB2	NANOG	binding	chip	not_applicable
tri_22857	exp_2288	SATB2	AXIN2	binding	chip	not_applicable
tri_22858	exp_2282	SATB2	PROM1	binding	chip	not_applicable
tri_22859	exp_2284	SATB2	CD44	binding	chip	not_applicable
tri_22861	exp_2576	SATB2	not_applicable	binding	chip	not_applicable
tri_23364	exp_3412	NKX2-1	E2F3	binding	chip	not_applicable
tri_23364	exp_3413	NKX2-1	E2F3	binding	chip	not_applicable
tri_23365	exp_3415	NKX2-1	MET	binding	chip	not_applicable
tri_23365	exp_3416	NKX2-1	MET	binding	chip	not_applicable
tri_23366	exp_1364	NKX2-1	BMP4	binding	emsa	cell_line
tri_23367	exp_3019	NKX2-1	NRP2	binding	chip	not_applicable
tri_23368	exp_3421	NKX2-1	CCNB1	binding	chip	not_applicable
tri_23368	exp_3422	NKX2-1	CCNB1	binding	chip	not_applicable
tri_23369	exp_3418	NKX2-1	CCNB2	binding	chip	not_applicable
tri_23369	exp_3419	NKX2-1	CCNB2	binding	chip	not_applicable
tri_01548	exp_0689	DLX5	RUNX2	binding	chip	not_applicable
tri_01548	exp_1093	DLX5	RUNX2	binding	chip	not_applicable
tri_01548	exp_3662	DLX5	RUNX2	binding	chip	not_applicable
tri_01548	exp_1095	DLX5	RUNX2	binding	emsa	unknown
tri_01548	exp_0691	DLX5	RUNX2	binding	emsa	cell_line
tri_01548	exp_0690	DLX5	RUNX2	binding	emsa	cell_line
tri_01593	exp_1071	ASCL1	DLL4	binding	chip	not_applicable
tri_01593	exp_1072	ASCL1	DLL4	binding	emsa	unknown
tri_01697	exp_3899	ASCL1	EFNA5	binding	emsa	unknown
tri_01769	exp_1331	ASCL1	PCSK6	binding	emsa	unknown
tri_02910	exp_0944	SP1	KIT	binding	chip	not_applicable
tri_02910	exp_0946	SP1	KIT	binding	emsa	unknown
tri_02927	exp_3194	SP1	OPRM1	binding	chip	not_applicable
tri_02927	exp_3195	SP1	OPRM1	binding	emsa	cell_line
tri_12770	exp_2704	DLX5	IBSP	binding	chip	not_applicable
tri_12770	exp_2705	DLX5	IBSP	binding	emsa	cell_line
tri_12773	exp_3083	DLX5	MYC	binding	chip	not_applicable
tri_17046	exp_0084	SP1	SOX9	binding	chip	not_applicable
tri_17046	exp_0085	SP1	SOX9	binding	emsa	cell_line
tri_18387	exp_0874	ASCL1	DLL3	binding	chip	not_applicable
tri_18391	exp_3318	ASCL1	RND3	binding	chip	not_applicable
tri_18718	exp_2649	DLX5	ALPL	binding	emsa	unknown
tri_18721	exp_2909	DLX5	SP7	binding	chip	not_applicable
tri_18721	exp_2908	DLX5	SP7	binding	emsa	unknown
tri_21605	exp_3576	SP1	ACSL4	binding	chip	not_applicable
tri_21605	exp_3577	SP1	ACSL4	binding	emsa	cell_line
tri_21635	exp_2985	SP1	COPS5	binding	chip	not_applicable
tri_21642	exp_1141	SP1	DMD	binding	chip	not_applicable
tri_21642	exp_1140	SP1	DMD	binding	emsa	cell_line
tri_21707	exp_0700	SP1	NECTIN2	binding	chip	not_applicable
tri_21707	exp_0701	SP1	NECTIN2	binding	emsa	cell_line
tri_22778	exp_3254	DLX5	DSPP	binding	emsa	unknown
tri_23046	exp_3012	ASCL1	GNRHR	binding	emsa	cell_line
tri_23046	exp_3011	ASCL1	GNRHR	binding	emsa	cell_line
tri_23047	exp_0760	ASCL1	DLL1	binding	chip	not_applicable
tri_23047	exp_0761	ASCL1	DLL1	binding	emsa	cell_line
tri_23049	exp_3090	ASCL1	INSM1	binding	chip	not_applicable
tri_23051	exp_2055	ASCL1	MGMT	binding	chip	not_applicable
tri_23052	exp_2057	ASCL1	MMP7	binding	chip	not_applicable
tri_11695	exp_0139	LHX2	CGA	binding	emsa	cell_line
tri_14596	exp_0802	LHX2	TSHB	binding	chip	not_applicable
tri_19815	exp_2616	LHX2	OR8A1	binding	emsa	unknown
tri_22962	exp_2955	HOXD13	DACH1	binding	chip	not_applicable
tri_22962	exp_2959	HOXD13	DACH1	binding	chip	not_applicable
tri_22962	exp_2963	HOXD13	DACH1	binding	chip	not_applicable
tri_22963	exp_2957	HOXD13	FBN1	binding	chip	not_applicable
tri_22963	exp_2961	HOXD13	FBN1	binding	chip	not_applicable
tri_22963	exp_2965	HOXD13	FBN1	binding	chip	not_applicable
tri_22964	exp_2956	HOXD13	BARX1	binding	chip	not_applicable
tri_22964	exp_2960	HOXD13	BARX1	binding	chip	not_applicable
tri_22964	exp_2964	HOXD13	BARX1	binding	chip	not_applicable
tri_22965	exp_2954	HOXD13	HAND2	binding	chip	not_applicable
tri_22965	exp_2958	HOXD13	HAND2	binding	chip	not_applicable
tri_22965	exp_2962	HOXD13	HAND2	binding	chip	not_applicable
tri_23435	exp_3887	LHX2	BTBD3	binding	chip	not_applicable
tri_23436	exp_0479	LHX2	MSX1	binding	chip	not_applicable
tri_23436	exp_0480	LHX2	MSX1	binding	chip	not_applicable
tri_23436	exp_0481	LHX2	MSX1	binding	emsa	cell_line
tri_23437	exp_0483	LHX2	MSX2	binding	chip	not_applicable
tri_23437	exp_0484	LHX2	MSX2	binding	chip	not_applicable
tri_23437	exp_0485	LHX2	MSX2	binding	emsa	cell_line
tri_23438	exp_0488	LHX2	MYF5	binding	chip	not_applicable
tri_23439	exp_3655	LHX2	PAX6	binding	chip	not_applicable
tri_03689	exp_2522	NFKB1	IRF1	binding	emsa	cell_line
tri_04438	exp_2520	NFKB1	NOS2	binding	emsa	cell_line
tri_04775	exp_3144	RELA	PTGS2	binding	chip	not_applicable
tri_07959	exp_0408	RELA	HSPA1A	binding	chip	not_applicable
tri_07959	exp_0408	RELA	HSPA1B	binding	chip	not_applicable
tri_07959	exp_0406	RELA	HSPA1A	binding	emsa	cell_line
tri_07959	exp_0406	RELA	HSPA1B	binding	emsa	cell_line
tri_07960	exp_0408	RELA	HSPA1A	binding	chip	not_applicable
tri_07960	exp_0408	RELA	HSPA1B	binding	chip	not_applicable
tri_07960	exp_0406	RELA	HSPA1A	binding	emsa	cell_line
tri_07960	exp_0406	RELA	HSPA1B	binding	emsa	cell_line
tri_07961	exp_0409	NFKB1	HSPA1A	binding	chip	not_applicable
tri_07961	exp_0409	NFKB1	HSPA1B	binding	chip	not_applicable
tri_07961	exp_0405	NFKB1	HSPA1A	binding	emsa	cell_line
tri_07961	exp_0405	NFKB1	HSPA1B	binding	emsa	cell_line
tri_07962	exp_0409	NFKB1	HSPA1A	binding	chip	not_applicable
tri_07962	exp_0409	NFKB1	HSPA1B	binding	chip	not_applicable
tri_07962	exp_0405	NFKB1	HSPA1A	binding	emsa	cell_line
tri_07962	exp_0405	NFKB1	HSPA1B	binding	emsa	cell_line
tri_16253	exp_3241	RELA	NRF1	binding	chip	not_applicable
tri_16253	exp_3242	RELA	NRF1	binding	emsa	primary_tissue
tri_20367	exp_2852	NFKB1	MYOZ2	binding	emsa	cell_line
tri_06306	exp_0407	NFYA	HSPA1A	binding	chip	not_applicable
tri_06306	exp_0407	NFYA	HSPA1B	binding	chip	not_applicable
tri_06306	exp_0402	NFYA	HSPA1A	binding	emsa	cell_line
tri_06306	exp_0402	NFYA	HSPA1B	binding	emsa	cell_line
tri_07958	exp_0407	NFYA	HSPA1A	binding	chip	not_applicable
tri_07958	exp_0407	NFYA	HSPA1B	binding	chip	not_applicable
tri_07958	exp_0402	NFYA	HSPA1A	binding	emsa	cell_line
tri_07958	exp_0402	NFYA	HSPA1B	binding	emsa	cell_line
tri_20414	exp_2837	NFYA	CLDN11	binding	chip	not_applicable
tri_00900	exp_2654	GATA1	IL13	binding	emsa	unknown
tri_02147	exp_0183	GATA1	WT1	binding	chip	not_applicable
tri_02147	exp_0182	GATA1	WT1	binding	emsa	cell_line
tri_06716	exp_0431	GATA1	MS4A2	binding	emsa	unknown
tri_07494	exp_0423	GATA1	FCER1A	binding	chip	not_applicable
tri_13584	exp_1906	GATA1	COPS5	binding	chip	not_applicable
tri_22876	exp_2835	GATA1	CLDN11	binding	chip	not_applicable
tri_22876	exp_2836	GATA1	CLDN11	binding	emsa	cell_line
tri_00960	exp_3325	NFE2L2	IL10	binding	chip	not_applicable
tri_00960	exp_3327	NFE2L2	IL10	binding	chip	not_applicable
tri_01301	exp_0348	GATA4	FGF10	binding	emsa	cell_line
tri_02714	exp_1729	POU2F1	HCRTR2	binding	chip	not_applicable
tri_04728	exp_1742	NFE2L2	CFTR	binding	chip	not_applicable
tri_04729	exp_1745	NFE2L2	NQO1	binding	chip	not_applicable
tri_05649	exp_2878	POU2F1	CR2	binding	chip	not_applicable
tri_06157	exp_1450	TAL1	NFE2	binding	chip	not_applicable
tri_06157	exp_1451	TAL1	NFE2	binding	chip	not_applicable
tri_06819	exp_0290	GLI2	XIAP	binding	chip	not_applicable
tri_06819	exp_0291	GLI2	XIAP	binding	emsa	cell_line
tri_09459	exp_4043	GLI2	FGF19	binding	emsa	unknown
tri_11835	exp_2781	SALL4	POU5F1	binding	chip	not_applicable
tri_11835	exp_2782	SALL4	POU5F1	binding	chip	not_applicable
tri_16522	exp_2034	SALL4	HOXA9	binding	chip	not_applicable
tri_16523	exp_2032	SALL4	PTEN	binding	chip	not_applicable
tri_18434	exp_1000	BCL11A	FRZB	binding	chip	not_applicable
tri_19270	exp_2626	GATA4	MEF2C	binding	emsa	unknown
tri_19316	exp_3346	GLI2	ASCL1	binding	chip	not_applicable
tri_20261	exp_0248	NFE2L2	ABCC4	binding	chip	not_applicable
tri_20261	exp_0249	NFE2L2	ABCC4	binding	emsa	cell_line
tri_20884	exp_2978	POU2F1	ALDH3A1	binding	chip	not_applicable
tri_20884	exp_2977	POU2F1	ALDH3A1	binding	emsa	cell_line
tri_21980	exp_2722	TAL1	CCND1	binding	chip	not_applicable
tri_22885	exp_1714	GATA4	CYP2C9	binding	emsa	cell_line
tri_22886	exp_2943	GATA4	MUC2	binding	chip	not_applicable
tri_22887	exp_2839	GATA4	CLDN11	binding	chip	not_applicable
tri_22888	exp_2383	GATA4	ACTA2	binding	emsa	unknown
tri_22889	exp_3710	GATA4	SGCA	binding	chip	not_applicable
tri_22897	exp_3525	GLI2	GAST	binding	chip	not_applicable
tri_22899	exp_2310	GLI2	NEK2	binding	chip	not_applicable
tri_22901	exp_0411	GLI2	TERT	binding	chip	not_applicable
tri_23090	exp_1805	NFE2L2	ATF4	binding	chip	not_applicable
tri_23168	exp_2082	BCL11A	HBB	binding	chip	not_applicable
tri_23169	exp_2080	BCL11A	HBE1	binding	chip	not_applicable
tri_23170	exp_2078	BCL11A	HBG1	binding	chip	not_applicable
tri_23171	exp_2076	BCL11A	HBG2	binding	chip	not_applicable
tri_23172	exp_2150	BCL11A	ID3	binding	chip	not_applicable
tri_23173	exp_2153	BCL11A	TCF4	binding	chip	not_applicable
tri_23176	exp_3936	POU2F1	ZFP42	binding	emsa	cell_line
tri_23177	exp_3265	POU2F1	ISL1	binding	chip	not_applicable
tri_23177	exp_3264	POU2F1	ISL1	binding	emsa	cell_line
tri_23201	exp_4066	SALL4	SOX17	binding	chip	not_applicable
tri_23202	exp_4068	SALL4	SOX2	binding	chip	not_applicable
tri_23203	exp_2030	SALL4	RUNX1	binding	chip	not_applicable
tri_23320	exp_1446	TAL1	PTPRU	binding	chip	not_applicable
tri_23321	exp_0031	TAL1	GYPA	binding	chip	not_applicable
tri_23321	exp_0032	TAL1	GYPA	binding	emsa	cell_line
tri_23323	exp_1448	TAL1	RPS3A	binding	chip	not_applicable
tri_00680	exp_2656	JUN	IL13	binding	emsa	unknown
tri_01619	exp_0197	KLF4	NANOG	binding	chip	not_applicable
tri_01619	exp_0198	KLF4	NANOG	binding	emsa	cell_line
tri_01783	exp_2707	RUNX2	IBSP	binding	chip	not_applicable
tri_01783	exp_2708	RUNX2	IBSP	binding	emsa	cell_line
tri_04076	exp_3142	JUN	MMP13	binding	chip	not_applicable
tri_06678	exp_0312	KLF4	CDKN2B	binding	chip	not_applicable
tri_06680	exp_0314	KLF4	CDH1	binding	chip	not_applicable
tri_07525	exp_2826	RUNX2	FGF18	binding	chip	not_applicable
tri_10883	exp_3444	NR2F2	NRP1	binding	chip	not_applicable
tri_13108	exp_2127	ERG	TMPRSS2	binding	chip	not_applicable
tri_13111	exp_2125	ERG	WNT11	binding	chip	not_applicable
tri_14714	exp_3146	MEIS1	SOX3	binding	emsa	cell_line
tri_15496	exp_3616	NR2F2	HEY2	binding	chip	not_applicable
tri_19690	exp_0709	JUN	NECTIN2	binding	chip	not_applicable
tri_19690	exp_0710	JUN	NECTIN2	binding	emsa	cell_line
tri_19758	exp_2769	KLF4	LEFTY1	binding	chip	not_applicable
tri_19758	exp_2770	KLF4	LEFTY1	binding	emsa	cell_line
tri_19871	exp_0963	MECP2	FXYD1	binding	chip	not_applicable
tri_19881	exp_3600	MECP2	SLC2A3	binding	chip	not_applicable
tri_20706	exp_3293	PAX3	HES1	binding	chip	not_applicable
tri_20706	exp_3294	PAX3	HES1	binding	chip	not_applicable
tri_20706	exp_3295	PAX3	HES1	binding	emsa	cell_line
tri_20713	exp_3289	PAX3	NEUROG2	binding	chip	not_applicable
tri_20713	exp_3290	PAX3	NEUROG2	binding	chip	not_applicable
tri_20713	exp_3291	PAX3	NEUROG2	binding	emsa	cell_line
tri_21239	exp_0892	RUNX2	LEF1	binding	chip	not_applicable
tri_21239	exp_0893	RUNX2	LEF1	binding	emsa	unknown
tri_22811	exp_2117	ERG	LEF1	binding	chip	not_applicable
tri_22812	exp_2119	ERG	WNT1	binding	chip	not_applicable
tri_22813	exp_2121	ERG	WNT2	binding	chip	not_applicable
tri_22814	exp_2123	ERG	WNT3	binding	chip	not_applicable
