DTRI_ID	TF_Symbol_Human	Target_Symbol_Human	PubMed_IDs	Databases
tri_11520	ARNT	PHF21A	20061373	TFe
tri_11521	ARNT	PPME1	20061373	TFe
tri_11522	ARNT	PDGFB	20061373	TFe
tri_11523	ARNT	YPEL5	20061373	TFe
tri_11524	ARNT	PDK3	20061373	TFe
tri_11525	ARNT	PFKFB3	20061373	TFe
tri_11526	ARNT	PFKP	20061373	TFe
tri_11527	ARNT	PGAM1	20061373	TFe
tri_11528	ARNT	PIM1	20061373	TFe
tri_11529	ARNT	PLOD1	20061373	TFe
tri_11530	ARNT	PLOD2	20061373	TFe
tri_11531	ARNT	DDIT4	20061373, 11884613	TFe
tri_11532	ARNT	EGLN1	15563275, 20061373	TFe
tri_11533	ARNT	PPP1R3C	20061373	TFe
tri_11534	ARNT	TMEM45A	20061373	TFe
tri_11535	ARNT	SLC25A36	20061373	TFe
tri_11536	ARNT	PPP5C	15328343	TFe
tri_11537	ARNT	YEATS2	20061373	TFe
tri_11538	ARNT	PAG1	20061373	TFe
tri_11539	ARNT	RRAGD	20061373	TFe
tri_11540	ARNT	BCKDHA	20061373	TFe
tri_11541	ARNT	PLEKHA2	20061373	TFe
tri_11542	ARNT	RLF	20061373	TFe
tri_11543	ARNT	AVPI1	20061373	TFe
tri_11544	ARNT	RORA	20061373	TFe
tri_11545	ARNT	SCN1A	20061373	TFe
tri_11546	ARNT	SIAH2	20061373	TFe
tri_11547	ARNT	BNIP3	12879018, 20061373	TFe
tri_11548	ARNT	BNIP3L	20061373	TFe
tri_11549	ARNT	STC1	20061373	TFe
tri_11550	ARNT	BTG1	20061373	TFe
tri_11551	ARNT	TERT	17699105, 15199161	TFe
tri_11552	ARNT	TF	9242677	TFe
tri_11553	ARNT	TFF3	11342587	TFe
tri_11554	ARNT	TFRC	10446187	TFe
tri_11555	ARNT	KLF10	20061373	TFe
tri_11556	ARNT	TNFAIP3	20061373	TFe
tri_11557	ARNT	TPD52	20061373	TFe
tri_11558	ARNT	HSP90B1	15620698	TFe
tri_11559	ARNT	TRPC1	20061373	TFe
tri_11560	ARNT	CYP2S1	17277313	TFe
tri_11561	ARNT	VEGFB	20061373	TFe
tri_11562	ARNT	CA9	15184875, 20061373, 22387692	TFe, TRRUST
tri_11563	ARNT	DDR1	20061373	TFe
tri_11564	ARNT	CXCR4	13679920, 20061373	TFe
tri_11565	ARNT	BHLHE41	12354771	TFe
tri_11566	ARNT	NR4A3	20061373	TFe
tri_11567	ARNT	APOLD1	20061373	TFe
tri_11568	ARNT	SFXN3	20061373	TFe
tri_11569	ARNT	TCEAL3	20061373	TFe
tri_11570	ARNT	KLF7	20061373	TFe
tri_11571	ARNT	STC2	20061373	TFe
tri_11572	ARNT	P4HA2	20061373	TFe
tri_11573	ARNT	BRSK2	20061373	TFe
tri_11574	ARNT	ABCG2	15044468	TFe
tri_11575	ARNT	PCYT1B	20061373	TFe
tri_11576	ARNT	PLCH2	20061373	TFe
tri_12102	ARNT	AHR	18540824	TRRUST
tri_12103	ARNT	BRCA1	16567799	TRRUST
tri_12104	ARNT	CCNE1	21544813	TRRUST
tri_12105	ARNT	CDK2	21544813	TRRUST
tri_12106	ARNT	CTSD	9611253	TRRUST
tri_12107	ARNT	EGLN2	15178343	TRRUST
tri_12108	ARNT	ESR1	17991765	TRRUST
tri_12109	ARNT	FOS	21544813	TRRUST
tri_12110	ARNT	GAD1	18335162	TRRUST
tri_12111	ARNT	HIF1A	14764593	TRRUST
tri_12112	ARNT	JUN	21544813	TRRUST
tri_12113	ARNT	MFSD2A	21736709	TRRUST
tri_12114	ARNT	RELB	17900530	TRRUST
tri_18372	ARNT	ATXN3	15233999	TRRUST
tri_18373	ARNT	E2F2	20573986	TRRUST
tri_18374	ARNT	SIM1	14660629	TRRUST
tri_18375	ARNT	TH	17457889	TRRUST
tri_23009	ARNT	PRDX2	26837221	Current
tri_00002	CEBPD	CCL5	11413310	CytReg
tri_00265	CEBPD	IL6	15158360, 12177065, 19782405	CytReg, InnateDB
tri_00275	CEBPD	CXCL8	8999951	CytReg
tri_00920	CEBPD	IL10	12847250	CytReg
tri_01830	CEBPD	ALOX5AP	12571239	HTRIdb_LC, InnateDB
tri_01831	CEBPD	CFTR	7499410	HTRIdb_LC
tri_01832	CEBPD	GAPDH	12842822	HTRIdb_LC, TRRUST
tri_01833	CEBPD	IGF1	19103645	HTRIdb_LC
tri_01834	CEBPD	PTGS2	10956548, 18820298, 16397300, 21072181, 20506344, 7559624	HTRIdb_LC, InnateDB, TFactS, TRRUST
tri_04000	CEBPD	LCN2	16798734, 19244213	InnateDB
tri_04012	CEBPD	CEBPD	19270711	InnateDB
tri_04013	CEBPD	SERPINB2	19270711	InnateDB
tri_04014	CEBPD	CP	19270711	InnateDB
tri_04015	CEBPD	not_applicable	19270711	InnateDB
tri_04016	CEBPD	HP	19270711	InnateDB
tri_04017	CEBPD	CAMP	19270711	InnateDB
tri_04018	CEBPD	C3	19270711, 8385337	InnateDB, TRRUST
tri_04019	CEBPD	TNFAIP6	19270711, 23028973	InnateDB, TRRUST
tri_04020	CEBPD	CCL3L3	19270711	InnateDB
tri_04021	CEBPD	CXCL3	19270711	InnateDB
tri_04022	CEBPD	F10	19270711	InnateDB
tri_04027	CEBPD	CCRL2	19270711	InnateDB
tri_04028	CEBPD	CLEC4C	19270711	InnateDB
tri_04029	CEBPD	CLEC4E	19270711	InnateDB
tri_04030	CEBPD	CLEC6A	19270711	InnateDB
tri_04031	CEBPD	FCGR3A	19270711	InnateDB
tri_04032	CEBPD	FCGR3B	19270711	InnateDB
tri_04033	CEBPD	FPR1	19270711	InnateDB
tri_04034	CEBPD	HCAR2	19270711	InnateDB
tri_04035	CEBPD	TLR6	19270711	InnateDB
tri_04036	CEBPD	IFIT2	19270711	InnateDB
tri_04037	CEBPD	IFIT3	19270711	InnateDB
tri_04038	CEBPD	IFI16	19270711	InnateDB
tri_04039	CEBPD	GBP2	19270711	InnateDB
tri_04040	CEBPD	PLA2G4A	19270711	InnateDB
tri_04041	CEBPD	HOMER1	19270711	InnateDB
tri_04042	CEBPD	EHD1	19270711	InnateDB
tri_04043	CEBPD	PTPN2	19270711	InnateDB
tri_04044	CEBPD	RFFL	19270711	InnateDB
tri_04045	CEBPD	IFT57	19270711	InnateDB
tri_04046	CEBPD	SLC7A11	19270711	InnateDB
tri_04047	CEBPD	DCLRE1C	19270711	InnateDB
tri_04048	CEBPD	BCL2A1	19270711	InnateDB
tri_04049	CEBPD	ARID5B	19270711	InnateDB
tri_04050	CEBPD	BATF2	19270711	InnateDB
tri_04051	CEBPD	CITED2	19270711	InnateDB
tri_04052	CEBPD	NFKBIZ	19270711	InnateDB
tri_04053	CEBPD	TFEC	19270711	InnateDB
tri_04054	CEBPD	C21orf91	19270711	InnateDB
tri_04055	CEBPD	FNDC3A	19270711	InnateDB
tri_04056	CEBPD	LYRM1	19270711	InnateDB
tri_04057	CEBPD	RNF31	19270711	InnateDB
tri_04058	CEBPD	SLFN12L	19270711	InnateDB
tri_04059	CEBPD	TRIM13	19270711	InnateDB
tri_04104	CEBPD	CRP	11160296	InnateDB
tri_04927	CEBPD	TLR8	20829351	InnateDB
tri_06072	CEBPD	PPARG	20971808, 18619497, 16461934, 10649448	InnateDB, TRRUST
tri_06075	CEBPD	DDIT3	20971808, 22347430	InnateDB, TRRUST
tri_06201	CEBPD	LTF	15588942	InnateDB
tri_06232	CEBPD	SREBF1	19811452	InnateDB
tri_06278	CEBPD	SOD1	20385105	InnateDB, TRRUST
tri_06280	CEBPD	CSF1R	21659508	InnateDB
tri_06281	CEBPD	CYP19A1	18519709, 11994385	InnateDB, TRRUST
tri_06284	CEBPD	EBF1	17060461	InnateDB, TFactS
tri_06286	CEBPD	CEBPA	16461934	InnateDB
tri_06288	CEBPD	RETN	16461934	InnateDB
tri_06291	CEBPD	ADIPOQ	16461934	InnateDB
tri_06294	CEBPD	LEP	16461934, 25889814	InnateDB
tri_06303	CEBPD	TGFBR2	21072181	InnateDB
tri_06304	CEBPD	ESR1	21072181	InnateDB
tri_06305	CEBPD	ZEB1	21072181	InnateDB
tri_06331	CEBPD	CXCR4	21072181	InnateDB
tri_06332	CEBPD	LDLR	21072181	InnateDB
tri_06333	CEBPD	MAFB	21072181	InnateDB
tri_06334	CEBPD	TSLP	21072181	InnateDB
tri_06335	CEBPD	TRPM2	21072181	InnateDB
tri_06336	CEBPD	PGRMC1	21072181	InnateDB
tri_06337	CEBPD	ING4	21072181	InnateDB
tri_06338	CEBPD	CDH12	21072181	InnateDB
tri_06339	CEBPD	TBRG1	21072181	InnateDB
tri_06340	CEBPD	CTNNAL1	21072181	InnateDB
tri_06341	CEBPD	SOX2	21072181	InnateDB
tri_06342	CEBPD	JAG1	21072181	InnateDB
tri_06343	CEBPD	TMBIM6	21072181	InnateDB
tri_06344	CEBPD	TOP2A	21072181	InnateDB
tri_06345	CEBPD	BMP6	21072181	InnateDB
tri_06346	CEBPD	TNFSF10	21072181	InnateDB
tri_06347	CEBPD	SOSTDC1	21072181	InnateDB
tri_06366	CEBPD	LBR	21072181	InnateDB
tri_06367	CEBPD	STRADA	21072181	InnateDB
tri_06368	CEBPD	BCOR	21072181	InnateDB
tri_06369	CEBPD	FRAT1	21072181	InnateDB
tri_06370	CEBPD	ARHGAP24	21072181	InnateDB
tri_06371	CEBPD	CLIC4	21072181	InnateDB
tri_06372	CEBPD	ZNF600	21072181	InnateDB
tri_06373	CEBPD	SLITRK5	21072181	InnateDB
tri_06374	CEBPD	ACYP2	21072181	InnateDB
tri_06375	CEBPD	GPD1L	21072181	InnateDB
tri_06376	CEBPD	DNAJC18	21072181	InnateDB
tri_06377	CEBPD	PDE3B	21072181	InnateDB
tri_06378	CEBPD	IGSF22	21072181	InnateDB
tri_06379	CEBPD	HIST2H3C	21072181	InnateDB
tri_06380	CEBPD	PTTG1	21072181	InnateDB
tri_06381	CEBPD	ZNF510	21072181	InnateDB
tri_06382	CEBPD	ZNF721	21072181	InnateDB
tri_06383	CEBPD	ANO6	21072181	InnateDB
tri_06384	CEBPD	RHNO1	21072181	InnateDB
tri_06385	CEBPD	MPP6	21072181	InnateDB
tri_06386	CEBPD	ULBP2	21072181	InnateDB
tri_06387	CEBPD	LTBP1	21072181	InnateDB
tri_06388	CEBPD	OMA1	21072181	InnateDB
tri_06389	CEBPD	HOXB4	21072181	InnateDB
tri_06390	CEBPD	NF2	21072181	InnateDB
tri_06391	CEBPD	RNF144B	21072181	InnateDB
tri_06392	CEBPD	MALT1	21072181	InnateDB
tri_06393	CEBPD	TXNDC11	21072181	InnateDB
tri_06394	CEBPD	SCN4B	21072181	InnateDB
tri_06395	CEBPD	IRGQ	21072181	InnateDB
tri_06396	CEBPD	MPDZ	21072181	InnateDB
tri_06397	CEBPD	MSRB3	21072181	InnateDB
tri_06398	CEBPD	MLF1	21072181	InnateDB
tri_06399	CEBPD	ADAMTS10	21072181	InnateDB
tri_06400	CEBPD	CNTNAP5	21072181	InnateDB
tri_06401	CEBPD	BUD31	21072181	InnateDB
tri_06402	CEBPD	GATA3	21072181	InnateDB
tri_06403	CEBPD	SPEN	21072181	InnateDB
tri_06404	CEBPD	PLCB1	21072181	InnateDB
tri_06405	CEBPD	SLC1A5	21072181	InnateDB
tri_06406	CEBPD	USP50	21072181	InnateDB
tri_06900	CEBPD	HIST4H4	21072181	InnateDB
tri_07970	CEBPD	LPL	25889814	InnateDB
tri_07971	CEBPD	CFD	25889814	InnateDB
tri_07972	CEBPD	ANGPTL4	25889814	InnateDB
tri_08548	CEBPD	UCP1	15762841	TFactS
tri_11599	CEBPD	VIP	7713908	TFe
tri_12472	CEBPD	CASP8	24810056	TRRUST
tri_12473	CEBPD	CCL20	23028973	TRRUST
tri_12474	CEBPD	CXCL1	23028973	TRRUST
tri_12475	CEBPD	GADD45G	11012671	TRRUST
tri_12476	CEBPD	IL23A	23028973	TRRUST
tri_12477	CEBPD	PDGFRA	11278956	TRRUST
tri_12478	CEBPD	POU5F1	15284209	TRRUST
tri_12479	CEBPD	PRL	10455153	TRRUST
tri_12480	CEBPD	TNF	10629048	TRRUST
tri_00147	SPI1	TNF	10748079, 8998076, 25567680, 19646961, 18802049, 22454293	CytReg, TRRUST
tri_00151	SPI1	IL18	14991611, 10438937	CytReg, TRRUST
tri_00152	SPI1	IL12B	11254706, 25567680, 21402921	CytReg, ENdb, TRRUST
tri_00153	SPI1	IL1B	17283046, 10801783, 9376596, 17386941, 18173740, 10328874, 10453013, 21402921, 16439360, 7799967, 22454293	CytReg, ENdb, InnateDB, TRRUST
tri_00325	SPI1	CCL5	10760799, 16707500	CytReg, TRRUST
tri_00365	SPI1	IFNB1	21228327	CytReg
tri_00400	SPI1	IL10	12424622, 25567680, 20072143, 19592658	CytReg, HTRIdb_LC, InnateDB
tri_00486	SPI1	CCL2	24429361	CytReg, TRRUST
tri_00505	SPI1	IL1RN	20032313, 9727052	CytReg, TFe
tri_00538	SPI1	IL6	25567680	CytReg
tri_00541	SPI1	CXCL8	25567680	CytReg
tri_00602	SPI1	TNFSF10	28481873	CytReg
tri_00815	SPI1	IL4	21957289, 19592658	CytReg
tri_00860	SPI1	EBI3	15728491	CytReg
tri_00904	SPI1	TNFSF4	27708417	CytReg
tri_00950	SPI1	CXCL9	20585034, 15959530	CytReg
tri_00976	SPI1	IL9	22904310	CytReg, TRRUST
tri_01033	SPI1	IL34	25574134	CytReg
tri_01034	SPI1	CSF1	25574134, 9632776	CytReg, TRRUST
tri_01219	SPI1	RUNX1	26374622	ENdb
tri_01264	SPI1	C3AR1	21402921	ENdb
tri_01267	SPI1	GPR84	21402921	ENdb
tri_01270	SPI1	CCL3	21402921	ENdb
tri_01271	SPI1	BTG2	21402921	ENdb
tri_01534	SPI1	PAX5	19345119	ENdb
tri_01577	SPI1	TAL1	22401818, 16298389, 9786909	ENdb, TFe, TRRUST
tri_01747	GLI2	FOXF1	27166834, 23034409, 19360354	ENdb, TRRUST
tri_03047	SPI1	BCL6	15892171, 19564417	HTRIdb_LC, ORegAnno_LC, TFe, TRRUST
tri_03048	SPI1	CYBB	9593745, 11926990, 15618156, 9600921, 10233904	HTRIdb_LC, InnateDB, TFe, TRRUST
tri_03049	SPI1	SERPINB1	10861849	HTRIdb_LC, TFe
tri_03050	SPI1	NR3C1	16263717	HTRIdb_LC, TFe
tri_03051	SPI1	IFIT3	21176776	HTRIdb_LC, TRRUST
tri_03052	SPI1	LSP1	9257843	HTRIdb_LC
tri_03053	SPI1	PTGIR	19118563	HTRIdb_LC, TFe, TRRUST
tri_03054	SPI1	RNASE2	9490699	HTRIdb_LC, TFe, TRRUST
tri_03055	SPI1	PARG	19076642	HTRIdb_LC, TRRUST
tri_03056	SPI1	ZNF300	20471086	HTRIdb_LC, TRRUST
tri_04138	SPI1	NF1	17200120	InnateDB, TFe
tri_04140	SPI1	TLR4	10734131, 17623651, 16785240, 20956019, 16093364	InnateDB, TFe, TRRUST
tri_04159	SPI1	IRF4	16272311	InnateDB
tri_04249	SPI1	LY96	19632992	InnateDB, TFe
tri_04281	SPI1	CD68	12676954, 9479000	InnateDB, TFe, TRRUST
tri_04290	SPI1	CIITA	15242870, 21216962	InnateDB
tri_04324	SPI1	ISG15	12055236	InnateDB
tri_04331	SPI1	CSF1R	8264604, 21659508, 16455978, 7964503, 19339695, 9506963	InnateDB, TFe, TRRUST
tri_04333	SPI1	MS4A1	9354667, 11226004, 15892171, 19769942	InnateDB, TFe, TRRUST
tri_04334	SPI1	ITGAM	8095266, 17203216, 19747912, 21402070, 15163413, 9295016, 9867862	InnateDB, TFe, TRRUST
tri_04402	SPI1	EVL	19151778	InnateDB
tri_04973	SPI1	ADGRE1	15533720	InnateDB
tri_04979	SPI1	ITGAX	9295016, 7678251	InnateDB, TRRUST
tri_06242	SPI1	PRG2	12202480	InnateDB, TRRUST
tri_06351	SPI1	CTSK	15304486	InnateDB, TRRUST
tri_06352	SPI1	FES	8657143, 7624145, 9368014, 0	InnateDB, TFe, TRRUST
tri_06354	SPI1	LIMD1	21402070	InnateDB
tri_06819	GLI2	XIAP	21483830	InnateDB, Current
tri_06820	GLI2	BCL2	21483830, 16880536, 21135115	InnateDB, TRRUST
tri_06836	SPI1	BCL2A1	20200559	InnateDB
tri_06901	POLR2F	CCL4L2	23994473	InnateDB
tri_06902	POLR2F	CCL5	23994473	InnateDB
tri_07281	GLI2	PTCH1	18319260, 24058673, 14691458, 9636069, 15087129, 16571352	InnateDB, TFactS, TRRUST, Current
tri_07282	GLI2	FST	18319260, 14691458, 15140221	InnateDB, TFactS, TRRUST
tri_07283	GLI2	SOCS1	24058673	InnateDB, TRRUST
tri_07289	POLR2F	RRAS2	23994473	InnateDB
tri_07290	POLR2F	MXD1	23994473	InnateDB
tri_07291	POLR2F	STARD13	23994473	InnateDB
tri_07292	POLR2F	NRG2	23994473	InnateDB
tri_07293	POLR2F	IFNB1	23994473	InnateDB
tri_07294	POLR2F	RSAD2	23994473	InnateDB
tri_07295	POLR2F	NRBF2	23994473	InnateDB
tri_07296	POLR2F	GRHPR	23994473	InnateDB
tri_07297	POLR2F	CFAP44	23994473	InnateDB
tri_07298	POLR2F	NDUFS4	23994473	InnateDB
tri_07299	POLR2F	HUWE1	23994473	InnateDB
tri_07300	POLR2F	ERAP2	23994473	InnateDB
tri_07301	POLR2F	PHF19	23994473	InnateDB
tri_07302	POLR2F	PRR7	23994473	InnateDB
tri_07303	POLR2F	GNA12	23994473	InnateDB
tri_07304	POLR2F	SLC9A8	23994473	InnateDB
tri_07305	POLR2F	ITLN2	23994473	InnateDB
tri_07306	POLR2F	NR4A3	23994473	InnateDB
tri_07307	POLR2F	ACO1	23994473	InnateDB
tri_07308	POLR2F	DDX58	23994473	InnateDB
tri_07309	POLR2F	RDH10	23994473	InnateDB
tri_07310	POLR2F	SNORD89	23994473	InnateDB
tri_07311	POLR2F	DNAJC15	23994473	InnateDB
tri_07312	POLR2F	RRP7A	23994473	InnateDB
tri_07313	POLR2F	PMAIP1	23994473	InnateDB
tri_07314	POLR2F	ZNF654	23994473	InnateDB
tri_07315	POLR2F	PGGT1B	23994473	InnateDB
tri_07316	POLR2F	TMEM135	23994473	InnateDB
tri_07317	POLR2F	WAPL	23994473	InnateDB
tri_07318	POLR2F	TLK1	23994473	InnateDB
tri_07319	POLR2F	AIDA	23994473	InnateDB
tri_07320	POLR2F	CFAP126	23994473	InnateDB
tri_07321	POLR2F	APOL2	23994473	InnateDB
tri_07322	POLR2F	TGFBR2	23994473	InnateDB
tri_07323	POLR2F	DMD	23994473	InnateDB
tri_07324	POLR2F	DLGAP1-AS1	23994473	InnateDB
tri_07325	POLR2F	ASPHD2	23994473	InnateDB
tri_07326	POLR2F	TNFSF10	23994473	InnateDB
tri_07327	POLR2F	PSEN2	23994473	InnateDB
tri_07328	POLR2F	NIPA1	23994473	InnateDB
tri_07329	POLR2F	RAB35	23994473	InnateDB
tri_07330	POLR2F	FDX1	23994473	InnateDB
tri_07331	POLR2F	BTN3A1	23994473	InnateDB
tri_07332	POLR2F	ZNF827	23994473	InnateDB
tri_07333	POLR2F	HMHB1	23994473	InnateDB
tri_07334	POLR2F	ALCAM	23994473	InnateDB
tri_07335	POLR2F	RALYL	23994473	InnateDB
tri_07336	POLR2F	PDE6H	23994473	InnateDB
tri_07337	POLR2F	NFKB2	23994473	InnateDB
tri_07338	POLR2F	IFIT1	23994473	InnateDB
tri_07339	POLR2F	LINC00309	23994473	InnateDB
tri_07340	POLR2F	EPHA4	23994473	InnateDB
tri_07341	POLR2F	C12orf43	23994473	InnateDB
tri_07342	POLR2F	ANGPT2	23994473	InnateDB
tri_07343	POLR2F	GCH1	23994473	InnateDB
tri_07344	POLR2F	LINC00515	23994473	InnateDB
tri_07345	POLR2F	IFNL3	23994473	InnateDB
tri_07346	POLR2F	GCLC	23994473	InnateDB
tri_07347	POLR2F	DCHS2	23994473	InnateDB
tri_07348	POLR2F	ITM2C	23994473	InnateDB
tri_07349	POLR2F	UFM1	23994473	InnateDB
tri_07350	POLR2F	TNFSF15	23994473	InnateDB
tri_07351	POLR2F	THEM4	23994473	InnateDB
tri_07352	POLR2F	CAMLG	23994473	InnateDB
tri_07353	POLR2F	ERRFI1	23994473	InnateDB
tri_07354	POLR2F	DOCK9	23994473	InnateDB
tri_07355	POLR2F	PLS3	23994473	InnateDB
tri_07356	POLR2F	IFI6	23994473	InnateDB
tri_07357	POLR2F	MIR4436A	23994473	InnateDB
tri_07358	POLR2F	ANKRD28	23994473	InnateDB
tri_07359	POLR2F	TPCN2	23994473	InnateDB
tri_07360	POLR2F	RGS9	23994473	InnateDB
tri_07361	POLR2F	RPS16P5	23994473	InnateDB
tri_07362	POLR2F	SORL1	23994473	InnateDB
tri_07363	POLR2F	CCDC71L	23994473	InnateDB
tri_07364	POLR2F	TNIP1	23994473	InnateDB
tri_07365	POLR2F	CARD11	23994473	InnateDB
tri_07366	POLR2F	RPS6KC1	23994473	InnateDB
tri_07367	POLR2F	ASAH2	23994473	InnateDB
tri_07368	POLR2F	CCL17	23994473	InnateDB
tri_07369	POLR2F	MOGAT1	23994473	InnateDB
tri_07370	POLR2F	CCDC6	23994473	InnateDB
tri_07371	POLR2F	ZC3HAV1L	23994473	InnateDB
tri_07372	POLR2F	NEDD1	23994473	InnateDB
tri_07373	POLR2F	PTTG2	23994473	InnateDB
tri_07374	POLR2F	TRAF1	23994473	InnateDB
tri_07375	POLR2F	ARL5B	23994473	InnateDB
tri_07376	POLR2F	ARHGAP19	23994473	InnateDB
tri_07377	POLR2F	CD70	23994473	InnateDB
tri_07378	POLR2F	MIR3125	23994473	InnateDB
tri_07379	POLR2F	MIR4475	23994473	InnateDB
tri_07380	POLR2F	USP18	23994473	InnateDB
tri_07381	POLR2F	IFNL2	23994473	InnateDB
tri_07382	POLR2F	LRRK1	23994473	InnateDB
tri_07383	POLR2F	CXCL11	23994473	InnateDB
tri_07384	POLR2F	MIR4308	23994473	InnateDB
tri_07385	POLR2F	PIK3AP1	23994473	InnateDB
tri_07386	POLR2F	RARRES3	23994473	InnateDB
tri_07387	POLR2F	OAS2	23994473	InnateDB
tri_07388	POLR2F	ACSL3	23994473	InnateDB
tri_07389	POLR2F	RTP4	23994473	InnateDB
tri_07390	POLR2F	TBC1D5	23994473	InnateDB
tri_07391	POLR2F	PARP14	23994473	InnateDB
tri_07392	POLR2F	AP3B1	23994473	InnateDB
tri_07393	POLR2F	DLG2	23994473	InnateDB
tri_07394	POLR2F	IFIT3	23994473	InnateDB
tri_07395	POLR2F	ASAP2	23994473	InnateDB
tri_07396	POLR2F	SEC11A	23994473	InnateDB
tri_07397	POLR2F	SBSPON	23994473	InnateDB
tri_07398	POLR2F	FNDC3A	23994473	InnateDB
tri_07399	POLR2F	RMI2	23994473	InnateDB
tri_07400	POLR2F	TMEM132A	23994473	InnateDB
tri_07401	POLR2F	PTH2R	23994473	InnateDB
tri_07402	POLR2F	ZBED5	23994473	InnateDB
tri_07403	POLR2F	TNF	23994473	InnateDB
tri_07404	POLR2F	RNF10	23994473	InnateDB
tri_07405	POLR2F	IFIT2	23994473	InnateDB
tri_07406	POLR2F	IFIH1	23994473	InnateDB
tri_07407	POLR2F	PTEN	23994473	InnateDB
tri_07408	POLR2F	DDX60	23994473	InnateDB
tri_07409	POLR2F	PPP1R15A	23994473	InnateDB
tri_07410	POLR2F	C21orf91	23994473	InnateDB
tri_07411	POLR2F	MFSD14A	23994473	InnateDB
tri_07412	POLR2F	CXCL10	23994473	InnateDB
tri_07413	POLR2F	NEDD4L	23994473	InnateDB
tri_07414	POLR2F	MIR5192	23994473	InnateDB
tri_07415	POLR2F	PTGER4	23994473	InnateDB
tri_07416	POLR2F	RBM43	23994473	InnateDB
tri_07417	POLR2F	EPSTI1	23994473	InnateDB
tri_07418	POLR2F	IER2	23994473	InnateDB
tri_07419	POLR2F	AFAP1	23994473	InnateDB
tri_07420	POLR2F	IFIT5	23994473	InnateDB
tri_07421	POLR2F	ZBTB20	23994473	InnateDB
tri_07422	POLR2F	WDR86-AS1	23994473	InnateDB
tri_07423	POLR2F	PDS5A	23994473	InnateDB
tri_07424	POLR2F	HERC6	23994473	InnateDB
tri_07425	POLR2F	PLA2G4C	23994473	InnateDB
tri_07426	POLR2F	RFK	23994473	InnateDB
tri_07427	POLR2F	BET1	23994473	InnateDB
tri_07493	SPI1	FCER1A	24639354, 11971001	InnateDB, TRRUST, Current
tri_07998	GLI2	IL6R	26238488	InnateDB
tri_08121	SPI1	CTSG	16019164	ORegAnno_LC, TFe, TRRUST
tri_08437	SPI1	FPR1	22174875	ORegAnno_LC
tri_09419	GLI2	ABCA1	14691458	TFactS
tri_09420	GLI2	ADD3	14691458	TFactS
tri_09421	GLI2	AKAP4	14691458	TFactS
tri_09422	GLI2	ATP10B	14691458	TFactS
tri_09423	GLI2	ATP9A	14691458	TFactS
tri_09424	GLI2	BCL6	14691458	TFactS
tri_09425	GLI2	BLVRA	14691458	TFactS
tri_09426	GLI2	BMP1	14691458	TFactS
tri_09427	GLI2	BMP7	14691458	TFactS
tri_09428	GLI2	BRD2	14691458	TFactS
tri_09429	GLI2	CAMK1	14691458	TFactS
tri_09430	GLI2	CCL17	14691458	TFactS
tri_09431	GLI2	CCND1	14691458	TFactS
tri_09432	GLI2	CCNG2	14691458	TFactS
tri_09433	GLI2	CDC45	14691458	TFactS
tri_09434	GLI2	CDC7	14691458	TFactS
tri_09435	GLI2	CDK1	14691458	TFactS
tri_09436	GLI2	CDKN1A	14691458	TFactS
tri_09437	GLI2	CEACAM6	14691458	TFactS
tri_09438	GLI2	CEACAM7	14691458	TFactS
tri_09439	GLI2	CFLAR	18264131	TFactS
tri_09440	GLI2	CKS1B	14691458	TFactS
tri_09441	GLI2	CLEC2B	14691458	TFactS
tri_09442	GLI2	CLK1	14691458	TFactS
tri_09443	GLI2	CLK2	14691458	TFactS
tri_09444	GLI2	CNTN2	14691458	TFactS
tri_09445	GLI2	COL5A2	14691458	TFactS
tri_09446	GLI2	CTR9	14691458	TFactS
tri_09447	GLI2	DIO3	17720805	TFactS
tri_09448	GLI2	DLX3	14691458	TFactS
tri_09449	GLI2	DLX5	14691458	TFactS
tri_09450	GLI2	DST	14691458	TFactS
tri_09451	GLI2	E2F1	14691458	TFactS
tri_09452	GLI2	EDN1	14691458	TFactS
tri_09453	GLI2	EFEMP1	14691458	TFactS
tri_09454	GLI2	EFNA1	14691458	TFactS
tri_09455	GLI2	EGFR	14691458	TFactS
tri_09456	GLI2	FEN1	14691458	TFactS
tri_09457	GLI2	FGF10	15328011, 12384550	TFactS
tri_09458	GLI2	FGF13	14691458	TFactS
tri_09459	GLI2	FGF19	18279667, 15614767	TFactS, TRRUST, Current
tri_09460	GLI2	FOXE1	14691458, 15367491, 15140221, 19360354	TFactS, TRRUST
tri_09461	GLI2	FZD6	14691458	TFactS
tri_09462	GLI2	GLI1	12165851, 9636069, 15175043, 15604102, 16571352	TFactS, TRRUST, Current
tri_09463	GLI2	HIST2H2BE	14691458	TFactS
tri_09464	GLI2	HLA-DRA	14691458	TFactS
tri_09465	GLI2	HLA-E	14691458	TFactS
tri_09466	GLI2	HPGD	14691458	TFactS
tri_09467	GLI2	HSPA4	14691458	TFactS
tri_09468	GLI2	IFITM1	14691458	TFactS
tri_09469	GLI2	IFNGR1	14691458	TFactS
tri_09470	GLI2	IGFBP3	14691458	TFactS
tri_09471	GLI2	IL13	14691458	TFactS
tri_09472	GLI2	IL1R2	14691458	TFactS
tri_09473	GLI2	IL6	14691458	TFactS
tri_09474	GLI2	ILF3	14691458	TFactS
tri_09475	GLI2	IRF9	14691458	TFactS
tri_09476	GLI2	ITGA6	14691458	TFactS
