DTRI_ID	EXPERIMENT_ID	PubMed_ID	TF_Symbol_Human	Target_Symbol_Human	TF_Entrez_ID	Target_Entrez_ID	TF_Species	Target_Species	Experiment_Type	Context_Type	Cell_Type	Age	TFBS	Mode
tri_19812	exp_3139	19783677	LEF1	PTGS2	16842	19225	mouse	mouse	perturbation	primary_cell	CL_0000138	P4	not_applicable	activation
tri_19812	exp_0815	17945188	LEF1	PTGS2	16842	19225	mouse	mouse	reporter	primary_cell	CL_0000138	P4	distal	activation
tri_20043	exp_3639	24038073	MYC	not_applicable	17869	387231	mouse	mouse	binding	primary_tissue	UBERON_0002107	unknown	unknown	not_applicable
tri_20043	exp_3640	24038073	MYC	not_applicable	17869	387231	mouse	mouse	perturbation	primary_tissue	UBERON_0002107	unknown	not_applicable	repression
tri_20044	exp_2558	1340466	MYC	BCAT1	17869	12035	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_20044	exp_2560	1340466	MYC	BCAT1	17869	12035	mouse	mouse	perturbation	cell_line	CLO_0002949	not_applicable	not_applicable	activation
tri_20044	exp_2559	1340466	MYC	BCAT1	17869	12035	mouse	mouse	reporter	cell_line	CLO_0000924	not_applicable	unknown	activation
tri_20046	exp_2425	11258956	MYC	CAV1	17869	12389	mouse	mouse	perturbation	cell_line	CLO_0008172	not_applicable	not_applicable	repression
tri_20046	exp_2423	11258956	MYC	CAV1	17869	12389	mouse	mouse	reporter	cell_line	CLO_0008172	not_applicable	proximal	repression
tri_20055	exp_1751	20383141	MYC	RHOA	4609	387	human	human	binding	cell_line	CLO_0008395	not_applicable	unknown	not_applicable
tri_20055	exp_1755	20383141	MYC	RHOA	4609	387	human	human	perturbation	cell_line	CLO_0007634	not_applicable	not_applicable	activation
tri_20055	exp_1753	20383141	MYC	RHOA	17869	387	mouse	human	perturbation	cell_line	CLO_0007634	not_applicable	not_applicable	activation
tri_20055	exp_1752	20383141	MYC	RHOA	17869	387	mouse	human	reporter	cell_line	CLO_0051650	not_applicable	unknown	activation
tri_20058	exp_1586	18978814	MYC	SNAI1	4609	6615	human	human	binding	cell_line	CLO_0007634	not_applicable	proximal	not_applicable
tri_20058	exp_1585	18978814	MYC	SNAI1	4609	6615	human	human	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	activation
tri_20058	exp_3028	18978814	MYC	SNAI1	17869	20613	mouse	mouse	binding	cell_line	CLO_0008186	not_applicable	proximal	not_applicable
tri_20058	exp_3027	18978814	MYC	SNAI1	17869	20613	mouse	mouse	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	activation
tri_23061	exp_2237	26225650	MYC	CCAT1	4609	100507056	human	human	binding	cell_line	CLO_0052821	not_applicable	unknown	not_applicable
tri_23061	exp_2238	26225650	MYC	CCAT1	4609	100507056	human	human	perturbation	cell_line	CLO_0003704	not_applicable	not_applicable	activation
tri_23061	exp_2239	26225650	MYC	CCAT1	4609	100507056	human	human	perturbation	cell_line	CLO_0052821	not_applicable	not_applicable	activation
tri_23062	exp_1623	19442737	MYC	PDCD10	4609	11235	human	human	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_23062	exp_1625	19442737	MYC	PDCD10	4609	11235	human	human	perturbation	cell_line	CLO_0003599	not_applicable	not_applicable	activation
tri_23062	exp_1624	19442737	MYC	PDCD10	4609	11235	human	human	reporter	cell_line	CLO_0003599	not_applicable	unknown	activation
tri_23063	exp_1549	18628958	MYC	CTPS1	4609	1503	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_23063	exp_1550	18628958	MYC	CTPS1	4609	1503	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_23064	exp_1547	18628958	MYC	ADSL	4609	158	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_23064	exp_1548	18628958	MYC	ADSL	4609	158	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_23065	exp_1559	18628958	MYC	DHODH	4609	1723	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_23065	exp_1560	18628958	MYC	DHODH	4609	1723	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_23065	exp_2991	18628958	MYC	DHODH	17869	56749	mouse	mouse	perturbation	primary_cell	CL_0000182	P11	not_applicable	activation
tri_23066	exp_1561	18628958	MYC	GART	4609	2618	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_23066	exp_1562	18628958	MYC	GART	4609	2618	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_23067	exp_2304	27835584	MYC	TMEM173	4609	340061	human	human	binding	cell_line	CLO_0003684	not_applicable	unknown	not_applicable
tri_23067	exp_2307	27835584	MYC	TMEM173	4609	340061	human	human	perturbation	cell_line	CLO_0003684	not_applicable	not_applicable	activation
tri_23067	exp_2305	27835584	MYC	TMEM173	4609	340061	human	human	reporter	cell_line	CLO_0003684	not_applicable	unknown	activation
tri_23067	exp_2306	27835584	MYC	TMEM173	4609	340061	human	human	reporter	cell_line	CLO_0001230	not_applicable	unknown	activation
tri_23068	exp_1563	18628958	MYC	IMPDH1	4609	3614	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_23068	exp_1564	18628958	MYC	IMPDH1	4609	3614	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_23068	exp_2992	18628958	MYC	IMPDH1	17869	23917	mouse	mouse	perturbation	primary_cell	CL_0000182	P11	not_applicable	activation
tri_23069	exp_1565	18628958	MYC	IMPDH2	4609	3615	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_23069	exp_1566	18628958	MYC	IMPDH2	4609	3615	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_23069	exp_2993	18628958	MYC	IMPDH2	17869	23918	mouse	mouse	perturbation	primary_cell	CL_0000182	P11	not_applicable	activation
tri_23070	exp_1545	18628958	MYC	ATIC	4609	471	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_23070	exp_1546	18628958	MYC	ATIC	4609	471	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_23071	exp_0120	18373870	MYC	NOP16	4609	51491	human	human	binding	cell_line	CLO_0007606	not_applicable	proximal	not_applicable
tri_23071	exp_0121	18373870	MYC	NOP16	4609	51491	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_23071	exp_0123	18373870	MYC	NOP16	4609	51491	human	human	perturbation	cell_line	CLO_0007606	not_applicable	not_applicable	activation
tri_23071	exp_0122	18373870	MYC	NOP16	4609	51491	human	human	reporter	cell_line	CLO_0007606	not_applicable	proximal	activation
tri_23072	exp_1551	18628958	MYC	PFAS	4609	5198	human	human	binding	cell_line	BTO_0003291	not_applicable	unknown	not_applicable
tri_23072	exp_1552	18628958	MYC	PFAS	4609	5198	human	human	perturbation	cell_line	BTO_0003291	not_applicable	not_applicable	activation
tri_23073	exp_1626	19442737	MYC	SERPINI1	4609	5274	human	human	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_23073	exp_1628	19442737	MYC	SERPINI1	4609	5274	human	human	perturbation	cell_line	CLO_0003599	not_applicable	not_applicable	activation
tri_23073	exp_1627	19442737	MYC	SERPINI1	4609	5274	human	human	reporter	cell_line	CLO_0003599	not_applicable	unknown	activation
tri_23074	exp_1790	20940401	MYC	RAD51	4609	5888	human	human	binding	cell_line	CLO_0007986	not_applicable	unknown	not_applicable
tri_23074	exp_1791	20940401	MYC	RAD51	4609	5888	human	human	binding	cell_line	CLO_0001200	not_applicable	unknown	not_applicable
tri_23074	exp_1793	20940401	MYC	RAD51	4609	5888	human	human	perturbation	cell_line	CLO_0052064	not_applicable	not_applicable	activation
tri_23074	exp_1794	20940401	MYC	RAD51	4609	5888	human	human	perturbation	cell_line	CLO_0007986	not_applicable	not_applicable	activation
tri_23074	exp_1792	20940401	MYC	RAD51	4609	5888	human	human	perturbation	cell_line	CLO_0007599	not_applicable	not_applicable	activation
tri_23075	exp_2240	26266831	MYC	TBX3	4609	6926	human	human	binding	cell_line	CLO_0009210	not_applicable	proximal	not_applicable
tri_23075	exp_2243	26266831	MYC	TBX3	4609	6926	human	human	perturbation	cell_line	CLO_0009210	not_applicable	not_applicable	activation
tri_23075	exp_2241	26266831	MYC	TBX3	4609	6926	human	human	reporter	cell_line	CLO_0009210	not_applicable	proximal	activation
tri_23075	exp_2242	26266831	MYC	TBX3	4609	6926	human	human	reporter	cell_line	CLO_0002597	not_applicable	proximal	activation
tri_23148	exp_0932	20599763	LEF1	ENAM	16842	13801	mouse	mouse	binding	cell_line	CUSTOM_LS8_cell	not_applicable	proximal	not_applicable
tri_23148	exp_0934	20599763	LEF1	ENAM	16842	13801	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_23148	exp_0935	20599763	LEF1	ENAM	16842	13801	mouse	mouse	reporter	cell_line	CUSTOM_LS8_cell	not_applicable	proximal	activation
tri_23148	exp_0936	20599763	LEF1	ENAM	16842	13801	mouse	mouse	reporter	cell_line	CLO_0007699	not_applicable	proximal	activation
tri_23149	exp_2931	18202148	LEF1	CDKN1A	16842	12575	mouse	mouse	binding	primary_tissue	UBERON_0000995	unknown	unknown	not_applicable
tri_23150	exp_0897	19650108	LEF1	COL1A1	16842	12842	mouse	mouse	perturbation	cell_line	CLO_0052294	not_applicable	not_applicable	repression
tri_23151	exp_0649	15545629	LEF1	MESP2	16842	17293	mouse	mouse	perturbation	primary_tissue	UBERON_0003059	E9.5	not_applicable	activation
tri_23152	exp_2512	12502739	LEF1	FGF3	16842	14174	mouse	mouse	perturbation	primary_tissue	UBERON_0003655	E14.5	not_applicable	activation
tri_23153	exp_2508	12502739	LEF1	FGF4	16842	14175	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	distal	not_applicable
tri_23153	exp_2510	12502739	LEF1	FGF4	16842	14175	mouse	mouse	perturbation	primary_tissue	UBERON_0003655	E14.5	not_applicable	activation
tri_23154	exp_0650	15545629	LEF1	NOTCH1	16842	18128	mouse	mouse	perturbation	primary_tissue	UBERON_0003059	E9.5	not_applicable	activation
tri_23155	exp_0018	14594802	LEF1	CELA2A	51176	63036	human	human	binding	cell_line	CLO_0009465	not_applicable	proximal	not_applicable
tri_23155	exp_0019	14594802	LEF1	CELA2A	51176	63036	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_23155	exp_0021	14594802	LEF1	CELA2A	51176	63036	human	human	perturbation	cell_line	CLO_0003775	not_applicable	not_applicable	activation
tri_23155	exp_0022	14594802	LEF1	CELA2A	51176	63036	human	human	perturbation	cell_line	CLO_0009465	not_applicable	not_applicable	activation
tri_23155	exp_0020	14594802	LEF1	CELA2A	51176	63036	human	human	reporter	cell_line	CLO_0051650	not_applicable	proximal	activation
tri_23156	exp_0898	19650108	LEF1	BGLAP	16842	12096	mouse	mouse	perturbation	cell_line	CLO_0052294	not_applicable	not_applicable	repression
tri_23157	exp_2511	12502739	LEF1	SHH	16842	20423	mouse	mouse	perturbation	primary_tissue	UBERON_0003655	E14.5	not_applicable	activation
tri_23158	exp_2513	12502739	LEF1	BMP4	16842	12159	mouse	mouse	perturbation	primary_tissue	UBERON_0003655	E14.5	not_applicable	activation
tri_23159	exp_2248	26580798	LEF1	TYR	51176	7299	human	human	binding	cell_line	BTO_0005060	not_applicable	proximal	not_applicable
tri_23159	exp_2250	26580798	LEF1	TYR	51176	7299	human	human	perturbation	cell_line	BTO_0005060	not_applicable	not_applicable	activation
tri_23159	exp_2249	26580798	LEF1	TYR	51176	7299	human	human	reporter	cell_line	BTO_0005060	not_applicable	proximal	activation
tri_23160	exp_3553	23257686	LEF1	CXCR4	16842	12767	mouse	mouse	binding	primary_tissue	UBERON_0009952	E17.5	unknown	not_applicable
tri_23160	exp_3554	23257686	LEF1	CXCR4	16842	12767	mouse	mouse	reporter	cell_line	CLO_0002597	not_applicable	unknown	activation
tri_23161	exp_2174	25265064	LEF1	NR1I2	51176	8856	human	human	perturbation	cell_line	CLO_0003704	not_applicable	not_applicable	activation
tri_23161	exp_2173	25265064	LEF1	NR1I2	51176	8856	human	human	reporter	cell_line	CLO_0003704	not_applicable	proximal	activation
tri_04707	exp_1640	19592460	HIF1A	ACE	3091	1636	human	human	binding	cell_line	CL_0002591	not_applicable	proximal	not_applicable
tri_04707	exp_1641	19592460	HIF1A	ACE	3091	1636	human	human	perturbation	cell_line	CL_0002591	not_applicable	not_applicable	activation
tri_04707	exp_2386	19592460	HIF1A	ACE	3091	1636	human	human	reporter	cell_line	CLO_0002597	not_applicable	proximal	activation
tri_04709	exp_3299	21212189	HIF1A	EPO	15251	13856	mouse	mouse	perturbation	primary_tissue	UBERON_0000966	P15	not_applicable	repression
tri_05621	exp_1717	20007689	HIF1A	CXCR4	3091	7852	human	human	binding	cell_line	CLO_0052059	not_applicable	proximal	not_applicable
tri_05621	exp_1719	20007689	HIF1A	CXCR4	3091	7852	human	human	perturbation	cell_line	CLO_0052059	not_applicable	not_applicable	repression
tri_05621	exp_1718	20007689	HIF1A	CXCR4	3091	7852	human	human	reporter	cell_line	CLO_0052059	not_applicable	proximal	repression
tri_07919	exp_2203	25725157	HIF1A	VTCN1	3091	79679	human	human	binding	cell_line	CLO_0007606	not_applicable	proximal	not_applicable
tri_07919	exp_2205	25725157	HIF1A	VTCN1	3091	79679	human	human	perturbation	cell_line	CLO_0007606	not_applicable	not_applicable	activation
tri_07919	exp_2204	25725157	HIF1A	VTCN1	3091	79679	human	human	reporter	cell_line	CLO_0007606	not_applicable	proximal	activation
tri_09542	exp_1358	12879018	HIF1A	BNIP3	3091	664	human	human	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_09542	exp_1359	12879018	HIF1A	BNIP3	3091	664	human	human	perturbation	cell_line	CLO_0007606	not_applicable	not_applicable	activation
tri_09542	exp_2549	12879018	HIF1A	BNIP3	3091	664	human	human	reporter	cell_line	CLO_0007606	not_applicable	proximal	activation
tri_09550	exp_3964	9632793	HIF1A	LDHA	15251	16828	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_11671	exp_2666	15563275	HIF1A	EGLN1	15251	112405	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_11671	exp_2665	15563275	HIF1A	EGLN1	15251	112405	mouse	mouse	perturbation	cell_line	CLO_2000042	not_applicable	not_applicable	activation
tri_11672	exp_1386	15823097	HIF1A	EGLN3	3091	112399	human	human	binding	cell_line	CLO_0003684	not_applicable	unknown	not_applicable
tri_11672	exp_1387	15823097	HIF1A	EGLN3	3091	112399	human	human	reporter	cell_line	CLO_0002421	not_applicable	unknown	activation
tri_11673	exp_1739	20300197	HIF1A	GYS1	15251	14936	mouse	mouse	binding	cell_line	CLO_0052294	not_applicable	proximal	not_applicable
tri_11673	exp_3193	20300197	HIF1A	GYS1	15251	14936	mouse	mouse	perturbation	cell_line	CLO_0052294	not_applicable	not_applicable	activation
tri_11928	exp_1373	15270719	HIF1A	RORA	3091	6095	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_11928	exp_1374	15270719	HIF1A	RORA	3091	6095	human	human	reporter	cell_line	CLO_0003704	not_applicable	proximal	activation
tri_11942	exp_1326	11156414	HIF1A	CA9	3091	768	human	human	reporter	cell_line	CLO_0002421	not_applicable	unknown	activation
tri_13953	exp_1642	19592460	HIF1A	ACE2	3091	59272	human	human	binding	cell_line	CL_0002591	not_applicable	unknown	not_applicable
tri_13953	exp_1643	19592460	HIF1A	ACE2	3091	59272	human	human	perturbation	cell_line	CL_0002591	not_applicable	not_applicable	repression
tri_13970	exp_1368	15082785	HIF1A	FAM162A	3091	26355	human	human	reporter	cell_line	CLO_0008395	not_applicable	unknown	activation
tri_13985	exp_1722	20080132	HIF1A	RECK	3091	8434	human	human	perturbation	cell_line	CLO_0001230	not_applicable	not_applicable	repression
tri_13985	exp_1721	20080132	HIF1A	RECK	3091	8434	human	human	reporter	cell_line	CLO_0001230	not_applicable	proximal	repression
tri_13985	exp_3168	20080132	HIF1A	RECK	15251	53614	mouse	mouse	binding	cell_line	CLO_0009284	not_applicable	proximal	not_applicable
tri_19420	exp_2847	17303576	HIF1A	BACE1	15251	23821	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_19420	exp_2848	17303576	HIF1A	BACE1	15251	23821	mouse	mouse	perturbation	cell_line	CLO_0008154	not_applicable	not_applicable	activation
tri_22625	exp_2637	15315937	HIF1A	CCN2	15251	14219	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_22625	exp_2639	15315937	HIF1A	CCN2	15251	14219	mouse	mouse	perturbation	primary_cell	CL_0002306	P90	not_applicable	activation
tri_22922	exp_2328	28196140	HIF1A	SPRY2	3091	10253	human	human	binding	cell_line	CLO_0054294	not_applicable	proximal	not_applicable
tri_22922	exp_2329	28196140	HIF1A	SPRY2	3091	10253	human	human	perturbation	cell_line	CLO_0054294	not_applicable	not_applicable	repression
tri_22923	exp_1687	19762474	HIF1A	SEMA4D	3091	10507	human	human	binding	cell_line	BTO_0005040	not_applicable	proximal	not_applicable
tri_22923	exp_1688	19762474	HIF1A	SEMA4D	3091	10507	human	human	perturbation	cell_line	BTO_0005040	not_applicable	not_applicable	activation
tri_22924	exp_2073	23566437	HIF1A	CYP19A1	3091	1588	human	human	binding	primary_cell	CLO_0036934	unknown	proximal	not_applicable
tri_22924	exp_2075	23566437	HIF1A	CYP19A1	3091	1588	human	human	perturbation	cell_line	CLO_0007606	not_applicable	not_applicable	activation
tri_22924	exp_2074	23566437	HIF1A	CYP19A1	3091	1588	human	human	reporter	cell_line	CLO_0007606	not_applicable	proximal	activation
tri_22925	exp_0343	22288903	HIF1A	ATP13A2	3091	23400	human	human	binding	cell_line	CLO_0001230	not_applicable	proximal	not_applicable
tri_22925	exp_0345	22288903	HIF1A	ATP13A2	3091	23400	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_22925	exp_0344	22288903	HIF1A	ATP13A2	3091	23400	human	human	reporter	cell_line	CLO_0001230	not_applicable	proximal	activation
tri_22926	exp_1942	22050843	HIF1A	GATA1	3091	2623	human	human	binding	cell_line	CLO_0007059	not_applicable	proximal	not_applicable
tri_22926	exp_1943	22050843	HIF1A	GATA1	3091	2623	human	human	perturbation	cell_line	CLO_0007059	not_applicable	not_applicable	activation
tri_22927	exp_3684	24778419	HIF1A	CD274	15251	60533	mouse	mouse	binding	cell_line	CUSTOM_MSC-1_cell	not_applicable	proximal	not_applicable
tri_22927	exp_3686	24778419	HIF1A	CD274	15251	60533	mouse	mouse	perturbation	cell_line	CUSTOM_MSC-1_cell	not_applicable	not_applicable	activation
tri_22928	exp_2336	28602625	HIF1A	HES1	15251	15205	mouse	mouse	binding	cell_line	CLO_0008302	not_applicable	proximal	not_applicable
tri_22928	exp_3898	28602625	HIF1A	HES1	15251	15205	mouse	mouse	perturbation	cell_line	CLO_0008302	not_applicable	not_applicable	activation
tri_22928	exp_3897	28602625	HIF1A	HES1	15251	15205	mouse	mouse	reporter	cell_line	CLO_0008302	not_applicable	proximal	activation
tri_22929	exp_3025	18930903	HIF1A	HSD3B2	15251	15492	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_22929	exp_3026	18930903	HIF1A	HSD3B2	15251	15492	mouse	mouse	reporter	cell_line	CLO_0009366	not_applicable	proximal	activation
tri_22930	exp_1476	17533374	HIF1A	CXCR1	3091	3577	human	human	binding	cell_line	CLO_0008395	not_applicable	unknown	not_applicable
tri_22930	exp_1477	17533374	HIF1A	CXCR1	3091	3577	human	human	perturbation	cell_line	CLO_0008395	not_applicable	not_applicable	activation
tri_22931	exp_1478	17533374	HIF1A	CXCR2	3091	3579	human	human	binding	cell_line	CLO_0008395	not_applicable	unknown	not_applicable
tri_22931	exp_1479	17533374	HIF1A	CXCR2	3091	3579	human	human	perturbation	cell_line	CLO_0008395	not_applicable	not_applicable	activation
tri_22932	exp_0528	26458913	HIF1A	NOS1	3091	4842	human	human	binding	cell_line	EFO_0003072	not_applicable	proximal	not_applicable
tri_22932	exp_0529	26458913	HIF1A	NOS1	3091	4842	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_22933	exp_1472	17374610	HIF1A	NTRK2	3091	4915	human	human	binding	cell_line	CLO_0007091	not_applicable	proximal	not_applicable
tri_22933	exp_1473	17374610	HIF1A	NTRK2	3091	4915	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_22933	exp_1474	17374610	HIF1A	NTRK2	3091	4915	human	human	reporter	cell_line	CLO_0007091	not_applicable	proximal	activation
tri_22933	exp_1475	17374610	HIF1A	NTRK2	15251	4915	mouse	human	reporter	cell_line	CL_0000057	not_applicable	unknown	activation
tri_22934	exp_0369	23395615	HIF1A	PROX1	3091	5629	human	human	binding	cell_line	CLO_0009986	not_applicable	proximal	not_applicable
tri_22934	exp_0371	23395615	HIF1A	PROX1	3091	5629	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_22934	exp_0375	23395615	HIF1A	PROX1	3091	5629	human	human	perturbation	cell_line	CLO_0009986	not_applicable	not_applicable	activation
tri_22934	exp_0373	23395615	HIF1A	PROX1	3091	5629	human	human	reporter	cell_line	CLO_0003684	not_applicable	proximal	activation
tri_22935	exp_1991	22505354	HIF1A	S100A8	3091	6279	human	human	binding	cell_line	CLO_0002022	not_applicable	proximal	not_applicable
tri_22935	exp_1993	22505354	HIF1A	S100A8	3091	6279	human	human	perturbation	cell_line	CLO_0002022	not_applicable	not_applicable	activation
tri_22935	exp_1992	22505354	HIF1A	S100A8	3091	6279	human	human	reporter	cell_line	CLO_0002022	not_applicable	proximal	activation
tri_22936	exp_1994	22505354	HIF1A	S100A9	3091	6280	human	human	binding	cell_line	CLO_0002022	not_applicable	proximal	not_applicable
tri_22936	exp_1996	22505354	HIF1A	S100A9	3091	6280	human	human	perturbation	cell_line	CLO_0002022	not_applicable	not_applicable	activation
tri_22936	exp_1995	22505354	HIF1A	S100A9	3091	6280	human	human	reporter	cell_line	CLO_0002022	not_applicable	proximal	activation
tri_22937	exp_2259	26837221	HIF1A	PRDX2	3091	7001	human	human	binding	cell_line	CLO_0003684	not_applicable	proximal	not_applicable
tri_22937	exp_2261	26837221	HIF1A	PRDX2	3091	7001	human	human	perturbation	cell_line	CLO_0003684	not_applicable	not_applicable	activation
tri_22937	exp_2260	26837221	HIF1A	PRDX2	3091	7001	human	human	reporter	cell_line	CLO_0003684	not_applicable	proximal	activation
tri_22938	exp_2062	23454212	HIF1A	ATRIP	3091	84126	human	human	binding	cell_line	CLO_0003704	not_applicable	proximal	not_applicable
tri_22938	exp_2065	23454212	HIF1A	ATRIP	3091	84126	human	human	perturbation	cell_line	CLO_0003684	not_applicable	not_applicable	activation
tri_22938	exp_2066	23454212	HIF1A	ATRIP	3091	84126	human	human	perturbation	cell_line	CLO_0003704	not_applicable	not_applicable	activation
tri_22938	exp_2063	23454212	HIF1A	ATRIP	3091	84126	human	human	reporter	cell_line	CLO_0003684	not_applicable	proximal	activation
tri_22938	exp_2064	23454212	HIF1A	ATRIP	3091	84126	human	human	reporter	cell_line	CLO_0003704	not_applicable	proximal	activation
tri_00361	exp_2919	18093541	PBX1	IL10	18514	3586	mouse	human	reporter	cell_line	CLO_0007043	not_applicable	proximal	activation
tri_00361	exp_2917	18093541	PBX1	IL10	18514	16153	mouse	mouse	binding	primary_cell	CL_0000581	E14.5	proximal	not_applicable
tri_00361	exp_2918	18093541	PBX1	IL10	18514	16153	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_00361	exp_2920	18093541	PBX1	IL10	18514	16153	mouse	mouse	perturbation	cell_line	CLO_0008753	not_applicable	not_applicable	activation
tri_04523	exp_0212	19782160	PBX1	CFTR	5087	1080	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_06677	exp_0304	21746878	PBX1	CDKN2B	5087	1030	human	human	binding	cell_line	CLO_0007606	not_applicable	proximal	not_applicable
tri_06677	exp_0307	21746878	PBX1	CDKN2B	5087	1030	human	human	perturbation	cell_line	CLO_0003704	not_applicable	not_applicable	activation
tri_06679	exp_0309	21746878	PBX1	CDH1	5087	999	human	human	binding	cell_line	CLO_0007606	not_applicable	proximal	not_applicable
tri_06679	exp_0311	21746878	PBX1	CDH1	5087	999	human	human	perturbation	cell_line	CLO_0007606	not_applicable	not_applicable	activation
tri_06679	exp_0310	21746878	PBX1	CDH1	5087	12550	human	mouse	reporter	cell_line	CLO_0003704	not_applicable	proximal	activation
tri_06679	exp_3915	29437830	PBX1	CDH1	18514	12550	mouse	mouse	perturbation	cell_line	CLO_0008186	not_applicable	not_applicable	activation
tri_09898	exp_0201	19522013	PBX1	NANOG	5087	79923	human	human	binding	cell_line	CLO_0037280	not_applicable	proximal	not_applicable
tri_09898	exp_0202	19522013	PBX1	NANOG	5087	79923	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_09898	exp_0204	19522013	PBX1	NANOG	5087	79923	human	human	perturbation	cell_line	CLO_0037280	not_applicable	not_applicable	activation
tri_09898	exp_0203	19522013	PBX1	NANOG	5087	79923	human	human	reporter	cell_line	CLO_0054141	not_applicable	proximal	activation
tri_11250	exp_2390	10026229	PBX1	FGF8	18514	14179	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_11252	exp_2366	9390195	PBX1	CYP17A1	5087	1586	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_11252	exp_2353	7913464	PBX1	CYP17A1	5087	1586	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_11252	exp_2361	9028871	PBX1	CYP17A1	5087	1586	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_11252	exp_2367	9390195	PBX1	CYP17A1	5087	1586	human	human	reporter	cell_line	CLO_0007017	not_applicable	proximal	activation
tri_11252	exp_2368	9390195	PBX1	CYP17A1	5087	1586	human	human	reporter	cell_line	CLO_0003704	not_applicable	proximal	activation
tri_11252	exp_2362	9028871	PBX1	CYP17A1	5087	1586	human	human	reporter	cell_line	CLO_0007017	not_applicable	proximal	activation
tri_11254	exp_2796	17082260	PBX1	MC2R	18514	17200	mouse	mouse	perturbation	primary_tissue	UBERON_0001235	P63	not_applicable	activation
tri_11254	exp_2794	17082260	PBX1	MC2R	18514	17200	mouse	mouse	reporter	cell_line	CLO_0052401	not_applicable	unknown	activation
tri_11256	exp_3022	18849531	PBX1	PAX3	18514	18505	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_11256	exp_3024	18849531	PBX1	PAX3	18514	18505	mouse	mouse	perturbation	primary_tissue	UBERON_0005519	E10.5	not_applicable	activation
tri_11256	exp_3023	18849531	PBX1	PAX3	18514	18505	mouse	mouse	reporter	cell_line	CLO_0051689	not_applicable	proximal	activation
tri_11260	exp_2746	16705164	PBX1	NR5A1	18514	26423	mouse	mouse	binding	primary_tissue	UBERON_0034875	E10.5	distal	not_applicable
tri_11260	exp_2747	16705164	PBX1	NR5A1	18514	26423	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	distal	not_applicable
tri_11262	exp_3148	19799567	PBX1	SOX3	5087	6658	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_11262	exp_1696	19799567	PBX1	SOX3	5087	6658	human	human	perturbation	cell_line	CLO_0008207	not_applicable	not_applicable	activation
